description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Piña Golden x kg,VIVANDA,S/ 5.79,vivanda,PIÑA,2024-12-04 17:50:29.768247,1.0,kg,Piña Golden,5.79
Piña Golden en Trozos Congelada FEST Paquete 500g,FEST,S/ 8.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,500.0,g,Piña Golden en Trozos Congelada FEST Paquete,8.9
Piña en Trozos BALI Lata 567g,BALI,S/ 12.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,567.0,g,Piña en Trozos BALI Lata,12.2
Piña Deshidratada GO BARMAN Bolsa 60g,GO BARMAN,S/ 19.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,60.0,g,Piña Deshidratada GO BARMAN Bolsa,19.9
Piña en Trozos BELL'S en Almíbar Lata 567g,BELL'S,S/ 6.40,vivanda,PIÑA,2024-12-04 17:50:29.768247,567.0,g,Piña en Trozos BELL'S en Almíbar Lata,6.4
Piña en Rodajas BALI Lata 567g,BALI,S/ 12.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,567.0,g,Piña en Rodajas BALI Lata,12.2
Piña en Rodajas BALI Lata 836g,BALI,S/ 13.40,vivanda,PIÑA,2024-12-04 17:50:29.768247,836.0,g,Piña en Rodajas BALI Lata,13.4
Piña en Rodajas BALI Lata 227g,BALI,S/ 7.10,vivanda,PIÑA,2024-12-04 17:50:29.768247,227.0,g,Piña en Rodajas BALI Lata,7.1
Piña en Trozos Congelada BELL'S Bolsa 1kg,BELL'S,S/ 14.20,vivanda,PIÑA,2024-12-04 17:50:29.768247,1.0,kg,Piña en Trozos Congelada BELL'S Bolsa,14.2
Piña en Rodajas BELL'S en Almíbar Lata 567g,BELL'S,S/ 6.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,567.0,g,Piña en Rodajas BELL'S en Almíbar Lata,6.9
Gelatina UNIVERSAL Sabor a Piña Caja 19g,UNIVERSAL,S/ 3.70,vivanda,PIÑA,2024-12-04 17:50:29.768247,19.0,g,Gelatina UNIVERSAL Sabor a Piña Caja,3.7
"Mix de Fresa, Papaya y Piña Congelada EL FRUTERO Bolsa 1Kg",EL FRUTERO,S/ 15.49,vivanda,PIÑA,2024-12-04 17:50:29.768247,1.0,kg,"Mix de Fresa, Papaya y Piña Congelada EL FRUTERO Bolsa",15.49
Mermelada BELL'S Light Piña Frasco 230g,BELL'S,S/ 6.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,230.0,g,Mermelada BELL'S Light Piña Frasco,6.9
Pack Gaseosa PEPSI Botella 3L + Gaseosa CONCORDIA Piña Botella 3L,PEPSI,S/ 14.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,3.0,l,Pack Gaseosa PEPSI Botella  + Gaseosa CONCORDIA Piña Botella,14.9
"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa 1kg",EL FRUTERO,S/ 16.99,vivanda,PIÑA,2024-12-04 17:50:29.768247,1.0,kg,"Mix Fresa, Piña y Mango Congelado EL FRUTERO Bolsa",16.99
Infusiones WAWASANA Te verde piña Caja 50Un,WAWASANA,S/ 16.90,vivanda,PIÑA,2024-12-04 17:50:29.768247,50.0,un,Infusiones WAWASANA Te verde piña Caja,16.9
Mermelada de Piña Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,PIÑA,2024-12-04 17:50:29.768247,200.0,g,Mermelada de Piña Pote,4.6
