description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Sal Marina EMSAL Mesa Bolsa 1Kg,EMSAL,S/ 2.40,vivanda,SAL,2024-12-04 18:09:00.549217,1.0,kg,Sal Marina EMSAL Mesa Bolsa,2.4
Sal Marina EMSAL Cocina Bolsa 1Kg,EMSAL,S/ 2.40,vivanda,SAL,2024-12-04 18:09:00.549217,1.0,kg,Sal Marina EMSAL Cocina Bolsa,2.4
Sal Rosada de Maras PERUVIAN Gruesa Bolsa 500g,GOURMET,S/ 8.90,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal Rosada de Maras PERUVIAN Gruesa Bolsa,8.9
Sal ONZA De maras fina Caja 500Gr,ONZA,S/ 9.00,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal ONZA De maras fina Caja r,9.0
Sal Marina de Mesa EMSAL Ecológica Doypack 500g,MARINA,S/ 4.59,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal Marina de Mesa EMSAL Ecológica Doypack,4.59
Sal de Mesa BELL'S Bolsa 1 Kg,BELL'S,S/ 2.00,vivanda,SAL,2024-12-04 18:09:00.549217,1.0,kg,Sal de Mesa BELL'S Bolsa,2.0
Sal Fina de Mesa EMSAL Frasco 125g,EMSAL,S/ 3.79,vivanda,SAL,2024-12-04 18:09:00.549217,125.0,g,Sal Fina de Mesa EMSAL Frasco,3.79
Sal de Mesa LOBOS Fina Frasco 500g,LOBOS,S/ 5.29,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal de Mesa LOBOS Fina Frasco,5.29
Sal Parrillera EMSAL Frasco 500g,EMSAL,S/ 8.79,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal Parrillera EMSAL Frasco,8.79
Sal de Cocina BELL'S Bolsa 1Kg,BELL'S,S/ 2.00,vivanda,SAL,2024-12-04 18:09:00.549217,1.0,kg,Sal de Cocina BELL'S Bolsa,2.0
Sal ONZA De maras gruesa Caja 500Gr,ONZA,S/ 9.00,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal ONZA De maras gruesa Caja r,9.0
Sal MARAS GOURMET con Especies Moledor Frasco 100g,MARAS GOURMET,S/ 15.90,vivanda,SAL,2024-12-04 18:09:00.549217,100.0,g,Sal MARAS GOURMET con Especies Moledor Frasco,15.9
Sal MARAS GOURMET Ahumada Bolsa 600g,MARAS GOURMET,S/ 11.90,vivanda,SAL,2024-12-04 18:09:00.549217,600.0,g,Sal MARAS GOURMET Ahumada Bolsa,11.9
Sal de Baño DR TEAL'S Lavanda Paquete 450g,DR TEAL'S,S/ 18.50,vivanda,SAL,2024-12-04 18:09:00.549217,450.0,g,Sal de Baño DR TEAL'S Lavanda Paquete,18.5
Sal Fina de Mesa EMSAL Frasco 500g,EMSAL,S/ 6.10,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal Fina de Mesa EMSAL Frasco,6.1
Sal LOBOS De mesa fina Pote 125Gr,LOBOS,S/ 2.60,vivanda,SAL,2024-12-04 18:09:00.549217,125.0,g,Sal LOBOS De mesa fina Pote r,2.6
Sal de Maras GOURMET Especial Bolsa 500g,GOURMET,S/ 9.90,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal de Maras GOURMET Especial Bolsa,9.9
Sal de Maras Gruesa ONZA Molinillo Frasco 100g,ONZA,S/ 18.20,vivanda,SAL,2024-12-04 18:09:00.549217,100.0,g,Sal de Maras Gruesa ONZA Molinillo Frasco,18.2
Sal de Maras ONZA Ají Panca Molinillo Frasco 80g,ONZA,S/ 18.90,vivanda,SAL,2024-12-04 18:09:00.549217,80.0,g,Sal de Maras ONZA Ají Panca Molinillo Frasco,18.9
Sal de Baño DR TEAL'S Eucalipto Paquete 450g,DR TEAL'S,S/ 18.50,vivanda,SAL,2024-12-04 18:09:00.549217,450.0,g,Sal de Baño DR TEAL'S Eucalipto Paquete,18.5
Sal de Maras ONZA Hierbas Mediterráneas Doypack 250g,ONZA,S/ 8.70,vivanda,SAL,2024-12-04 18:09:00.549217,250.0,g,Sal de Maras ONZA Hierbas Mediterráneas Doypack,8.7
Sal de Maras Fina BELL'S Doypack 500g,BALANZÉ,S/ 9.90,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal de Maras Fina BELL'S Doypack,9.9
Antiácido SAL DE ANDREWS Polvo Efervecente Caja 12un,SAL ANDREWS,S/ 8.99,vivanda,SAL,2024-12-04 18:09:00.549217,12.0,un,Antiácido SAL DE ANDREWS Polvo Efervecente Caja,8.99
Sal BADIA Ajo Frasco 127.60Gr,BADIA,S/ 9.40,vivanda,SAL,2024-12-04 18:09:00.549217,127.6,g,Sal BADIA Ajo Frasco r,9.4
Sal BIOSAL Liviana en sodio Frasco 125g,BIOSAL,S/ 4.10,vivanda,SAL,2024-12-04 18:09:00.549217,125.0,g,Sal BIOSAL Liviana en sodio Frasco,4.1
Antiácido SAL DE ANDREWS Polvo efervecente triple acción Caja 12Un,SAL ANDREWS,S/ 11.90,vivanda,SAL,2024-12-04 18:09:00.549217,12.0,un,Antiácido SAL DE ANDREWS Polvo efervecente triple acción Caja,11.9
Sal LOBOS Parillera Frasco 750Gr,LOBOS,S/ 10.60,vivanda,SAL,2024-12-04 18:09:00.549217,750.0,g,Sal LOBOS Parillera Frasco r,10.6
Sal de Maras Gruesa BELL'S Doypack 500g,BALANZÉ,S/ 9.90,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal de Maras Gruesa BELL'S Doypack,9.9
Sal BIOSAL 50% Menos Sodio Frasco 500g,BIOSAL,S/ 11.90,vivanda,SAL,2024-12-04 18:09:00.549217,500.0,g,Sal BIOSAL 50% Menos Sodio Frasco,11.9
Sal de Maras ONZA Ají Panca Doypack 400g,ONZA,S/ 8.70,vivanda,SAL,2024-12-04 18:09:00.549217,400.0,g,Sal de Maras ONZA Ají Panca Doypack,8.7
Sal de Maras ONZA Hierbas Mediterráneas Molinillo Frasco 50g,ONZA,S/ 18.90,vivanda,SAL,2024-12-04 18:09:00.549217,50.0,g,Sal de Maras ONZA Hierbas Mediterráneas Molinillo Frasco,18.9
