description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Tostadas BIMBO Integrales Paquete 10un,BIMBO,S/ 9.40,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,10.0,un,Tostadas BIMBO Integrales Paquete,9.4
Tostadas Integrales UNIÓN Paquete 10un,UNIÓN,S/ 8.20,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,10.0,un,Tostadas Integrales UNIÓN Paquete,8.2
Tostadas Integrales LA FLORENCIA Bolsa 230g,LA FLORENCIA,S/ 7.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,230.0,g,Tostadas Integrales LA FLORENCIA Bolsa,7.7
Tostadas BIMBO Clásicas Paquete 10un,BIMBO,S/ 9.40,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,10.0,un,Tostadas BIMBO Clásicas Paquete,9.4
Tostadas Blancas UNIÓN Clásicas Paquete 10un,UNIÓN,S/ 8.20,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,10.0,un,Tostadas Blancas UNIÓN Clásicas Paquete,8.2
Tostada Clasica BAUDUCCO Paquete de 142g,BAUDUCCO,S/ 8.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,142.0,g,Tostada Clasica BAUDUCCO Paquete de,8.7
Tostadas NATCRACKERS Datiles y Almendras Caja 160g,NATCRACKERS,S/ 22.39,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,160.0,g,Tostadas NATCRACKERS Datiles y Almendras Caja,22.39
Tostada TOSTAGRILL Paquete 225g,TOSTAGRILL,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,225.0,g,Tostada TOSTAGRILL Paquete,5.7
Tostadas sin Gluten NOGLUT Paquete 100g,NOGLUT,S/ 16.00,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,100.0,g,Tostadas sin Gluten NOGLUT Paquete,16.0
Tostadas Clásicas LA FLORENCIA Bolsa 200g,LA FLORENCIA,S/ 7.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,200.0,g,Tostadas Clásicas LA FLORENCIA Bolsa,7.9
Tostadas NATCRACKERS Cranberry y Nuez Caja 160g,NATCRACKERS,S/ 25.10,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,160.0,g,Tostadas NATCRACKERS Cranberry y Nuez Caja,25.1
Tostada Integral TOSTAGRILL Paquete 225g,TOSTAGRILL,S/ 5.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,225.0,g,Tostada Integral TOSTAGRILL Paquete,5.7
Tostadas BELL'S Clásicas Paquete 10un,BELL'S,S/ 6.20,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,10.0,un,Tostadas BELL'S Clásicas Paquete,6.2
Molde Oval OCUISINE 3L,OCUISINE,S/ 45.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,3.0,l,Molde Oval OCUISINE,45.9
Molde OCUISINE Rectangular 4.3L Con Tapa,OCUISINE,S/ 69.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,4.3,l,Molde OCUISINE Rectangular  Con Tapa,69.9
Molde MARINEX Fileteado Mediano 1.3L,MARINEX,S/ 25.00,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,1.3,l,Molde MARINEX Fileteado Mediano,25.0
Molde Plano AMOSA 26cm 3/4Kg,AMOSA,S/ 29.00,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,4.0,kg,Molde Plano AMOSA 26cm 3/,29.0
Mini Tostadas Clásicas LA FLORENCIA Bolsa 36un,LA FLORENCIA,S/ 7.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,36.0,un,Mini Tostadas Clásicas LA FLORENCIA Bolsa,7.7
Mini Tostadas Integrales LA FLORENCIA Bolsa 36un,LA FLORENCIA,S/ 7.70,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,36.0,un,Mini Tostadas Integrales LA FLORENCIA Bolsa,7.7
Mix de Semillas Tostadas con Miel PLANTERS Envase de Plástico 283g,PLANTERS,S/ 59.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,283.0,g,Mix de Semillas Tostadas con Miel PLANTERS Envase de Plástico,59.9
Mix de Semillas Tostadas PLANTERS Envase de Plástico 292g,PLANTERS,S/ 59.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,292.0,g,Mix de Semillas Tostadas PLANTERS Envase de Plástico,59.9
Mostaza ALACENA Doypack 220g,ALACENA,S/ 5.40,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,220.0,g,Mostaza ALACENA Doypack,5.4
Mostaza LIBBY'S Doypack 200g,LIBBY S,S/ 5.20,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,200.0,g,Mostaza LIBBY'S Doypack,5.2
Mostaza HEINZ Doypack 368g,HEINZ,S/ 13.90,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,368.0,g,Mostaza HEINZ Doypack,13.9
Mostaza HEINZ Frasco 255g,HEINZ,S/ 13.40,vivanda,TOSTADAS (MOLDE),2024-12-04 17:17:23.342387,255.0,g,Mostaza HEINZ Frasco,13.4
