description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Mermelada DELGA-C Fresa sin azúcar Frasco 310Gr,DELGA-C,S/ 9.80,vivanda,MERMELADA,2024-12-04 18:04:51.300350,310.0,g,Mermelada DELGA-C Fresa sin azúcar Frasco r,9.8
Mermelada Fresa GLORIA Pote 310g,GLORIA,S/ 7.30,vivanda,MERMELADA,2024-12-04 18:04:51.300350,310.0,g,Mermelada Fresa GLORIA Pote,7.3
Mermelada de Frutos del Bosque Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada de Frutos del Bosque Pote,4.6
Mermelada GLORIA Fresa Frasco 950g,GLORIA,S/ 14.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,950.0,g,Mermelada GLORIA Fresa Frasco,14.9
Mermelada BELL'S Fresa Frasco 1Kg,BELL'S,S/ 13.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,1.0,kg,Mermelada BELL'S Fresa Frasco,13.9
Mermelada BELL'S Light Piña Frasco 230g,BELL'S,S/ 6.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,230.0,g,Mermelada BELL'S Light Piña Frasco,6.9
Mermelada HELIOS Fresa Dulce Diet Frasco 280g,HELIOS,S/ 22.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,280.0,g,Mermelada HELIOS Fresa Dulce Diet Frasco,22.2
Mermelada de Naranja Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada de Naranja Pote,4.6
Mermelada de Aguaymanto Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada de Aguaymanto Pote,4.6
Mermelada de Piña Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada de Piña Pote,4.6
Mermelada de Fresa FANNY Frasco 950g,FANNY,S/ 16.10,vivanda,MERMELADA,2024-12-04 18:04:51.300350,950.0,g,Mermelada de Fresa FANNY Frasco,16.1
Mermelada de Fresa Pote 200g,LA FLORENCIA,S/ 4.60,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada de Fresa Pote,4.6
Mermelada CASA VERDE Arándano y Mango Frasco 210g,CASAVERDE,S/ 9.00,vivanda,MERMELADA,2024-12-04 18:04:51.300350,210.0,g,Mermelada CASA VERDE Arándano y Mango Frasco,9.0
Mermelada ST. DALFOUR Fresa Frasco 284g,ST. DALFOUR,S/ 19.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,284.0,g,Mermelada ST. DALFOUR Fresa Frasco,19.9
Mermelada LA VERÓNICA Aguaymanto Frasco 220g,LA VERÓNICA,S/ 9.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,220.0,g,Mermelada LA VERÓNICA Aguaymanto Frasco,9.9
Mermelada Untable de Frutos del Bosque Sin Azúcar LA FLORENCIA Pote 200g,LA FLORENCIA,S/ 7.70,vivanda,MERMELADA,2024-12-04 18:04:51.300350,200.0,g,Mermelada Untable de Frutos del Bosque Sin Azúcar LA FLORENCIA Pote,7.7
Mermelada de Fresa FANNY Pote 320g,FANNY,S/ 7.70,vivanda,MERMELADA,2024-12-04 18:04:51.300350,320.0,g,Mermelada de Fresa FANNY Pote,7.7
Mermelada de Naranja CREMA&NATA Diet sin Azúcar Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,330.0,g,Mermelada de Naranja CREMA&NATA Diet sin Azúcar Frasco,33.2
Mermelada CREMA&NATA Diet Arándano Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,330.0,g,Mermelada CREMA&NATA Diet Arándano Frasco,33.2
Mermelada CREMA & NATA Diet Fresa Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,330.0,g,Mermelada CREMA & NATA Diet Fresa Frasco,33.2
Mermelada BERRIES Arándanos Pote 260g,BERRIES,S/ 22.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,260.0,g,Mermelada BERRIES Arándanos Pote,22.9
Mermelada BERRIES Fresa y Frambuesa Pote 260g,BERRIES,S/ 22.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,260.0,g,Mermelada BERRIES Fresa y Frambuesa Pote,22.9
Mermelada BELL'S Dieta de fresa Frasco 230Gr,BELL'S,S/ 6.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,230.0,g,Mermelada BELL'S Dieta de fresa Frasco r,6.9
Mermelada de Aguaymanto CREMA&NATA Diet sin Azúcar Frasco 330g,CREMA&NATA,S/ 33.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,330.0,g,Mermelada de Aguaymanto CREMA&NATA Diet sin Azúcar Frasco,33.2
Mermelada de Aguaymanto & Yacón con Agave ECOANDINO Orgánico Frasco 240g,ECOANDINO,S/ 19.50,vivanda,MERMELADA,2024-12-04 18:04:51.300350,240.0,g,Mermelada de Aguaymanto & Yacón con Agave ECOANDINO Orgánico Frasco,19.5
Mermelada de Sauco COMPASS Frasco 240g,COMPASS,S/ 7.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,240.0,g,Mermelada de Sauco COMPASS Frasco,7.9
Mermelada HELIOS Arándanos Dulce Diet Frasco 280g,HELIOS,S/ 22.20,vivanda,MERMELADA,2024-12-04 18:04:51.300350,280.0,g,Mermelada HELIOS Arándanos Dulce Diet Frasco,22.2
"Mermelada BERRIES Arándanos, Frambuesa y Mora Pote 260g",BERRIES,S/ 22.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,260.0,g,"Mermelada BERRIES Arándanos, Frambuesa y Mora Pote",22.9
Mermelada de Aguaymanto SPREAD sin Azúcar Añadida Frasco 390g,SPREAD,S/ 19.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,390.0,g,Mermelada de Aguaymanto SPREAD sin Azúcar Añadida Frasco,19.9
Mermelada de Lúcuma & Yacón con Agave ECOANDINO Orgánico Frasco 240g,ECOANDINO,S/ 20.50,vivanda,MERMELADA,2024-12-04 18:04:51.300350,240.0,g,Mermelada de Lúcuma & Yacón con Agave ECOANDINO Orgánico Frasco,20.5
Mermelada BELL'S Naranja Frasco 240g,BELL'S,S/ 5.30,vivanda,MERMELADA,2024-12-04 18:04:51.300350,240.0,g,Mermelada BELL'S Naranja Frasco,5.3
Mermelada ST. DALFOUR Frambuesa Frasco 284g,ST. DALFOUR,S/ 19.90,vivanda,MERMELADA,2024-12-04 18:04:51.300350,284.0,g,Mermelada ST. DALFOUR Frambuesa Frasco,19.9
