description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Margarina Light DORINA Pote 450g,DORINA,S/ 11.50,vivanda,CORVINA,2024-12-04 17:31:42.582063,450.0,g,Margarina Light DORINA Pote,11.5
Margarina Clásica DORINA Pote 220g,DORINA,S/ 8.10,vivanda,CORVINA,2024-12-04 17:31:42.582063,220.0,g,Margarina Clásica DORINA Pote,8.1
Cerveza CORONA Cero sin Alcohol Botella 355ml Paquete 6un,CORONA,S/ 29.90,vivanda,CORVINA,2024-12-04 17:31:42.582063,355.0,ml,Cerveza CORONA Cero sin Alcohol Botella  Paquete,29.9
Margarina Clásica DORINA Pote 450g,DORINA,S/ 11.50,vivanda,CORVINA,2024-12-04 17:31:42.582063,450.0,g,Margarina Clásica DORINA Pote,11.5
Cerveza CORONA Extra Botella 330ml 6 Pack,CORONA,S/ 32.50,vivanda,CORVINA,2024-12-04 17:31:42.582063,330.0,ml,Cerveza CORONA Extra Botella  6 Pack,32.5
Margarina Light DORINA Pote 220g,DORINA,S/ 6.90,vivanda,CORVINA,2024-12-04 17:31:42.582063,220.0,g,Margarina Light DORINA Pote,6.9
Cerveza CORONA Extra 6 Pack Lata 355ml,CORONA,S/ 24.90,vivanda,CORVINA,2024-12-04 17:31:42.582063,355.0,ml,Cerveza CORONA Extra 6 Pack Lata,24.9
Cocina a Gas MABE 4 Quemadores CMP6012AG0 Grafito,MABE,S/ 999.00,vivanda,CORVINA,2024-12-04 17:31:42.582063,0.0,g,Cocina a Gas MABE 4 Quemadores CMP6012AGrafito,999.0
Sal Marina EMSAL Cocina Bolsa 1Kg,EMSAL,S/ 2.40,vivanda,CORVINA,2024-12-04 17:31:42.582063,1.0,kg,Sal Marina EMSAL Cocina Bolsa,2.4
Pulidor de Cocina SAPOLIO Limón Frasco 450g,SAPOLIO,S/ 7.30,vivanda,CORVINA,2024-12-04 17:31:42.582063,450.0,g,Pulidor de Cocina SAPOLIO Limón Frasco,7.3
Guante de Cocina VIRUTEX Talla SM Paquete 1un,VIRUTEX,S/ 11.10,vivanda,CORVINA,2024-12-04 17:31:42.582063,1.0,un,Guante de Cocina VIRUTEX Talla SM Paquete,11.1
Sal de Cocina BELL'S Bolsa 1Kg,BELL'S,S/ 2.00,vivanda,CORVINA,2024-12-04 17:31:42.582063,1.0,kg,Sal de Cocina BELL'S Bolsa,2.0
Limpiador FROSCH Accesorios de Cocina Botella 300ml,FROSCH,S/ 22.90,vivanda,CORVINA,2024-12-04 17:31:42.582063,300.0,ml,Limpiador FROSCH Accesorios de Cocina Botella,22.9
Desinfectante de Cocina FROSCH Ecoamigable Frasco 500ml,FROSCH,S/ 24.70,vivanda,CORVINA,2024-12-04 17:31:42.582063,500.0,ml,Desinfectante de Cocina FROSCH Ecoamigable Frasco,24.7
Café Molido JUAN VALDEZ Colina Bolsa 250g,JUAN VALDEZ,S/ 36.50,vivanda,CORVINA,2024-12-04 17:31:42.582063,250.0,g,Café Molido JUAN VALDEZ Colina Bolsa,36.5
