description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Durazno en Mitades BELL'S Lata 820g,BELL'S,S/ 7.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,820.0,g,Durazno en Mitades BELL'S Lata,7.5
Duraznos en Almíbar ARICA Lata 820g,ARICA,S/ 8.80,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,820.0,g,Duraznos en Almíbar ARICA Lata,8.8
Duraznos en Mitades COMPASS en Almíbar Lata 820g,COMPASS,S/ 8.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,820.0,g,Duraznos en Mitades COMPASS en Almíbar Lata,8.5
Yogurt GLORIA Frutado Durazno Vaso 120g,GLORIA,S/ 1.80,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,120.0,g,Yogurt GLORIA Frutado Durazno Vaso,1.8
Yogurt Bebible GLORIA Sabor a Durazno Botella 180g,GLORIA,S/ 2.10,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,180.0,g,Yogurt Bebible GLORIA Sabor a Durazno Botella,2.1
Yogurt Zero Lactosa GLORIA Sabor a Durazno Botella 1Kg,GLORIA,S/ 5.99,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,kg,Yogurt Zero Lactosa GLORIA Sabor a Durazno Botella,5.99
Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 1.5L,FRUGOS,S/ 5.70,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.5,l,Néctar FRUGOS DEL VALLE Sabor a Durazno Caja,5.7
Conserva de Durazno en Mitades ACONCAGUA en Almibar Lata 822g,ACONCAGUA,S/ 10.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,822.0,g,Conserva de Durazno en Mitades ACONCAGUA en Almibar Lata,10.9
Yogurt SBELT Sabor a Durazno Botella 946g,SBELT,S/ 6.80,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,946.0,g,Yogurt SBELT Sabor a Durazno Botella,6.8
Yogurt Bebible GLORIA Sabor a Durazno Botella 1Kg,GLORIA,S/ 6.70,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,kg,Yogurt Bebible GLORIA Sabor a Durazno Botella,6.7
Jugo FRUGOS Sabor Durazno Botella 300ml,FRUGOS,S/ 2.30,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,300.0,ml,Jugo FRUGOS Sabor Durazno Botella,2.3
Bebida de Durazno FRUGOS Caja 970ml,FRUGOS,S/ 3.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,970.0,ml,Bebida de Durazno FRUGOS Caja,3.9
Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 235ml Six Pack,FRUGOS,S/ 7.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,235.0,ml,Néctar FRUGOS DEL VALLE Sabor a Durazno Caja  Six Pack,7.9
Té Negro FREE TEA Durazno Botella 500ml,FREE TEA,S/ 2.60,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,500.0,ml,Té Negro FREE TEA Durazno Botella,2.6
Yogurt Bebible LAIVE Bio Sabor a Durazno Galonera 1.7Kg,LAIVE,S/ 10.60,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.7,kg,Yogurt Bebible LAIVE Bio Sabor a Durazno Galonera,10.6
Yogurt LAIVE Sbelt Sabor a Durazno Galonera 1.7Kg,LAIVE,S/ 12.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.7,kg,Yogurt LAIVE Sbelt Sabor a Durazno Galonera,12.5
Caramelos Masticables AMBROSOLI Trifruna Manzana Fresa y Durazno Bolsa 420g,AMBROSOLI,S/ 9.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,420.0,g,Caramelos Masticables AMBROSOLI Trifruna Manzana Fresa y Durazno Bolsa,9.9
Triple de Pollo Jamón y Durazno LA FLORENCIA 1un,LA FLORENCIA,S/ 6.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,un,Triple de Pollo Jamón y Durazno LA FLORENCIA,6.5
Mazamorra UMSHA de Durazno Bolsa 125g,UMSHA,S/ 3.40,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,125.0,g,Mazamorra UMSHA de Durazno Bolsa,3.4
Bebida PULP Durazno Caja 315ml Paquete 6un,PULP,S/ 8.70,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,315.0,ml,Bebida PULP Durazno Caja  Paquete,8.7
Infusión BIGELOW Kion y Durazno Caja 18un,BIGELOW,S/ 26.10,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,18.0,un,Infusión BIGELOW Kion y Durazno Caja,26.1
Bebida FRU+ Sabor a Mango y Durazno Botella 400ml,FRU +,S/ 5.70,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,400.0,ml,Bebida FRU+ Sabor a Mango y Durazno Botella,5.7
Pack Néctar FRUGOS DEL VALLE Sabor a Durazno 235ml Six Pack + Galletas Saladas RITZ Bolsa 20g Paquete 6un,FRUGOS,S/ 11.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,235.0,ml,Pack Néctar FRUGOS DEL VALLE Sabor a Durazno  Six Pack + Galletas Saladas RITZ Bolsa  Paquete,11.9
Bebida PULP Durazno Forti Hierro Caja 250ml Paquete 6un,PULP,S/ 7.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,250.0,ml,Bebida PULP Durazno Forti Hierro Caja  Paquete,7.5
Bebida PULP Durazno Caja 1L,PULP,S/ 4.40,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,l,Bebida PULP Durazno Caja,4.4
Yogurt LAIVE Bio Durazno Botella 370g,LAIVE,S/ 2.99,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,370.0,g,Yogurt LAIVE Bio Durazno Botella,2.99
Néctar FRUGOS DEL VALLE Sabor a Durazno Botella 1L,FRUGOS,S/ 5.20,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,l,Néctar FRUGOS DEL VALLE Sabor a Durazno Botella,5.2
Bebida de Durazno GLORIA Caja 200ml,GLORIA,S/ 7.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,200.0,ml,Bebida de Durazno GLORIA Caja,7.5
Bebida de Durazno GLORIA Caja 500ml,GLORIA,S/ 2.40,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,500.0,ml,Bebida de Durazno GLORIA Caja,2.4
Yogurt Zero Lactosa GLORIA Sabor a Durazno Galonera 1.7Kg,GLORIA,S/ 10.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.7,kg,Yogurt Zero Lactosa GLORIA Sabor a Durazno Galonera,10.9
Bebida GLORIA Durazno Caja 1L,GLORIA,S/ 4.40,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.0,l,Bebida GLORIA Durazno Caja,4.4
Bebida PULP Durazno Forti Hierro Caja 145 ml Paquete 5un,PULP,S/ 4.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,145.0,ml,Bebida PULP Durazno Forti Hierro Caja  Paquete,4.5
Bebida PULP Durazno Botella 300ml,PULP,S/ 2.00,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,300.0,ml,Bebida PULP Durazno Botella,2.0
Gelatina UNIVERSAL Sabor a Durazno Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,130.0,g,Gelatina UNIVERSAL Sabor a Durazno Bolsa,3.99
Bebida GLORIA Sabor a Durazno Tetrapack 1.5L,GLORIA,S/ 5.60,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.5,l,Bebida GLORIA Sabor a Durazno Tetrapack,5.6
Yogurt Bebible TIGO Durazno Doypack 140g,TIGO,S/ 3.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,140.0,g,Yogurt Bebible TIGO Durazno Doypack,3.9
Miel de Abeja CALLEJÓN DE HUAYLAS Floración Silvestre Frasco 300g,CALLEJON DE HUAYLAS,S/ 22.10,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,300.0,g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Silvestre Frasco,22.1
Tableta de Chocolate para Taza CURAZAO Cusco Premium Barra 90g,CURAZAO,S/ 2.49,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,90.0,g,Tableta de Chocolate para Taza CURAZAO Cusco Premium Barra,2.49
Miel de Abejas CALLEJÓN DE HUAYLAS Floración Eucalipto Frasco 500g,CALLEJON DE HUAYLAS,S/ 40.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,500.0,g,Miel de Abejas CALLEJÓN DE HUAYLAS Floración Eucalipto Frasco,40.5
Miel de Abeja CALLEJÓN DE HUAYLAS Floración Silvestre Frasco 500g,CALLEJON DE HUAYLAS,S/ 36.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,500.0,g,Miel de Abeja CALLEJÓN DE HUAYLAS Floración Silvestre Frasco,36.5
Miel de Abeja CALLEJÓN DE HUAYLAS Silvestre Frasco 1.1Kg,CALLEJON DE HUAYLAS,S/ 62.50,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,1.1,kg,Miel de Abeja CALLEJÓN DE HUAYLAS Silvestre Frasco,62.5
Salchicha de Huacho CASA EUROPA Paquete 150g,CASA EUROPA,S/ 7.30,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,150.0,g,Salchicha de Huacho CASA EUROPA Paquete,7.3
Pisco INCA Huaco Botella 750ml,INCA,S/ 49.90,vivanda,DURAZNO HUAYCO,2024-12-04 17:44:17.858512,750.0,ml,Pisco INCA Huaco Botella,49.9
