description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Fideo Spaghetti DON VITTORIO Bolsa 950g,DON VITTORIO,S/ 7.00,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,950.0,g,Fideo Spaghetti DON VITTORIO Bolsa,7.0
Fideos Cabello de Ángel MOLITALIA Bolsa 250g,MOLITALIA,S/ 2.50,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,250.0,g,Fideos Cabello de Ángel MOLITALIA Bolsa,2.5
Fideo Spaghetti DON VITTORIO Bolsa 450g,DON VITTORIO,S/ 3.90,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,450.0,g,Fideo Spaghetti DON VITTORIO Bolsa,3.9
Fideos DON VITTORIO Codo Chico Bolsa 235g,DON VITTORIO,S/ 2.00,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,235.0,g,Fideos DON VITTORIO Codo Chico Bolsa,2.0
Fideos Spaghetti MOLITALIA Bolsa 450g,MOLITALIA,S/ 3.90,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,450.0,g,Fideos Spaghetti MOLITALIA Bolsa,3.9
Pasta Dental COLGATE Triple Acción Tubo 75ml Paquete 3un,COLGATE,S/ 16.50,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,75.0,ml,Pasta Dental COLGATE Triple Acción Tubo  Paquete,16.5
Fideos DON VITTORIO Tornillo Bolsa 225g,DON VITTORIO,S/ 2.00,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,225.0,g,Fideos DON VITTORIO Tornillo Bolsa,2.0
Pasta Dental Colgate Luminous White 2x75ml,COLGATE,S/ 20.30,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,75.0,ml,Pasta Dental Colgate Luminous White 2x,20.3
Fideos Cabello de Ángel DON VITTORIO Bolsa 250g,DON VITTORIO,S/ 2.00,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,250.0,g,Fideos Cabello de Ángel DON VITTORIO Bolsa,2.0
Fideos Tallarín BELL'S Bolsa 900g,BELL'S,S/ 4.40,vivanda,FIDEOS SECOS DE PASTA LARGA,2024-12-04 17:20:21.403867,900.0,g,Fideos Tallarín BELL'S Bolsa,4.4
