description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Vaso DARNEL Tami 12 Oz Traslucido Paquet 25un,DARNELL PERU,S/ 8.30,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,25.0,un,Vaso DARNEL Tami 12 Oz Traslucido Paquet,8.3
Vasos de Plástico TAMI 7 Oz Paquete 25un,TAMI,S/ 4.70,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,25.0,un,Vasos de Plástico TAMI 7 Oz Paquete,4.7
Yogur Battimix GLORIA Vainilla con Hojuelas Vaso 144g,GLORIA,S/ 3.60,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,1.0,g,Yogur BattimiLORIA Vainilla con Hojuelas Vaso,3.6
Vaso con Sorbete AVENT Single Niña 10oz Rosado,AVENT,S/ 72.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,10.0,oz,Vaso con Sorbete AVENT Single Niña  Rosado,72.0
Vaso DARNEL Tami 16 Oz Traslucido Paquet 25un,DARNELL PERU,S/ 10.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,25.0,un,Vaso DARNEL Tami 16 Oz Traslucido Paquet,10.9
Vaso DARNELL PERU Rojo Vivo 12Oz Paquete 12un,DARNELL PERU,S/ 8.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNELL PERU Rojo Vivo 12Oz Paquete,8.0
Vaso DARNEL Rojo Vivo 7 Oz Paquete 12un,DARNELL PERU,S/ 4.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Rojo Vivo 7 Oz Paquete,4.9
Vaso con Sorbete AVENT Single Niño 10oz Celeste,AVENT,S/ 69.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,10.0,oz,Vaso con Sorbete AVENT Single Niño  Celeste,69.0
Vaso DARNEL Azul Vivo 7 Oz Paquete 12un,DARNELL PERU,S/ 4.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Azul Vivo 7 Oz Paquete,4.9
Vaso DARNEL Amarillo Vivo 7 Oz Paquete 12un,DARNELL PERU,S/ 4.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Amarillo Vivo 7 Oz Paquete,4.9
Vaso DARNEL Amarillo Vivo 12 Oz Paquete 12un,DARNELL PERU,S/ 8.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Amarillo Vivo 12 Oz Paquete,8.0
Vaso DARNEL Verde Vivo 12 Oz Paquete 12un,DARNELL PERU,S/ 8.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Verde Vivo 12 Oz Paquete,8.0
Vaso DARNEL Azul Vivo 12Oz Paquete 12un,DARNELL PERU,S/ 8.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Azul Vivo 12Oz Paquete,8.0
Vaso DARNEL Verde Vivo 7 Oz Paquete 12un,DARNELL PERU,S/ 4.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,12.0,un,Vaso DARNEL Verde Vivo 7 Oz Paquete,4.9
Vaso Con Tapa Hermética 0.44 L Transparente,BASA,S/ 6.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,0.44,l,Vaso Con Tapa Hermética  Transparente,6.9
Vaso Antigoteo NUK First Choice Rosado / Verde 300ml,NUK,S/ 50.50,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,300.0,ml,Vaso Antigoteo NUK First Choice Rosado / Verde,50.5
Vaso Doble Pared HELLO KITTY 350ml,HELLO KITTY,S/ 20.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,350.0,ml,Vaso Doble Pared HELLO KITTY,20.9
Vaso NUBY Easy Grip 300ml (Modelos Variados),NUBY,S/ 25.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,300.0,ml,Vaso NUBY Easy Grip  (Modelos Variados),25.9
Vaso NUBY 360° 240ml (Modelos Variados),NUBY,S/ 33.90,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,240.0,ml,Vaso NUBY 360°  (Modelos Variados),33.9
Yogurt GLORIA Frutado Fresa Vaso 120g,GLORIA,S/ 1.80,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt GLORIA Frutado Fresa Vaso,1.8
Yogurt GLORIA Frutado Durazno Vaso 120g,GLORIA,S/ 1.80,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt GLORIA Frutado Durazno Vaso,1.8
Yogurt Batido GLORIA Griego Sabor Mango Vaso 120g,GLORIA,S/ 2.20,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt Batido GLORIA Griego Sabor Mango Vaso,2.2
Yogurt GLORIA Slim Sabor a Fresa Vaso 120g,GLORIA,S/ 2.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt GLORIA Slim Sabor a Fresa Vaso,2.0
Yogurt Batido GLORIA Griego Sabor Frutos Rojos Vaso 120g,GLORIA,S/ 2.20,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt Batido GLORIA Griego Sabor Frutos Rojos Vaso,2.2
Yogurt Griego LAIVE Sabor a Frutos Rojos Vaso 115g,LAIVE,S/ 2.20,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,115.0,g,Yogurt Griego LAIVE Sabor a Frutos Rojos Vaso,2.2
Yogurt GLORIA Batti Shake Fresa Vaso 120g,GLORIA,S/ 1.60,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt GLORIA Batti Shake Fresa Vaso,1.6
Yogurt Batido GLORIA Griego Sabor Natural Vaso 120g,GLORIA,S/ 2.20,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,120.0,g,Yogurt Batido GLORIA Griego Sabor Natural Vaso,2.2
Yogurt TIGO Mix Vainilla con Galletas Trituradas Vaso 125g,TIGO,S/ 4.00,vivanda,YOGUR MIXTO EN VASO,2024-12-04 17:38:10.971729,125.0,g,Yogurt TIGO Mix Vainilla con Galletas Trituradas Vaso,4.0
