Market_name,Market_cat_name,Market_subcat_name,Product_name,Product_price,Product_description,Product_unit_type,Product_quantity,Product_type,Product_is_available,Product_branch,scrape_timestamp
Oxxo,Snacks Y Galletas,Galletas,2 x pingüinos pastel cookies cream,8.0,Bolsa Con 2 Unidades.,gr,80.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,3 glacitas galletas dulce sabor a chocolate,6.0,"Disfruta de unas deliciosas galletas dulces con una cobertura de chocolate, ideal para endulzarte en cualquier momento del día en compañía de tu bebida favorita.",gr,32.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,costa galleta wenazas,0.9,,gr,23.0,none,True,cos,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 x glacitas galletas sabor a toffee,4.0,"Disfruta de unas deliciosas galletas bañadas con crema de toffe, conserva ese sabor dulce de siempre, en su cobertura de crema y el crujiente que a todos encanta, siendo perfectas para endulzarte y comer como snack en cualquier momento del día.",gr,32.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,3 glacitas galletas sabor a toffee,6.0,"Disfruta de unas deliciosas galletas bañadas con crema de toffe, conserva ese sabor dulce de siempre, en su cobertura de crema y el crujiente que a todos encanta, siendo perfectas para endulzarte y comer como snack en cualquier momento del día.",gr,32.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 x glacitas galletas dulce sabor a chocolate,4.0,"Disfruta de unas deliciosas galletas dulces con una cobertura de chocolate, ideal para endulzarte en cualquier momento del día en compañía de tu bebida favorita.",gr,32.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 oreo galleta vainilla,3.2,Galletas de vainilla rellenas con deliciosa crema sabor a vainilla. Oreo es la galleta que te ha acompañado desde siempre y te hace sentir niño otra vez. Ideal para disfrutar a cualquier hora del día con la bebida de tu preferencia.,gr,36.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 oreo doble galleta de chocolate con crema de chocolate,3.2,"Si te gusta el chocolate, estas galletas son para ti. Son crocantes, con 2 capas de galletas de chocolate, rellenas con crema de chocolate. Disfrútalas cuando quieras y donde quieras. ",gr,36.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 oreo galletas sabor original,3.2,"Son las clásicas galletas de chocolate, rellenas con una suave y deliciosa crema de vainilla. Disfrútalas y vive un momento divertido sumergiéndolas en un vaso frío de leche.",gr,36.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,galletas rellenas nestlé choco cookies crema de avellana,8.5,Contiene 120 gramos Galleta rellena con crema de avellana y gotas de chocolate con leche Perfecto Match!,gr,120.0,none,True,nestlé,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,galletas colombina mini arbol navi,5.0,Contiene 50 gramos Galletas navideñas,gr,50.0,none,True,colombina,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 morochas galleta sabor vainilla con chocolate xl,7.4,"Poseen una receta inigualable de textura y sabor que resulta un nutritivo y único mix de ingredientes, son una excelente fuente de energía que podrás disfrutar en cualquier momento del día.",gr,75.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,colombina galletas navideñas happy holidays surtidas,7.0,"Deliciosas galletas crujientes y surtidas, perfectas para compartir en familia y endulzar buenos momentos.",gr,200.0,none,True,colombina,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,field choco vainilla leche,6.0,Bolsa.,gr,75.6,none,True,field,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,noel galletas dulces de navidad,5.0,Deliciosas de todas las formas. Disfruta el sabor de las galletas Noel dulces con tu familia o amigos. ,gr,150.0,none,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,3 victoria chocobum galletas con cobertura sabor a chocolate,5.1,Victoria Chocobum galletas con cobertura sabor a chocolate. Presentación en bolsa x 33.5 g.,gr,33.5,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,galleta casino menta torre 129 g,2.5,GALLETA CASINO MENTA TORRE 129 G,gr,129.0,none,True,casino,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 x galletas fresa glacitas 32 g,4.0,GALLETAS FRESA  GLACITAS  32 G,gr,32.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 x pirucream barquillos rellenos de chocolate y avellanas,6.0,"Ideal para cada momento. Fabricados con los más frescos insumos y los más altos estándares de calidad. Perfectos para compartir en familia y entre amigos, comerlos solo o acompañado de postres, helados, café y demás.",gr,24.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 sayon galleta margarita,3.8,Bolsa,gr,43.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,galleta casino fresa torre 129 g,2.5,GALLETA CASINO FRESA TORRE 129 G,gr,129.0,none,True,casino,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 x galleta casino menta 64.5 g,4.4,GALLETA CASINO MENTA 64.5 G,gr,64.5,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,2 ritz galleta salada,5.0,"Galletas Saladas Ritz Originales Con su Característico Sabor Saladas Tostaditas en Formato de Rollo Con 24 Unidades. ¡Toma Unas Ritz, Agrega tu Topping Preferido o Cómelas Solas! Disfruta Cada Bocado y Compártelas Con Amigos o Familiares.",gr,52.5,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Galletas,3 x ritz galletas saladas rollo sabor original 52.5 g,7.5,"Galletas Saladas Ritz Originales Con su Característico Sabor Saladas Tostaditas en Formato de Rollo Con 24 Unidades. ¡Toma Unas Ritz, Agrega tu Topping Preferido o Cómelas Solas! Disfruta Cada Bocado y Compártelas Con Amigos o Familiares.",gr,52.5,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Barras De Cereal Y Granola,barra de frutos secos rojos delisha,6.2,BARRA DE FRUTOS SECOS ROJOS DELISHA 60 G,gr,60.0,none,True,delisha,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts mezcla con arándanos y almendras,3.6,Una mezcla de texturas crujientes y suaves. Puedes disfrutarlo cuando quieras y disfrutar su crocancia.,gr,50.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,maní karinto crocante picante,4.5,Maní con Cobertura de Galleta y Sabor Picante,gr,100.0,none,True,karinto,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,karinto maní crocante y salado,4.5,"Este snack irresistible combina la textura crujiente con un toque salado, creando una experiencia de aperitivo que deleitará tus papilas gustativas. Perfecto para satisfacer antojos salados, este maní crocante es la opción ideal para quienes buscan un bocado sabroso y lleno de energía.",gr,100.0,none,True,karinto,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,villa natura snack de frutos secos cocktail de nueces ,6.9,"Disfruta de este delicioso mix de frutos secos, elaborado con ingredientes de la mejor calidad. Ideal para disfrutarlo como botana, mientras ves tus películas favoritas. ",gr,80.0,none,True,villa natura,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts mezcla de frutos secos party mix,3.6,"Mezcla de maní, pasas, almendras y chocolates confitados. Perfecta opción para llevarla contigo a donde vayas. ",gr,50.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts maní cervecero sabor limón y pimienta,6.9,Maní con sabor a limón y pimienta. Presentación en bolsa de 180 gr. packing: Bolsa,gr,180.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,karinto maní frito con sal clásico,1.5,"Delicioso y nutritivo maní frito con sal, para complementar tu nutrición diaria. Ideales para acompañar con yogurt, cereales o en repostería.",gr,35.0,none,True,karinto,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,villa natura cancha chullpi tapper 150 gr,9.3,"Villa Natura Cancha Chullpi Tapper 150 GrAlmacenar en lugar fresco y seco, lejos de la luz.",und,1.0,none,True,villa natura,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,villa natura mixtura sin sal tentación natural,12.7,Villa Natura mixtura sin sal tentación natural. Presentación: 1 bolsa por 150 gramos. packing: Bolsa,gr,150.0,none,True,villa natura,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts mezcla de maní con pasas,2.7,Perfecta para aquellos que buscan un snack con una combinación de frutos secos y frutas deshidratadas.,gr,50.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts kraks limon 45 g,2.5,GRANUTS KRAKS LIMON 45 G,und,1.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,villa natura snack de frutos secos cocktail premium blends,11.5,"Disfruta de una deliciosa mezcla de frutos secos de pasas morenas, almendras tostadas, nueces, pecanas, anacardos tostados, ideal para consumir como snack o acompañar de cereal, yogur o leche.",gr,150.0,none,True,villa natura,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,chocolates helena chocoteja pecana,5.9,"Cuenta con un delicioso centro de manjar blanco y pecanas rostizadas, cubiertas con baño de fondant. Ideal para regalar un momento de placer a tu paladar.",gr,30.0,none,True,helena,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,villa natura mezcla de frutos secos cocktail con nueces,12.9,"Disfruta de una deliciosa mezcla de maní frito salado, uvas pasas, almendras tostadas, pecanas y nueces, ideal para disfrutar cualquier momento. ",gr,250.0,none,True,villa natura,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts kraks oriental 50 g,2.5,GRANUTS KRAKS ORIENTAL 50 G,und,1.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts habas mix miel mostaza,8.9,"Mezcla de habas con sabor a miel mostaza, aros de maíz extruidos, maní y maní recubierto y horneado.  packing: Bolsa",gr,150.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,granuts mez yogurt 40 gr ,3.6,Granuts Mez Yogurt 40 Gr ,gr,40.0,none,True,granuts,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,natures heart mix de frutos secos con frutas y chocolate,4.5,"Contiene arándanos deshidratados, cacahuate, pasas, nuez de la india, almendras y trozos de chocolate que le dan el twist para convertir tu snack en una experiencia irresistible. En presentación de 35 g. La hace una botana lista para comer y llevarla a donde sea.",gr,35.0,none,True,natures heart,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,nutty berry terrafertil bolsa,4.5,Nutty Berry Terrafertil Bolsa 35 G,gr,35.0,none,True,terrafertil,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,2 x granuts kraks oriental 50 g,5.0,GRANUTS KRAKS ORIENTAL 50 G,und,1.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Snacks Y Galletas,Frutos Secos Y Semillas,2 x granuts kraks limón 45 g,5.0,GRANUTS KRAKS LIMON 45 G,und,1.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,san luis agua sin gas,2.6,"El agua ayuda a tus riñones, mantiene la temperatura corporal, ayuda a tener una piel sana y bella, lubrica y amortigua las articulaciones, puede ayudar a controlar las calorías. Ideal para disfrutar a cualquier hora del día.",l,1.0,none,True,san luis,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,socosani agua saborizada de citrus limón,2.0,Botella,ml,500.0,none,True,socosani,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,san luis agua sabor limón 1.5 l,4.5,Botella,l,1.5,none,True,san luis,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,cielo agua sin gas,1.6,"Es el agua que te acompaña en cada una de tus actividades diarias, guiándote hacia el estilo de vida que deseas, aportando una sensación de frescura. ",ml,625.0,none,True,cielo,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,san carlos agua sin gas,1.8,"Bebida totalmente natural que no nos aporta ninguna caloría, simplemente lo que nos brinda son sales minerales que nos ayudan a reponer los niveles de electrolitos del organismo a la vez que hidratamos el organismo y lo mantenemos en perfecto estado.",ml,750.0,none,True,san carlos,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,golden agua de piña light con arándanos ,6.0,Única bebida natural que combina propiedades diuréticas con el sabor característico de la original piña Golden. Sin azúcar y con alto contenido de vitamina C.,ml,485.0,none,True,golden,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 x san luis agua sabor a limon,3.91,"Es una bebida popular, que es perfecta para cualquier ocasión, indicada para saciar el antojo y refrescar tu cuerpo.",ml,625.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,socosani sabor mora y fresa 500ml,2.0,Bebida gasificada sabor a mora y fresa,ml,500.0,none,True,socosani,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 x san luis agua con sabor a pina y kion,4.6,Bebida de agua sabor a piña con esencia natural a kion. Ideal para acompañar tus comidas favoritas.,ml,625.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,combo powerade maracuya + san luis agua mineral con gas,4.9,Contenido:* 1X San Luis Agua Mineral con Gas 625 mL* 1X Powerade Bebida Hidratante Maracuyá 600 mL,combo,1.0,Combo,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,combo powerade uva + san luis agua mineral con gas,4.9,Contenido:* 1X San Luis Agua Mineral con Gas 625 mL* 1X Powerade Bebida Hidratante Uva 600 mL,combo,1.0,Combo,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 x agua con gas san luis bt 625 ml,4.4,"Contiene calcio, magnesio y otros minerales que son fundamentales para el correcto funcionamiento del cuerpo. Disfruta e hidratarte con el gas justo.",ml,625.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 san mateo agua mineral con gas,3.92,"Agua mineral de manantial envasada en su fuente de origen, que contribuye con la salud y bienestar, ya que no solo refresca sino que repone los minerales vitales que tu cuerpo necesita.",ml,600.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 x san luis agua sin gas,3.89,"Deliciosa bebida líder en el mercado de agua peruano, lanzó su nueva presentación ecoflex, la cual muestra una innovadora reducción de 28.6% en la cantidad de gramaje de la botella, es decir, posee mucho menos plástico en su composición, convirtiéndola en más amigable con el ambiente. Agua tratada, sulfato de magnesio, cloruro de potasio y cloruro de sodio.",l,1.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 cielo agua sin gas,2.11,"Es el agua que te acompaña en cada una de tus actividades diarias, guiándote hacia el estilo de vida que deseas, aportando una sensación de frescura. ",ml,625.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 agua sin gas cielo,3.9,"Acompaña tus comidas con el agua natural Cielo, mantendrás tu cuerpo hidratado y lleno de energía durante tus actividades diarias.",l,1.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,combo powerade maracuya + san luis agua sin gas,4.8,Contenido:* 1X San Luis Agua Sin Gas 750 mL* 1X Powerade Bebida Hidratante Maracuyá 600 mL,combo,1.0,Combo,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 san mateo agua mineral de manantial sin gas,9.2,"Envasada en su fuente de origen. Contribuye con la salud y bienestar, ya que no solo refresca, sino que repone los minerales vitales que tu cuerpo necesita. Ideal para disfrutar a cualquier hora del día.",l,2.5,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Aguas,2 agua mineral san mateo de manantial sin gas,3.92,"Agua mineral sin gas, de origen 100% natural. Desconéctate de la rutina, toma una pausa y disfruta de un tiempo para ti, acompañado de la más refrescante agua potable. ",ml,600.0,Pack,True,,2024-12-06 21:20:36.579278
Oxxo,Bebidas,Gaseosas,coca-cola gaseosa sabor original 3 l,11.7,"La gaseosa de siempre, original y deliciosa, la que refresca a millones de personas en todo el mundo, perfecta para acompañar tus comidas y mejores momentos.",l,3.0,none,True,cocacola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,fanta refresco sabor kola inglesa 3 l,9.6,"Disfruta de esta bebida refrescante, de color rojo y sabor a cereza, exprime los mejores momentos con los amigos y familiares, es recomendada para tomar frío o con hielo y con fruta para gozar de una explosión de sabor.",l,3.0,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,coca-cola refresco sin azúcar 1.5 l,6.8,"Este Refresco Sin Azúcar Conserva la Esencia Característica de la Bebida Original, Ofreciendo Una Experiencia Burbujeante y Satisfactoria Sin Comprometer el Sabor. Una Opción Refrescante y Ligera Para Aquellos Que Desean Disfrutar de la Emblemática.",l,1.5,none,True,cocacola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,backus bebida gaseosa sabor guaraná original,7.6,"Es la bebida original hecha del fruto de Guaraná que tiene un sabor frutado, color naranja traslúcido y aroma único y diferente. Inspirado en el sabor natural, con una refrescancia única que te inspira a ver y descubrir el mundo, y todo lo que hay en él, de una manera original, diferente.",l,3.0,none,True,backus,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,concordia gaseosa sabor a piña,6.6,"Disfruta de una deliciosa bebida gaseosa, con sabor a piña, que es la ideal para tomarla sola o podrás combinarlas con licores, preparaciones favoritas, en cualquier momento, lugar y ocasión.",l,3.0,none,True,concordia,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,schweppes gaseosa citrus sin azúcar 1.5 l,6.7,"Su característico toque ácido, que proviene de la mezcla de cuatro cítricos: mandarina, lima, naranja y pomelo, que junto a la inconfundible burbuja de Schweppes hace de citrus el refresco más delicioso. Ideal para cualquier momento del día.",l,1.5,none,True,schweppes,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,fanta bebida gaseosa sabor a naranja ,6.9,"Una inmersión de sabor que invade tus papilas gustativas y, claro, tu humor (trayéndole color). Sabores con aroma frutal y burbujas deliciosas que juntas crean una fiesta en tu boca.  Disfruta su delicioso sabor a naranja.",ml,355.0,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,pepsi gaseosa sabor cola,3.8,Disfruta de Una Deliciosa y Refrescante Bebida Carbonatada Ideal Para Acompañar Tus Preparaciones Favoritas en Cualquier Momento y Ocasión en Compañia de Amigos y Familia.,l,1.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,inca kola bebida gaseosa original 2.5 l,7.5,"Disfruta de una deliciosa bebida gaseosa de color amarillo y un sabor dulce, es perfecta para refrescarte y acompañar tus preparaciones favoritas en cualquier momento.",l,2.5,none,True,inca kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,evervess gaseosa ginger ale,5.8,"Es una bebida refrescante, sin alcohol, de origen inglés fabricada con jengibre, limón, agua y azúcar.",l,1.5,none,True,evervess,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,inca kola gaseosa sin azúcar 1 l,4.9,"Bebida gasificada saborizada sin calorías, tiene un sabor dulce y su color es amarillo. Creativa, moderna y con un sabor delicioso. ¡Inca Kola es una gaseosa peruana con un color y un sabor único!",l,1.0,none,True,inca kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,pepsi gaseosa sabor cola,9.4,Con su Distintivo Equilibrio Entre Dulzura y Efervescencia Pepsi es la Elección Perfecta Para Aquellos Que Buscan Disfrutar de un Sabor Icónico y Una Experiencia de Refresco Incomparable. Ya Sea Solo Con Hielo o Acompañando Tus Comidas Favoritas Pepsi es un Clásico Atemporal Que Refresca y Satisface en Cualquier Ocasión.,l,3.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,kolita gaseosa kola real,1.6,Botella.,ml,350.0,none,True,kola real,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,backus guaraná bebida gaseosa sabor original 2l,7.5,"Es una bebida de sabor único que te refresca de manera más natural porque está hecha del fruto de Guaraná. Tiene un sabor frutado, color naranja traslúcido y aroma único y diferente.",l,2.0,none,True,guaraná,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,inca kola gaseosa sabor original 3 l,11.7,"Es una deliciosa bebida gaseosa que tiene un sabor dulce, color amarillo dorado y el ingrediente principal es la planta de hierba luisa. Esta bebida suele acompañar a la gran mayoría de los platos de la gastronomía peruana.",l,3.0,none,True,inca kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,pepsi gaseosa,5.5,,ml,1500.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa pepsi botella,3.0,Gaseosa Pepsi Botella x 750 ml,ml,750.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,inca kola bebida gaseosa sin azúcar 1.5 l,6.8,"Esta icónica bebida gaseosa te brinda toda la frescura y el sabor característicos, pero con la ventaja de ser sin azúcar, ideal para quienes buscan opciones más saludables. Refréscate con el auténtico sabor peruano de Inca Kola, ahora en una versión sin azúcar.",l,1.5,none,True,inca kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,sprite bebida gaseosa lima limón 2.25 l,8.6,"Es una bebida naturalmente refrescante gracias a su ausencia de aromas artificiales, colorantes y conservantes, de ahí su color transparente tan característico y su gran sabor a lima-limón. Esta presentación es perfecta para disfrutar en cualquier momento del día.",l,2.25,none,True,sprite,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,pepsi gaseosa ,1.7,Botella.,ml,355.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,fanta gaseosa manzana verde,2.7,Botella.,ml,500.0,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,7 up gaseosa lima limón,2.2,"Si te gusta disfrutar de la vida de una manera descomplicada, esta gaseosa es para ti. 7up es una bebida transparente que al probarla lleva a una experiencia refrescante con su sabor a lima-limón. ",ml,500.0,none,True,7 up,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa pepsi black lata,6.9,Contiene 355 ml Gaseosa sin azúcar,ml,355.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,concordia gaseosa sabor a piña,2.2,"Es ideal para tomarla sola y también podrás combinarla con licores. Ideal para preparar deliciosos tragos, compartir con familia y amigos momentos agradables. ",ml,500.0,none,True,concordia,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,7 up gaseosa,1.7,Botella,ml,355.0,none,True,7 up,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,schweppes gaseosa ginger ale 1.5 l,6.7,"Suave, fresco y luminoso, consigue ensalzar los matices de los whiskies, sin importar su procedencia, convirtiéndose en la combinación de moda por excelencia. Refresco de jengibre para quienes busquen una bebida suave y dorada para mezclar.",l,1.5,none,True,schweppes,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa pepsi botella,2.8,Contiene 600 ml,ml,600.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,7 up gaseosa sabor lima- limón ,7.9,"Si te gusta disfrutar de la vida de una manera descomplicada, esta gaseosa es para ti. Es una bebida transparente que al probarla lleva a una experiencia refrescante con su sabor a lima-limón. Presentación en botella X 3 litros.",l,3.0,none,True,7 up,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,schweppes gaseosa citrus 500 ml,2.8,"Una Bebida Refrescante Con Extractos de Naranja y Cítricos, 100% de Origen Natural. La Puedes Tomar Sola, Ideal Para Acompañar Cualquiera de Tus Comidas o También Para Ser Mezclada Con Otros Tragos.",ml,500.0,none,True,schweppes,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,fanta gaseosa sabor naranja 2.25 l,7.9,Para todas las personas que buscan una bebida divertida para disfrutar con los amigos. Fanta libera el espíritu y la energía de sus consumidores con su vibrante sabor a naranja para todos aquellos que buscan calmar la sed con una actitud amistosa y optimista.,l,2.25,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,crush uva lata 355,7.2,Crush Uva Lata 355,und,1.0,none,True,crush,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,mountain dew gaseosa en lata,5.9,"Es una gaseosa diferente, cítrica, intensa, que rompe lo tradicional con un sabor único, solo para quienes no le temen a intentar cosas nuevas y vibrar con un sabor y color fuerte desde el momento en que la toman. ¡Pruébala y rompe tus límites!",ml,355.0,none,True,mountain dew,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,pepsi gaseosa,6.9,Lata x 355 mL,ml,355.0,none,True,pepsi,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,7 up gaseosa,5.5,Lata x 355 mL,ml,355.0,none,True,7 up,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,coca-cola bebida gaseosa sabor original,1.8,"Ideal para compartir con tu familia o amigos. Siente el sabor original e inconfundible, para acompañar tus comidas favoritas de una forma deliciosa y refrescante.",ml,300.0,none,True,cocacola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa fanta kola inglesa bt 300 ml,1.9,GASEOSA FANTA KOLA INGLESA BT 300 ML,ml,300.0,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,fanta gaseosa naranja,1.9,Botella,ml,300.0,none,True,fanta,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,inca kola gaseosa sin azúcar ,1.8,"Es una gaseosa con un color y un sabor único, esta refrescante bebida tiene un sabor dulce y un color amarillo dorado que cautiva, es ideal para esos momentos de frescura, donde quieres hidratarte. ",ml,300.0,none,True,inca kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,triple kola bebida gaseosa,2.2,"Una cola amarilla que se ganó el corazón de los consumidores de la región. Es refrescante y deliciosa, perfecta para acompañar todas tus comidas o disfrutar sola.",ml,500.0,none,True,triple kola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa big cola lata,4.1,Botella.,ml,355.0,none,True,big cola,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,sprite gaseosa,1.9,Botella,ml,300.0,none,True,sprite,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,gaseosa kr piña,1.7,Botella.,l,0.35,none,True,kola real,2024-12-06 21:20:36.594885
Oxxo,Bebidas,Gaseosas,2 gaseosa 7 up,11.0,Lata x 355 mL,ml,355.0,Pack,True,,2024-12-06 21:20:36.594885
