brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Blanca Flor,Harina BLANCA FLOR Preparada Paquete 1Kg,S/ 8.00,vega,UVA BLANCA,2024-12-07 16:02:48.374402,1.0,kg,Harina BLANCA FLOR Preparada Paquete,8.0
Magia,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,2.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,17.5
Magia,Detergente en Polvo MAGIA BLANCA Floral Bolsa 2Kg,S/ 17.50 15%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,2.0,kg,Detergente en Polvo MAGIA BLANCA Floral Bolsa,17.5
Magia,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 4Kg,S/ 31.50 9%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,4.0,kg,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,31.5
Clorox,Quitamanchas CLOROX Ropa Blanca Botella 1800ml,S/ 20.40 4%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,1800.0,ml,Quitamanchas CLOROX Ropa Blanca Botella,20.4
Clorandina,Lavavajilla en Pasta CLORANDINA Uva Pote 1000gr,S/ 6.30,vega,UVA BLANCA,2024-12-07 16:02:48.374402,1000.0,g,Lavavajilla en Pasta CLORANDINA Uva Pote r,6.3
Vega,Azúcar Blanca VEGA Bolsa 1Kg,S/ 5.10,vega,UVA BLANCA,2024-12-07 16:02:48.374402,1.0,kg,Azúcar Blanca VEGA Bolsa,5.1
Clorox,Quitamanchas CLOROX Ropa Blanca Botella 580ml,S/ 4.10,vega,UVA BLANCA,2024-12-07 16:02:48.374402,580.0,ml,Quitamanchas CLOROX Ropa Blanca Botella,4.1
Universal,Azúcar Impalpable UNIVERSAL Bolsa 200gr,S/ 3.10,vega,UVA BLANCA,2024-12-07 16:02:48.374402,200.0,g,Azúcar Impalpable UNIVERSAL Bolsa r,3.1
Magia,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa 780g,S/ 8.50,vega,UVA BLANCA,2024-12-07 16:02:48.374402,780.0,g,Detergente en Polvo MAGIA BLANCA Lavanda Bolsa,8.5
Clorox,Quitamanchas CLOROX Ropa Blanca Botella 930ml,S/ 11.40,vega,UVA BLANCA,2024-12-07 16:02:48.374402,930.0,ml,Quitamanchas CLOROX Ropa Blanca Botella,11.4
Fini,Gomas FINI Regaliz Uva Ácida Bolsa 80gr,S/ 4.20,vega,UVA BLANCA,2024-12-07 16:02:48.374402,80.0,g,Gomas FINI Regaliz Uva Ácida Bolsa r,4.2
CABO BLANCO,Ron CABO BLANCO Black Botella 1L,S/ 17.90,vega,UVA BLANCA,2024-12-07 16:02:48.374402,1.0,l,Ron CABO BLANCO Black Botella,17.9
Suave,Papel Higiénico SUAVE Cuidado Completo Paquete 2un Plancha 10u,S/ 20.25 22%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,2.0,un,Papel Higiénico SUAVE Cuidado Completo Paquete  Plancha 10u,20.25
Kolynos,Pasta Dental KOLYNOS Súper Blanco Tubo 60ml,S/ 3.30 11%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,60.0,ml,Pasta Dental KOLYNOS Súper Blanco Tubo,3.3
Costeño,Arroz Extra COSTEÑO Bolsa 5Kg,S/ 24.90 9%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,5.0,kg,Arroz Extra COSTEÑO Bolsa,24.9
Faraon,Arroz Extra FARAON Bolsa 5Kg,S/ 26.20 6%,vega,UVA BLANCA,2024-12-07 16:02:48.374402,5.0,kg,Arroz Extra FARAON Bolsa,26.2
