brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Vega,Chifles Salados VEGA Bolsa 150gr,S/ 4.90,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,150.0,g,Chifles Salados VEGA Bolsa r,4.9
Vega,Cancha con Chifle VEGA Pote 150g,S/ 5.80,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,150.0,g,Cancha con Chifle VEGA Pote,5.8
Vega,Cancha Chullpi + Chifle Salado VEGA Pote 150g,S/ 4.30,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,150.0,g,Cancha Chullpi + Chifle Salado VEGA Pote,4.3
INKA CHIPS,Mix Tropical INKA CHIPS Camote Yuca Plátano Bolsa 125gr,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,125.0,g,Mix Tropical INKA CHIPS Camote Yuca Plátano Bolsa r,7.8
Fini,Chicle FINI Sabor a Sandia Acida Bolsa 80gr,S/ 4.20,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,80.0,g,Chicle FINI Sabor a Sandia Acida Bolsa r,4.2
Fini,Chicle FINI Huevos de Dinos Bolsa 80gr,S/ 4.20,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,80.0,g,Chicle FINI Huevos de Dinos Bolsa r,4.2
Globo Pop,Chupete GLOBO POP con Chicle Surtido Bolsa 24un,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,24.0,un,Chupete GLOBO POP con Chicle Surtido Bolsa,7.8
Arcor,Golosina ARCOR Masticable Frutas Bolsa 412 g,S/ 8.90,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,412.0,g,Golosina ARCOR Masticable Frutas Bolsa,8.9
Axe,Desodorante en Aerosol AXE Ice Chill Menta Frasco 150 ml,S/ 13.50,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,150.0,ml,Desodorante en Aerosol AXE Ice Chill Menta Frasco,13.5
Ambrosoli,Caramelos AMBROSOLI Super Rellenos con chicle Bolsa 100 un,S/ 8.00,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,100.0,un,Caramelos AMBROSOLI Super Rellenos con chicle Bolsa,8.0
Dento,Pasta Dental DENTITO Chicle Globo Tubo 85 gr,S/ 4.00,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,85.0,g,Pasta Dental DENTITO Chicle Globo Tubo r,4.0
Globo Pop,Chupete GLOBO POP con Chicle Sabor a Fresa Bolsa 24un,S/ 7.80,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,24.0,un,Chupete GLOBO POP con Chicle Sabor a Fresa Bolsa,7.8
Sparkies,Caramelo BUBBALO Sparkies Bolsa 25gr,S/ 1.50,vega,CHIFLE (BOCADITOS),2024-12-07 16:50:25.955207,25.0,g,Caramelo BUBBALO Sparkies Bolsa r,1.5
