description,price,website,search_term,scrape_timestamp
Caramelos Sayon Perita 380g,S/ 5.99,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Arcor Calabazas Halloween 250g,S/ 6.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Arcor Halloween Mochila Gatito 75g,S/ 29.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halloween Sangrientos Bolsa 312 g,S/ 8.60,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Sayon Chicha Morada 374g,S/ 5.99,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Arcor Limón Bolsa 390 g,S/ 10.20,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelo Roll On Hot Wheels Surtido,S/ 5.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Wild Berry Drops Cavendish & Harvey Lata 175 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cuisine & Co Candy Fun Sabor Frutal 100un,S/ 5.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Ambrosoli Cocoroko Perita Ambrosoli Bolsa 350 g,S/ 7.70,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Cherry Drops Lata 200 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Bubbaloo Sparkies Bolsa 25 g,S/ 1.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Ambrosoli Cocoroko Limón 350g,S/ 7.70,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halloween Conjuros Bolsa 250 g,S/ 6.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Sour Lemon Drops Lata 200 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos con Relleno Líquido Bon Ami Frutas 430g,S/ 10.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Oh! Ambrosoli Bolsa 620 g,S/ 16.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Mogul Súper Blando 100un,S/ 13.00,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Banderitas 80un,S/ 5.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Apple Drops Lata 200 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Ambrosoli Frutas Surtidas Bolsa 60 Unid,S/ 6.20,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Mixed Fruit Drops 200g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros con Café Coffee Delight 100und,S/ 10.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Perita 350g,S/ 7.00,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Gajos Surtidos 390g,S/ 8.30,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Arcor Halloween Sangrientos Mora Azul 312g,S/ 8.60,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelo Anillo Diamante Barbie Surtido,S/ 1.99,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Butterscotch Drops Lata 175 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halls Extra Fuerte 9un,S/ 2.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Leche Milk Arcor Contenido 360 g,S/ 11.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halls Menta 9un,S/ 2.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Arcor Halloween Sangrientos 312g,S/ 8.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos con Leche con Relleno Butter Toffees Chocolate Bolsa 390 g,S/ 15.60,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Peppa Pig 330g,S/ 8.80,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halls Sabores Surtidos 9un,S/ 2.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Fruit Candies Frasco 966 g,S/ 34.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Pears & Blackberry Drops Lata 200 g,S/ 7.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Arcor Chicha Morada Bolsa 360 g,S/ 10.20,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Arcor Halloween Zombies Sorpresa 100g,S/ 11.30,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables El Chavo 330g,S/ 8.80,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Frutos Del Bosque Frasco 966 g,S/ 34.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Menta Mentos Barra 29 g Pack 3 unid,S/ 5.70,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Menta Chocolate 365 g,S/ 12.70,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos de Menta Alka Cristal Bolsa 360 gr,S/ 12.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cuisine & Co Candy Fun Sabor Limón 100un,S/ 5.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Frutas Masticables Arcor Bolsa 412 g,S/ 13.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Cavendish & Harvey Fruit Candies Frasco 300 g,S/ 16.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halls Cereza 9un,S/ 2.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Arcor Halloween Hoz de La Muerte 66g,S/ 15.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Halls Mora Azul 9un,S/ 2.10,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Fresa Mentos Barra 29 g Pack 3 unid,S/ 5.70,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Halloween Trinche 99g,S/ 19.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Duros Surtidos Fiesta 1kg,S/ 20.30,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Sin Azúcar Frutas Tropicales Icebreakers Sours Dispensador 42 g,S/ 11.90,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos White Rabbit 180g,S/ 16.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Masticables Menta Mentos Barra 29.7g,S/ 2.00,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelo Bon Ami,S/ 11.80,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Sin Azúcar Fresa Mentos Kiss 50un,S/ 11.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
Caramelos Sin Azúcar Menta Mentos Kiss 50un,S/ 11.50,metro,CARAMELOS,2024-12-04 00:42:08.492995
