description,price,website,search_term,scrape_timestamp
Ají Amarillo Molido Piki 350g,S/ 10.90,metro,AJÍ AMARILLO MOLIDO,2024-12-04 01:13:20.974628
Ají Amarillo Molido Piki 1kg,S/ 21.90,metro,AJÍ AMARILLO MOLIDO,2024-12-04 01:13:20.974628
