description,price,website,search_term,scrape_timestamp
Papaya Metro x kg,S/ 3.29 x kg,metro,PAPAYA,2024-12-03 23:12:04.743861
Papaya en Trozos Congelada El Frutero 1kg,S/ 15.99,metro,PAPAYA,2024-12-03 23:12:04.743861
Papaya Sur Metro x kg,S/ 3.99 x kg,metro,PAPAYA,2024-12-03 23:12:04.743861
Papaya en Trozos Congelada Fest 500g,S/ 6.99,metro,PAPAYA,2024-12-03 23:12:04.743861
Papaya en Trozos Congelados Natifrut 1kg,S/ 16.14,metro,PAPAYA,2024-12-03 23:12:04.743861
Mix de Frutas El Frutero 1kg: Fresa + Papaya + Piña,S/ 15.49,metro,PAPAYA,2024-12-03 23:12:04.743861
"Bebida de Piña, Papaya, Naranja y Plátano Gloria Caja 500ml",S/ 2.10,metro,PAPAYA,2024-12-03 23:12:04.743861
"Fruta en Trozos Piña, Papaya y Fresa Congelada Natifrut 1kg",S/ 15.72,metro,PAPAYA,2024-12-03 23:12:04.743861
"Fruta en Trozos Piña, Papaya y Sandía Congelada Natifrut 1kg",S/ 15.72,metro,PAPAYA,2024-12-03 23:12:04.743861
Origens Comida para Gatos Filete de Atún con Papaya Lata 85 g,S/ 7.80,metro,PAPAYA,2024-12-03 23:12:04.743861
"Ensalada de Frutas Piña, Sandía y Papaya Natifrut 340g",S/ 9.49,metro,PAPAYA,2024-12-03 23:12:04.743861
Loción de Manos y Cuerpo Creightons Mango & Papaya 400ml,S/ 29.90,metro,PAPAYA,2024-12-03 23:12:04.743861
