description,price,website,search_term,scrape_timestamp
Lenteja Bebé Tesoro Del Campo Bolsa 500 g,S/ 5.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Bebé Cuisine & Co 500g,S/ 5.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Costeño 500g,S/ 6.60,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Máxima 500g,S/ 7.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Costeño 500g,S/ 4.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frejol Canario Máxima 500g,S/ 7.20,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Cuisine & Co 500g,S/ 9.30,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Máxima 500g,S/ 4.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Arveja Verde Tesoro Del Campo Bolsa 500 g,S/ 3.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Trigo Mote Tesoro Del Campo Bolsa 500 g,S/ 3.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Arveja Partida Costeño 500g,S/ 3.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Canario Cuisine & Co 500g,S/ 8.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Panamito Cuisine & Co Bolsa 500 gr,S/ 5.60,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Cuisine & Co 500g,S/ 3.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Costeño 500g,S/ 9.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzos Cuisine & Co 500g,S/ 5.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Canario Costeño 500g,S/ 9.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Pallar Cuisine & Co Bolsa 500 gr,S/ 6.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Alverja Verde Tesoro del Campo Bolsa 350 g,S/ 2.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzo Maixma Bolsa 500 g,S/ 4.99,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Pallar Maxima Bolsa 500 g,S/ 5.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Papa Seca Máxima Bolsa 500 g,S/ 5.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Cuisine & Co 500g,S/ 5.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Arveja Partida Máxima 500g,S/ 3.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Trigo Mote Tesoro del Campo 350g,S/ 2.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maiz Pop Corn Paisana Bolsa 500 g,S/ 4.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Arveja Cuisine & Co 500g,S/ 3.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Red Kidney Cuisine & Co Bolsa 500 gr,S/ 6.30,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lentejas Bebé Bolsa 500 g,S/ 6.20,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Castilla Costeño 500g,S/ 6.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Tesoro Del Campo Bolsa 500 g,S/ 9.85,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Trigo Mote Costeño 500g,S/ 4.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzo Costeño 500g,S/ 6.60,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frejol Negro Cuisine & Co 500g,S/ 6.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Canario Valle Norte Bolsa 500 g,S/ 8.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Bolsa 350 g,S/ 3.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Pallar Costeño 500g,S/ 7.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Trigo Mote Maxima Bolsa 500 g,S/ 3.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Perlada Superior Incasur Bolsa 250 gr,S/ 9.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Papa Seca Costeño 500g,S/ 8.20,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lentejón Máxima 500g,S/ 4.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Máxima 500g,S/ 4.30,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Panamito Costeño 500g,S/ 6.20,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Papa Seca Cuisine & Co 500g,S/ 6.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Morón Costeño 500g,S/ 4.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Canario Tesoro Del Campo Bolsa 500 g,S/ 9.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Canario Bolsa 350 g,S/ 7.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Negro Costeño 500g,S/ 7.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lentejón Cuisine & Co 500g,S/ 5.10,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Panamito Tesoro Del Campo Bolsa 500 g,S/ 6.30,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Trigo Mote Cuisine & Co 500g,S/ 3.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Red Kidney Costeño 500g,S/ 6.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Perlada Selecta Incasur Bolsa 250 gr,S/ 10.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Papa Seca Tesoro Del Campo Bolsa 500 g,S/ 7.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Perlada Nativa Incasur Bolsa 250 gr,S/ 11.20,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Pallar Tesoro Del Campo Bolsa 500 g,S/ 7.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Castilla Tesoro Del Campo Bolsa 500 g,S/ 6.40,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijoles con Tocino Cuisine & Co 425g,S/ 8.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzos Tesoro Del Campo Bolsa 500 g,S/ 7.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzos Bolsa 500 g,S/ 7.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Arveja Verde Valle Norte Bolsa 500 g,S/ 4.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Tesoro Del Campo Bolsa 500 g,S/ 5.85,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Conserva para Untar Duw Jamón Endiablado El Original 115g,S/ 12.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Garbanzos en Salmuera Cuisine & Co 425g,S/ 8.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Bolsa 350 g,S/ 5.00,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua tricolor Vida & Quinua Bolsa 454 g,S/ 15.30,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lentejón Bolsa 350 g,S/ 4.75,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Valle Norte Bolsa 500 g,S/ 5.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Maíz Pop Corn Tesoro Del Campo Bolsa 500 g,S/ 4.95,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lentejón Costeño 500g,S/ 6.80,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Lenteja Baby Paisana Bolsa 500 g,S/ 6.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frejoles Casa Verde Listos para Comer 750 g,S/ 15.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Ganbanzos Valle Fértil 439 g,S/ 9.70,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Frijol Guinda Costeño 500g,S/ 6.60,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Conserva para Untar Duw Jamón Endiablado El Original 54g,S/ 8.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Picadillo de Carne Jamonilla Tulip 200g,S/ 10.50,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Casa Verde Bicolor Lista para Cocinar 375 g,S/ 11.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
Quinua Blanca Orgánica Vidandina Doypack 454 g,S/ 18.90,metro,MENESTRAS SANCOCHADAS,2024-12-04 01:47:24.973724
