description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Sandía Amarilla x kg,VIVANDA,S/ 3.49,vivanda,SANDÍA,2024-12-05 22:06:47.407601,1.0,kg,Sandía Amarilla,3.49
Crema de Tratamiento FRUCTIS Hair Food de Sandía 300ml,FRUCTIS,S/ 26.50,vivanda,SANDÍA,2024-12-05 22:06:47.407601,300.0,ml,Crema de Tratamiento FRUCTIS Hair Food de Sandía,26.5
Goma de Mascar TRIDENT Sabor a Sandía Caja 12un,TRIDENT,S/ 32.90,vivanda,SANDÍA,2024-12-05 22:06:47.407601,12.0,un,Goma de Mascar TRIDENT Sabor a Sandía Caja,32.9
Acondicionador FRUCTIS Hair Food de Sandía Frasco 300ml,FRUCTIS,S/ 25.50,vivanda,SANDÍA,2024-12-05 22:06:47.407601,300.0,ml,Acondicionador FRUCTIS Hair Food de Sandía Frasco,25.5
Licuadora OSTER 1.5L BLSTKAGMPB053 Sandía,OSTER,S/ 249.00,vivanda,SANDÍA,2024-12-05 22:06:47.407601,1.5,l,Licuadora OSTER  BLSTKAGMPB053 Sandía,249.0
Hervidor Eléctrico OSTER 1.7L BVSTKT4177M-053 Sandía,OSTER,S/ 99.00,vivanda,SANDÍA,2024-12-05 22:06:47.407601,1.7,l,Hervidor Eléctrico OSTER  BVSTKT4177M-053 Sandía,99.0
Chicle TRIDENT Sin Azúcar sabor Sandía Envase 18un,TRIDENT,S/ 3.70,vivanda,SANDÍA,2024-12-05 22:06:47.407601,18.0,un,Chicle TRIDENT Sin Azúcar sabor Sandía Envase,3.7
Limpiador Facial 2 en 1 Hidrantante POND'S Extracto de Sandía Frasco 200ml,POND'S,S/ 29.90,vivanda,SANDÍA,2024-12-05 22:06:47.407601,200.0,ml,Limpiador Facial 2 en 1 Hidrantante POND'S Extracto de Sandía Frasco,29.9
Gel Hidratante POND'S Sandía Pote 110g,POND'S,S/ 29.90,vivanda,SANDÍA,2024-12-05 22:06:47.407601,110.0,g,Gel Hidratante POND'S Sandía Pote,29.9
Mascarilla POND'S Fruity Fresh Sandía Sobre 26g,POND'S,S/ 12.90,vivanda,SANDÍA,2024-12-05 22:06:47.407601,26.0,g,Mascarilla POND'S Fruity Fresh Sandía Sobre,12.9
Shampoo FRUCTIS Hair Food de Sandía Frasco 300ml,FRUCTIS,S/ 25.50,vivanda,SANDÍA,2024-12-05 22:06:47.407601,300.0,ml,Shampoo FRUCTIS Hair Food de Sandía Frasco,25.5
Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bolsa 40g,HUBBA BUBBA,S/ 5.50,vivanda,SANDÍA,2024-12-05 22:06:47.407601,40.0,g,Goma de Mascar HUBBA BUBBA Max Fresa Sandia Bolsa,5.5
Sandia Picada BELL'S FRESCOS Bandeja 300g,BELL'S FRESCOS,S/ 5.69,vivanda,SANDÍA,2024-12-05 22:06:47.407601,300.0,g,Sandia Picada BELL'S FRESCOS Bandeja,5.69
Bebida FRU + Mango Sandia Botella 400ml,FRU +,S/ 5.70,vivanda,SANDÍA,2024-12-05 22:06:47.407601,400.0,ml,Bebida FRU + Mango Sandia Botella,5.7
