description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Uva Verde sin Pepa x Kg,VIVANDA,S/ 14.99,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Uva Verde sin Pepa,14.99
Harina de Trigo Preparada BLANCA FLOR Bolsa 1Kg,BLANCA FLOR,S/ 8.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Harina de Trigo Preparada BLANCA FLOR Bolsa,8.7
Harina sin Preparar BLANCA FLOR Bolsa 1kg,BLANCA FLOR,S/ 7.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Harina sin Preparar BLANCA FLOR Bolsa,7.5
Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Keke de Vainilla BLANCA FLOR Caja,14.5
Panetón BLANCA FLOR Chocolate Caja 450g,BLANCA FLOR,S/ 22.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,450.0,g,Panetón BLANCA FLOR Chocolate Caja,22.9
Panetón BLANCA FLOR Bolsa 900g,BLANCA FLOR,S/ 25.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,900.0,g,Panetón BLANCA FLOR Bolsa,25.9
Panetón BLANCA FLOR Caja 900g,BLANCA FLOR,S/ 29.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,900.0,g,Panetón BLANCA FLOR Caja,29.5
Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa 750g,BLANCA FLOR,S/ 9.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Panqueque Casero BLANCA FLOR Bolsa,9.9
Premezcla para Torta de Chocolate BLANCA FLOR Bolsa 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Premezcla para Torta de Chocolate BLANCA FLOR Bolsa,14.5
Pre Mezcla para Keke de Naranja BLANCA FLOR Caja 750g,BLANCA FLOR,S/ 14.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,750.0,g,Pre Mezcla para Keke de Naranja BLANCA FLOR Caja,14.5
Cebolla Blanca x kg,VIVANDA,S/ 3.79,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Cebolla Blanca,3.79
Azúcar Blanca BELL'S Bolsa 1Kg,BELL'S,S/ 4.99,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Azúcar Blanca BELL'S Bolsa,4.99
Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete 50un,SCOTT,S/ 4.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,50.0,un,Servilletas de Papel Dobladas SCOTT Gold Blancas Paquete,4.9
Bolsa para Basura VIRUTEX Blanca 15L Planas,VIRUTEX,S/ 5.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,15.0,l,Bolsa para Basura VIRUTEX Blanca  Planas,5.5
Azúcar Blanca DULFINA Bolsa 1Kg,DULFINA,S/ 5.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.0,kg,Azúcar Blanca DULFINA Bolsa,5.5
Cebollitas Blancas ASPERIO Frasco 370g,ASPERIO,S/ 6.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,370.0,g,Cebollitas Blancas ASPERIO Frasco,6.5
Salsa Blanca CASAVERDE Frasco 325g,CASAVERDE,S/ 13.10,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,325.0,g,Salsa Blanca CASAVERDE Frasco,13.1
Tostadas Blancas UNIÓN Clásicas Paquete 10un,UNIÓN,S/ 8.20,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,10.0,un,Tostadas Blancas UNIÓN Clásicas Paquete,8.2
Ensal Fruta Melon Mango Uva SOLEI Bandeja 300g,SOLEI,S/ 8.79,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,300.0,g,Ensal Fruta Melon Mango Uva SOLEI Bandeja,8.79
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,130.0,g,Gelatina UNIVERSAL Sabor a Uva Bolsa,3.99
Azúcar Blanca DULFINA Bolsa 2Kg,DULFINA,S/ 10.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,2.0,kg,Azúcar Blanca DULFINA Bolsa,10.7
Bebida Rehidratante GATORADE Gatorlyte Uva 591ml,GATORADE,S/ 5.00,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,591.0,ml,Bebida Rehidratante GATORADE Gatorlyte Uva,5.0
Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil 450g,CLOROX,S/ 20.90,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,450.0,g,Ultra Quitamanchas CLOROX Ropa Blanca Bolsa Cierre Fácil,20.9
Azúcar Blanca CARTAVIO Bolsa 5Kg,CARTAVIO,S/ 25.29,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,5.0,kg,Azúcar Blanca CARTAVIO Bolsa,25.29
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,120.0,g,Gelatina UMSHA de Uva Bolsa,3.5
Bebida con Aloe Vera SAPPE Uva Botella 300ml,SAPPE,S/ 6.60,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,300.0,ml,Bebida con Aloe Vera SAPPE Uva Botella,6.6
Jugo de Fruta L'ONDA Cranberry Uva Botella 1.89L,L'ONDA,S/ 18.70,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,1.89,l,Jugo de Fruta L'ONDA Cranberry Uva Botella,18.7
Quinua Blanca INCATRAIL Bolsa 500g,INCATRAIL,S/ 10.40,vivanda,UVA BLANCA,2024-12-05 22:03:16.393293,500.0,g,Quinua Blanca INCATRAIL Bolsa,10.4
