description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Panetón D'ONOFRIO Bolsa 880g,D'ONOFRIO,S/ 29.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,880.0,g,Panetón D'ONOFRIO Bolsa,29.9
Panetón DONOFRIO Caja 1.3Kg,DONOFRIO,S/ 39.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,1.3,kg,Panetón DONOFRIO Caja,39.9
Panetón GLORIA Bolsa 900g,GLORIA,S/ 26.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,900.0,g,Panetón GLORIA Bolsa,26.9
Panetón D'ONOFRIO Caja 880g,D'ONOFRIO,S/ 32.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,880.0,g,Panetón D'ONOFRIO Caja,32.9
Panetón DONOFRIO Chocotón Caja 450g,D'ONOFRIO,S/ 23.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,450.0,g,Panetón DONOFRIO Chocotón Caja,23.9
Panetón Chocotón LA FLORENCIA Caja 600g,LA FLORENCIA,S/ 21.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,600.0,g,Panetón Chocotón LA FLORENCIA Caja,21.9
Panetón BELL'S Bolsa 800g,BELL'S,S/ 10.60,vivanda,PANETÓN,2024-12-05 21:34:08.513451,800.0,g,Panetón BELL'S Bolsa,10.6
Panetón con Avellana GLORIA Pasión Caja 500g,GLORIA,S/ 22.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,500.0,g,Panetón con Avellana GLORIA Pasión Caja,22.9
Panetón con Frutas BAUDUCCO Caja 750g,BAUDUCCO,S/ 34.69,vivanda,PANETÓN,2024-12-05 21:34:08.513451,750.0,g,Panetón con Frutas BAUDUCCO Caja,34.69
Panetón TODINNO Lata 900g,TODINNO,S/ 39.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,900.0,g,Panetón TODINNO Lata,39.9
Panetón BLANCA FLOR Chocolate Caja 450g,BLANCA FLOR,S/ 22.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,450.0,g,Panetón BLANCA FLOR Chocolate Caja,22.9
Panetón BIMBO Caja 900g,BIMBO,S/ 29.00,vivanda,PANETÓN,2024-12-05 21:34:08.513451,900.0,g,Panetón BIMBO Caja,29.0
Panetón BELL'S Chispas de Chocolate Bolsa 90g,BELL'S,S/ 3.10,vivanda,PANETÓN,2024-12-05 21:34:08.513451,90.0,g,Panetón BELL'S Chispas de Chocolate Bolsa,3.1
Panetón TODINNO Bolsa 900g + Panetón TODINNITO Bolsa 85g,TODINNO,S/ 29.50,vivanda,PANETÓN,2024-12-05 21:34:08.513451,900.0,g,Panetón TODINNO Bolsa  + Panetón TODINNITO Bolsa,29.5
Panetón WINTER'S Bolsa 800g,WINTER'S,S/ 27.50,vivanda,PANETÓN,2024-12-05 21:34:08.513451,800.0,g,Panetón WINTER'S Bolsa,27.5
Panetón WINTER'S con Choco Chispas Caja 500g,WINTER'S,S/ 20.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,500.0,g,Panetón WINTER'S con Choco Chispas Caja,20.9
Panetón WINTERS sin Agregados Bolsa 500g,WINTER'S,S/ 20.90,vivanda,PANETÓN,2024-12-05 21:34:08.513451,500.0,g,Panetón WINTERS sin Agregados Bolsa,20.9
