description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Limón Acido x kg,VIVANDA,S/ 3.99,vivanda,LIMÓN,2024-12-05 21:58:17.082670,1.0,kg,Limón Acido,3.99
Limón Tahití x kg,VIVANDA,S/ 4.20,vivanda,LIMÓN,2024-12-05 21:58:17.082670,1.0,kg,Limón Tahití,4.2
Limón Tahití Deshidratado GO BARMAN Bolsa 25g,GO BARMAN,S/ 19.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,25.0,g,Limón Tahití Deshidratado GO BARMAN Bolsa,19.9
Lavavajilla en Pasta BOREAL Limón Pote 800g,BOREAL,S/ 5.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,800.0,g,Lavavajilla en Pasta BOREAL Limón Pote,5.5
Lavavajillas Líquido AYUDÍN Limón Botella 640ml,AYUDIN,S/ 12.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,640.0,ml,Lavavajillas Líquido AYUDÍN Limón Botella,12.9
Lavavajilla Líquido AYUDÍN Limón Botella 900ml,AYUDIN,S/ 17.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,900.0,ml,Lavavajilla Líquido AYUDÍN Limón Botella,17.5
Lavavajilla Líquido CIF Limón Frasco 900ml,CIF,S/ 15.10,vivanda,LIMÓN,2024-12-05 21:58:17.082670,900.0,ml,Lavavajilla Líquido CIF Limón Frasco,15.1
Lejía BOREAL Limón Botella 2000g,BOREAL,S/ 4.20,vivanda,LIMÓN,2024-12-05 21:58:17.082670,2000.0,g,Lejía BOREAL Limón Botella,4.2
Detergente en Polvo ACE Limón Bolsa 4Kg,ACE,S/ 54.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,4.0,kg,Detergente en Polvo ACE Limón Bolsa,54.9
Lavavajillas Líquido AYUDÍN Limón Botella 1.2L,AYUDIN,S/ 22.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,1.2,l,Lavavajillas Líquido AYUDÍN Limón Botella,22.5
Detergente en Polvo ACE Limón Bolsa 2Kg,ACE,S/ 29.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,2.0,kg,Detergente en Polvo ACE Limón Bolsa,29.9
Desinfectante PINE SOL Limón Botella 1.8L,PINE SOL,S/ 20.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,1.8,l,Desinfectante PINE SOL Limón Botella,20.5
Pulidor de Cocina SAPOLIO Limón Frasco 450g,SAPOLIO,S/ 7.30,vivanda,LIMÓN,2024-12-05 21:58:17.082670,450.0,g,Pulidor de Cocina SAPOLIO Limón Frasco,7.3
Lavavajillas Líquido AYUDIN Lima Limón 640ml,AYUDIN,S/ 12.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,640.0,ml,Lavavajillas Líquido AYUDIN Lima Limón,12.9
Agua sin Gas SAN LUIS Sabor Limón Botella 625ml,SAN LUIS,S/ 2.20,vivanda,LIMÓN,2024-12-05 21:58:17.082670,625.0,ml,Agua sin Gas SAN LUIS Sabor Limón Botella,2.2
Limpiador de Inodoro FROSCH Limón Botella 750 ml,FROSCH,S/ 19.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,750.0,ml,Limpiador de Inodoro FROSCH Limón Botella,19.9
Gaseosa SPRITE Lima Limón Botella 3L,SPRITE,S/ 7.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,3.0,l,Gaseosa SPRITE Lima Limón Botella,7.5
Detergente en Polvo ACE Aroma Limón Bolsa 750g,ACE,S/ 12.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,750.0,g,Detergente en Polvo ACE Aroma Limón Bolsa,12.9
Jabón Aroma Limón BOLÍVAR Cuidado Total Paquete 380g,BOLÍVAR,S/ 5.70,vivanda,LIMÓN,2024-12-05 21:58:17.082670,380.0,g,Jabón Aroma Limón BOLÍVAR Cuidado Total Paquete,5.7
Limpiador en Crema CIF Bioactive Limón Botella 750g,CIF,S/ 13.20,vivanda,LIMÓN,2024-12-05 21:58:17.082670,750.0,g,Limpiador en Crema CIF Bioactive Limón Botella,13.2
Lavavajilla Líquido AYUDIN Limón y Sábila Botella 280 ml,AYUDIN,S/ 5.60,vivanda,LIMÓN,2024-12-05 21:58:17.082670,280.0,ml,Lavavajilla Líquido AYUDIN Limón y Sábila Botella,5.6
Lavavajillas Líquido FROSCH Limón Botella 750ml,FROSCH,S/ 13.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,750.0,ml,Lavavajillas Líquido FROSCH Limón Botella,13.9
Té Verde de Menta y Limón SAINT GOTTARD Matcha Caja 20un,SAINT GOTTARD,S/ 9.80,vivanda,LIMÓN,2024-12-05 21:58:17.082670,20.0,un,Té Verde de Menta y Limón SAINT GOTTARD Matcha Caja,9.8
Desinfectante PINE SOL Limón Botella 900ml,PINE SOL,S/ 10.70,vivanda,LIMÓN,2024-12-05 21:58:17.082670,900.0,ml,Desinfectante PINE SOL Limón Botella,10.7
Limpiatodo BOREAL Limón Botella 1.8L,BOREAL,S/ 5.50,vivanda,LIMÓN,2024-12-05 21:58:17.082670,1.8,l,Limpiatodo BOREAL Limón Botella,5.5
Goma de Mascar sin Azúcar TRIDENT Fresa y Limón 10un x17g,TRIDENT,S/ 24.90,vivanda,LIMÓN,2024-12-05 21:58:17.082670,10.0,un,Goma de Mascar sin Azúcar TRIDENT Fresa y Limón  x,24.9
