description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Conserva VALLE FERTIL Choclo dulce desgranado Lata 248Gr,VALLE FERTIL,S/ 7.10,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,248.0,g,Conserva VALLE FERTIL Choclo dulce desgranado Lata r,7.1
Conserva BELL'S Palmitos Enteros en Salmuera Frasco 430g,BELL'S,S/ 13.90,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,430.0,g,Conserva BELL'S Palmitos Enteros en Salmuera Frasco,13.9
Conserva CALE Aceitunas al ají Frasco 185g,CALE,S/ 13.00,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,185.0,g,Conserva CALE Aceitunas al ají Frasco,13.0
Conserva CALE Aceitunas y alcachofas Frasco 185g,CALE,S/ 13.00,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,185.0,g,Conserva CALE Aceitunas y alcachofas Frasco,13.0
Conserva de Durazno en Mitades ACONCAGUA en Almibar Lata 822g,ACONCAGUA,S/ 10.90,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,822.0,g,Conserva de Durazno en Mitades ACONCAGUA en Almibar Lata,10.9
Conserva de Pechuga de Pavo ALDELÍS en Agua y Sal Lata 155g,ALDELÍS,S/ 8.40,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,155.0,g,Conserva de Pechuga de Pavo ALDELÍS en Agua y Sal Lata,8.4
Conserva VALLE FERTIL Espárragos verdes Frasco 210Gr,VALLE FERTIL,S/ 10.20,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,210.0,g,Conserva VALLE FERTIL Espárragos verdes Frasco r,10.2
Conserva VALLE FERTIL Pimiento piquillo Frasco 290Gr,VALLE FERTIL,S/ 10.30,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,290.0,g,Conserva VALLE FERTIL Pimiento piquillo Frasco r,10.3
Conserva de Betarraga BELL'S Lata 345g,BELL'S,S/ 6.50,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,345.0,g,Conserva de Betarraga BELL'S Lata,6.5
Conserva de Maíz Tierno Entero GOYA Lata 248g,GOYA,S/ 7.90,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,248.0,g,Conserva de Maíz Tierno Entero GOYA Lata,7.9
Conserva BELL'S Puré de manzana Frasco 470g,BELL'S,S/ 9.20,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,470.0,g,Conserva BELL'S Puré de manzana Frasco,9.2
Conserva VALLE FÉRTIL Crema de Choclo Desgranado Lata 418g,VALLE FERTIL,S/ 9.40,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,418.0,g,Conserva VALLE FÉRTIL Crema de Choclo Desgranado Lata,9.4
Conserva VALLE FERTIL Jalapeños en rodajas Frasco 225Gr,VALLE FERTIL,S/ 9.30,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,225.0,g,Conserva VALLE FERTIL Jalapeños en rodajas Frasco r,9.3
Conserva VALLE FERTIL Espárragos blancos Frasco 210Gr,VALLE FERTIL,S/ 10.20,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,210.0,g,Conserva VALLE FERTIL Espárragos blancos Frasco r,10.2
Conserva VALLE FERTIL Alcaparras encurtidas Frasco 100Gr,VALLE FERTIL,S/ 13.30,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,100.0,g,Conserva VALLE FERTIL Alcaparras encurtidas Frasco r,13.3
Conserva VALLE FERTIL Choclo dulce desgranado Lata 432Gr,VALLE FERTIL,S/ 9.40,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,432.0,g,Conserva VALLE FERTIL Choclo dulce desgranado Lata r,9.4
Conserva VALLE FERTIL Espárragos blancos Frasco 360Gr,VALLE FERTIL,S/ 15.70,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,360.0,g,Conserva VALLE FERTIL Espárragos blancos Frasco r,15.7
Conserva VALLE FERTIL Champiñón Entero Frasco 310g,VALLE FERTIL,S/ 17.90,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,310.0,g,Conserva VALLE FERTIL Champiñón Entero Frasco,17.9
Conserva de Maíz BELL'S Lata 150g,BELL'S,S/ 3.79,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,150.0,g,Conserva de Maíz BELL'S Lata,3.79
Conserva de Judías Anchas BELL'S Lata 660g,BELL'S,S/ 8.50,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,660.0,g,Conserva de Judías Anchas BELL'S Lata,8.5
Conserva CALÉ TAPENADE Mix de aceitunas Frasco 185g,CALE,S/ 13.00,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,185.0,g,Conserva CALÉ TAPENADE Mix de aceitunas Frasco,13.0
Conserva VALLE FERTIL Arvejitas verdes Lata 241Gr,VALLE FERTIL,S/ 7.10,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,241.0,g,Conserva VALLE FERTIL Arvejitas verdes Lata r,7.1
Conserva VALLE FERTIL Fondos de alcachofa Frasco 410Gr,VALLE FERTIL,S/ 26.10,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,410.0,g,Conserva VALLE FERTIL Fondos de alcachofa Frasco r,26.1
Conserva VALLE FERTIL Corazón de Alcachofa Frasco 410g,VALLE FERTIL,S/ 15.90,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,410.0,g,Conserva VALLE FERTIL Corazón de Alcachofa Frasco,15.9
Conserva VALLE FERTIL Espárragos verdes Frasco 360Gr,VALLE FERTIL,S/ 15.70,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,360.0,g,Conserva VALLE FERTIL Espárragos verdes Frasco r,15.7
Conserva VALLE FERTIL Arvejitas verdes Lata 425Gr,VALLE FERTIL,S/ 9.40,vivanda,GRATED DE PESCADO EN CONSERVA,2024-12-05 21:51:23.035179,425.0,g,Conserva VALLE FERTIL Arvejitas verdes Lata r,9.4
