description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Alimento para Gatos PURINA ONE Adultos Salmón Doypack 85g,PURINA ONE,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,85.0,g,Alimento para Gatos PURINA ONE Adultos Salmón Doypack,7.8
"Alimento para Gatos PURINA ONE Adultos Salmón, Atún y Pescado Blanco Doypack 85g",PURINA ONE,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,85.0,g,"Alimento para Gatos PURINA ONE Adultos Salmón, Atún y Pescado Blanco Doypack",7.8
Alimento Nutricional PEDIASURE Vainilla clásica Lata 900g,PEDIASURE,S/ 114.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,900.0,g,Alimento Nutricional PEDIASURE Vainilla clásica Lata,114.5
Alimento para Perro Razas Pequeñas PEDIGREE Pouch de Pollo Paquete 18un 100gr,PEDIGREE,S/ 4.20,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,18.0,un,Alimento para Perro Razas Pequeñas PEDIGREE Pouch de Pollo Paquete  r,4.2
Alimento Húmedo para Perros DOG CHOW Cachorros Todos Los Tamaños con Pollo 100gr,DOG CHOW,S/ 9.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,100.0,g,Alimento Húmedo para Perros DOG CHOW Cachorros Todos Los Tamaños con Pollo r,9.5
Alimento Instántaneo en Polvo COLA CAO Original Pote 400g,COLA CAO,S/ 17.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,400.0,g,Alimento Instántaneo en Polvo COLA CAO Original Pote,17.8
Alimento Instántaneo en Polvo COLA CAO Pote 350g,COLA CAO,S/ 18.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,350.0,g,Alimento Instántaneo en Polvo COLA CAO Pote,18.5
"Alimento para Perros PURINA ONE Adultos Carne, Pollo y Cordero Doypack 85g",PURINA ONE,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,85.0,g,"Alimento para Perros PURINA ONE Adultos Carne, Pollo y Cordero Doypack",7.8
Alimento para Perros PURINA ONE Adultos Pollo Doypack 85g,PURINA ONE,S/ 7.80,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,85.0,g,Alimento para Perros PURINA ONE Adultos Pollo Doypack,7.8
Alimento Lácteo ENFAGROW Premium Promental Sabor a Vainilla Caja 2.2Kg,ENFAGROW,S/ 214.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,2.2,kg,Alimento Lácteo ENFAGROW Premium Promental Sabor a Vainilla Caja,214.9
Alimento Lácteo ENFAGROW Premium Promental Sabor Natural Caja 2.2Kg,ENFAGROW,S/ 214.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,2.2,kg,Alimento Lácteo ENFAGROW Premium Promental Sabor Natural Caja,214.9
Alimento Nutricional PEDIASURE Chocolate Lata 1.6Kg,PEDIASURE,S/ 171.90,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,1.6,kg,Alimento Nutricional PEDIASURE Chocolate Lata,171.9
Alimento Húmedo para Perro DOG CHOW High Protein Pollo 368gr,DOG CHOW,S/ 9.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,368.0,g,Alimento Húmedo para Perro DOG CHOW High Protein Pollo r,9.5
Alimento para Gatos CAT CHOW Adulto Hogareños en Bolsa 1kg,DOG CHOW,S/ 49.50,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,1.0,kg,Alimento para Gatos CAT CHOW Adulto Hogareños en Bolsa,49.5
Alimento para Gatos CAT CHOW Adulto Hogareños en Bolsa de 1kg,DOG CHOW,S/ 120.60,vivanda,ALIMENTOS EN CUBITOS,2024-12-05 22:26:04.605805,1.0,kg,Alimento para Gatos CAT CHOW Adulto Hogareños en Bolsa de,120.6
