description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Chocolatada en Polvo BATIANDINO Doypack 200g,BATIANDINO,S/ 10.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,200.0,g,Chocolatada en Polvo BATIANDINO Doypack,10.9
Leche Chocolatada DANLAC Botella 900ml,DANLAC,S/ 8.60,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,900.0,ml,Leche Chocolatada DANLAC Botella,8.6
Leche Chocolatada UHT GLORIA Bolsa 900ml,GLORIA,S/ 6.00,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,900.0,ml,Leche Chocolatada UHT GLORIA Bolsa,6.0
Leche Chocolatada GLORIA UHT Niños Caja 180ml Paquete 6un,GLORIA,S/ 11.40,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,180.0,ml,Leche Chocolatada GLORIA UHT Niños Caja  Paquete,11.4
Leche Chocolatada VAKIMU Botella 350ml,VAKIMU,S/ 4.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,350.0,ml,Leche Chocolatada VAKIMU Botella,4.9
Bebida de Leche UHT BONLÉ Chocolatada Bolsa 800ml,BONLÉ,S/ 3.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,800.0,ml,Bebida de Leche UHT BONLÉ Chocolatada Bolsa,3.5
Bebida de Leche Chocolatada LAIVE Bolsa 900ml,LAIVE,S/ 5.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,900.0,ml,Bebida de Leche Chocolatada LAIVE Bolsa,5.5
Leche Chocolatada Deslactosada DANLAC Botella 900ml,DANLAC,S/ 8.80,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,900.0,ml,Leche Chocolatada Deslactosada DANLAC Botella,8.8
Leche GLORIA UHT Chocolatada Caja 1L,GLORIA,S/ 6.50,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,1.0,l,Leche GLORIA UHT Chocolatada Caja,6.5
Leche Chocolatada PIAMONTE Bolsa 946ml,PIAMONTE,S/ 6.90,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,946.0,ml,Leche Chocolatada PIAMONTE Bolsa,6.9
Leche Chocolatada PIAMONTE Botella 946ml,PIAMONTE,S/ 14.10,vivanda,PRODUCTO ACHOCOLATADO,2024-12-05 22:34:16.872120,946.0,ml,Leche Chocolatada PIAMONTE Botella,14.1
