description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Jamón de Pechuga de Pavo BRAEDT Balance Paquete 200g,BRAEDT,S/ 17.50,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón de Pechuga de Pavo BRAEDT Balance Paquete,17.5
Filete de Pechuga de Pavo Bolsa LA FLORENCIA 500g,LA FLORENCIA,S/ 35.60,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,500.0,g,Filete de Pechuga de Pavo Bolsa LA FLORENCIA,35.6
Jamón CASA EUROPA Pechuga de Pavo Bolsa 200g,CASA EUROPA,S/ 17.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón CASA EUROPA Pechuga de Pavo Bolsa,17.9
Jamón de Pechuga de Pavo Ahumado BRAEDT Paquete 200g,BRAEDT,S/ 18.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón de Pechuga de Pavo Ahumado BRAEDT Paquete,18.9
Hot Dog de Pavo BRAEDT Balance Paquete 250g,BRAEDT,S/ 9.99,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,250.0,g,Hot Dog de Pavo BRAEDT Balance Paquete,9.99
Jamón de Pechuga de Pavo Provenzal OTTO KUNZ Paquete 200g,OTTO KUNZ,S/ 15.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón de Pechuga de Pavo Provenzal OTTO KUNZ Paquete,15.9
Conserva de Pechuga de Pavo ALDELÍS en Agua y Sal Lata 155g,ALDELÍS,S/ 8.40,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,155.0,g,Conserva de Pechuga de Pavo ALDELÍS en Agua y Sal Lata,8.4
Salchicha BRAEDT Pechuga de Pavo Paquete 250g,BRAEDT,S/ 13.99,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,250.0,g,Salchicha BRAEDT Pechuga de Pavo Paquete,13.99
Aderezo PIKI para Pavo Doypack 350g,PIKI,S/ 11.20,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,350.0,g,Aderezo PIKI para Pavo Doypack,11.2
Jamón de Pechuga de Pavo Ahumado SANT DALMAI Paquete 150g,SANT DALMAI,S/ 10.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,150.0,g,Jamón de Pechuga de Pavo Ahumado SANT DALMAI Paquete,10.9
Jamón de Pechuga de Pavo SALCHICHERÍA SUIZA Paquete 180g,SALCHICHERÍA SUIZA,S/ 14.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,180.0,g,Jamón de Pechuga de Pavo SALCHICHERÍA SUIZA Paquete,14.9
Comida para Perros PETS REPUBLIC Adulto Pavo Frasco 88 g,PETS REPUBLIC,S/ 24.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,88.0,g,Comida para Perros PETS REPUBLIC Adulto Pavo Frasco,24.9
Jamón de Pechuga de Pavo Española SANT DALMAI Paquete 150g,SANT DALMAI,S/ 9.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,150.0,g,Jamón de Pechuga de Pavo Española SANT DALMAI Paquete,9.9
Jamón de Pehuga de Pavo SALCHICHERÍA ALEMANA Paquete 200g,SALCHICHERÍA ALEMANA,S/ 15.80,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón de Pehuga de Pavo SALCHICHERÍA ALEMANA Paquete,15.8
Jamón de Pehuga de Pavo Ahumado SALCHICHERÍA ALEMANA Paquete 200g,SALCHICHERÍA ALEMANA,S/ 17.80,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,200.0,g,Jamón de Pehuga de Pavo Ahumado SALCHICHERÍA ALEMANA Paquete,17.8
Aderezo para Pavo 2 BANDERAS Doypack 300g,2BANDERAS,S/ 8.90,vivanda,PAVO EVISCERADO,2024-12-05 21:43:43.168105,300.0,g,Aderezo para Pavo 2 BANDERAS Doypack,8.9
