description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Maíz Pop Corn TESORO VERDE Bolsa 500g,TESORO VERDE,S/ 4.20,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,500.0,g,Maíz Pop Corn TESORO VERDE Bolsa,4.2
Tapenade de Pura Alcachofa CASA VERDE Frasco 190g,CASA VERDE,S/ 8.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,190.0,g,Tapenade de Pura Alcachofa CASA VERDE Frasco,8.9
Salsa Roja CASA VERDE Doypack 160g,CASA VERDE,S/ 4.20,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,160.0,g,Salsa Roja CASA VERDE Doypack,4.2
Ají Pollero CASA VERDE Doypack 75g,CASA VERDE,S/ 4.70,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,75.0,g,Ají Pollero CASA VERDE Doypack,4.7
Habas Saladas BELL'S Táper 140g,BELL'S,S/ 4.40,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,140.0,g,Habas Saladas BELL'S Táper,4.4
Salsa Dijon Vinaigrette HUELLA VERDE Pote 350ml,HUELLA VERDE,S/ 16.20,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,350.0,ml,Salsa Dijon Vinaigrette HUELLA VERDE Pote,16.2
Dip con Palta CASA VERDE Frasco 225g,CASA VERDE,S/ 9.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,225.0,g,Dip con Palta CASA VERDE Frasco,9.9
Salsa Huancaina CASA VERDE Doypack 75g,CASA VERDE,S/ 5.09,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,75.0,g,Salsa Huancaina CASA VERDE Doypack,5.09
Crema De Rocoto CASA VERDE Doypack 75g,CASA VERDE,S/ 4.60,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,75.0,g,Crema De Rocoto CASA VERDE Doypack,4.6
Lentejita Bebé TESORO VERDE Bolsa 500g,TESORO VERDE,S/ 4.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,500.0,g,Lentejita Bebé TESORO VERDE Bolsa,4.9
Dip Ají Amarillo CASA VERDE Frasco 190g,CASA VERDE,S/ 9.40,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,190.0,g,Dip Ají Amarillo CASA VERDE Frasco,9.4
Granola HUELLA VERDE Original Doypack 400g,HUELLA VERDE,S/ 25.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,400.0,g,Granola HUELLA VERDE Original Doypack,25.9
Granola HUELLA VERDE Lúcuma Doypack 400g,HUELLA VERDE,S/ 25.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,400.0,g,Granola HUELLA VERDE Lúcuma Doypack,25.9
Bowl de Quinua con Salsa de Alcachofa y Pimiento CASA VERDE 225g,CASA VERDE,S/ 7.90,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,225.0,g,Bowl de Quinua con Salsa de Alcachofa y Pimiento CASA VERDE,7.9
Frijol Panamito TESORO VERDE Bolsa 500g,TESORO VERDE,S/ 4.80,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,500.0,g,Frijol Panamito TESORO VERDE Bolsa,4.8
Dip de Alcachofa a la Parmesana CASA VERDE Frasco 200g,CASA VERDE,S/ 10.40,vivanda,HABA VERDE,2024-12-05 22:11:59.500156,200.0,g,Dip de Alcachofa a la Parmesana CASA VERDE Frasco,10.4
