description,brand,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Arveja Verde Partida INCATRAIL Bolsa 500g,INCATRAIL,S/ 4.29,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,500.0,g,Arveja Verde Partida INCATRAIL Bolsa,4.29
Arveja Precocida GREEN FOOD Bolsa 400g,GREEN FOOD,S/ 7.50,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,400.0,g,Arveja Precocida GREEN FOOD Bolsa,7.5
Arveja Verde COSTEÑO Bolsa 500g,COSTENO,S/ 4.40,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,500.0,g,Arveja Verde COSTEÑO Bolsa,4.4
Arveja Verde VALLENORTE Bolsa 500g,VALLENORTE,S/ 4.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,500.0,g,Arveja Verde VALLENORTE Bolsa,4.9
Arverja Partida BELL'S Bolsa 500g,BELL'S,S/ 3.30,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,500.0,g,Arverja Partida BELL'S Bolsa,3.3
Mix de Arveja y Zanahoria Precocida Congelada GREEN FOOD Bolsa 400g,GREEN FOOD,S/ 7.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,400.0,g,Mix de Arveja y Zanahoria Precocida Congelada GREEN FOOD Bolsa,7.9
Levadura Seca Instantánea SAF INSTANT Caja 125g,SAF INSTANT,S/ 6.00,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,125.0,g,Levadura Seca Instantánea SAF INSTANT Caja,6.0
Papa Seca COSTEÑO Bolsa 500g,COSTENO,S/ 8.10,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,500.0,g,Papa Seca COSTEÑO Bolsa,8.1
"Enrollado de Pollo BELL'S con Jamón, Queso Tocino y Frutas Secas 1.3Kg",BELL'S,S/ 42.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,1.3,kg,"Enrollado de Pollo BELL'S con Jamón, Queso Tocino y Frutas Secas",42.9
Toallas Femeninas ALWAYS Nocturna Seca G Paquete 32un,ALWAYS,S/ 23.20,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,32.0,un,Toallas Femeninas ALWAYS Nocturna Seca G Paquete,23.2
Chifles Cancha y Carne Seca EL ARTESANO Artichay Bolsa 250g,EL ARTESANO,S/ 16.00,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,250.0,g,Chifles Cancha y Carne Seca EL ARTESANO Artichay Bolsa,16.0
Bandas Depilatorias Corporales DEPILÉ Piel Seca Paquete 6un,DEPILE,S/ 22.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,6.0,un,Bandas Depilatorias Corporales DEPILÉ Piel Seca Paquete,22.9
Crema Corporal NIVEA Piel Extra Seca Frasco 400ml,NIVEA,S/ 31.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,400.0,ml,Crema Corporal NIVEA Piel Extra Seca Frasco,31.9
Limpiadora NIVEA VISAGE Piel Seca Frasco 200ml,NIVEA,S/ 35.80,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,200.0,ml,Limpiadora NIVEA VISAGE Piel Seca Frasco,35.8
Crema Corporal NIVEA Piel Seca Frasco 250ml,NIVEA,S/ 23.90,vivanda,ARVEJA SECA PARTIDA,2024-12-05 22:15:41.897320,250.0,ml,Crema Corporal NIVEA Piel Seca Frasco,23.9
