description,price,website,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
pringles bocadita churrasco,S/ 8.9 und,Oxxo,2024-12-06 13:49:36.563633,109.0,gr,pringles bocadita churrasco,8.9
doritos flamin hot,S/ 5.9 und,Oxxo,2024-12-06 13:49:36.563633,100.0,gr,doritos flamin hot,5.9
doritos queso fuego,S/ 10.9 und,Oxxo,2024-12-06 13:49:36.563633,190.0,gr,doritos queso fuego,10.9
lays papas clásicas,S/ 5.1 und,Oxxo,2024-12-06 13:49:36.563633,70.0,gr,lays papas clásicas,5.1
tiyapuy hojuelas de papas nativas,S/ 2.9 und,Oxxo,2024-12-06 13:49:36.563633,40.0,gr,tiyapuy hojuelas de papas nativas,2.9
inka snack chip tostones plátano jalapeño,S/ 7.9 und,Oxxo,2024-12-06 13:49:36.563633,95.0,gr,inka snack chip tostones plátano jalapeño,7.9
inka corn maíz gigante original,S/ 3.2 und,Oxxo,2024-12-06 13:49:36.563633,42.0,gr,inka corn maíz gigante original,3.2
inka chips papas peruanas con sabor a bembos,S/ 9.2 und,Oxxo,2024-12-06 13:49:36.563633,120.0,gr,inka chips papas peruanas con sabor a bembos,9.2
inka chips papas fritas onduladas sabor búfalo,S/ 9.1 und,Oxxo,2024-12-06 13:49:36.563633,115.0,gr,inka chips papas fritas onduladas sabor búfalo,9.1
crickets chifles picantes,S/ 9.0 und,Oxxo,2024-12-06 13:49:36.563633,150.0,gr,crickets chifles picantes,9.0
inka corn maíz gigante con chile picante,S/ 3.2 und,Oxxo,2024-12-06 13:49:36.563633,42.0,gr,inka corn maíz gigante con chile picante,3.2
takis tortillas fritas original,S/ 3.5 und,Oxxo,2024-12-06 13:49:36.563633,56.0,gr,takis tortillas fritas original,3.5
milys chifles norteños con canchita,S/ 9.9 und,Oxxo,2024-12-06 13:49:36.563633,250.0,gr,milys chifles norteños con canchita,9.9
prezlet palito picante,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.563633,166.0,gr,prezlet palito picante,2.0
snack bolikrunch munchy 85 g,S/ 4.9 und,Oxxo,2024-12-06 13:49:36.563633,85.0,gr,snack bolikrunch munchy,4.9
takis tortillas fritas explosión,S/ 3.5 und,Oxxo,2024-12-06 13:49:36.563633,56.0,gr,takis tortillas fritas explosión,3.5
doritos queso fuego,S/ 5.9 und,Oxxo,2024-12-06 13:49:36.563633,90.0,gr,doritos queso fuego,5.9
chifles karinto,S/ 10.5 und,Oxxo,2024-12-06 13:49:36.563633,150.0,gr,chifles karinto,10.5
kryzpo papa fritas sabor crema cebolla,S/ 7.5 und,Oxxo,2024-12-06 13:49:36.563633,130.0,gr,kryzpo papa fritas sabor crema cebolla,7.5
kryzpo papas fritas sabor crema cebolla,S/ 5.5 und,Oxxo,2024-12-06 13:49:36.563633,37.0,gr,kryzpo papas fritas sabor crema cebolla,5.5
papas ondas natural riky tok 180 g,S/ 7.5 und,Oxxo,2024-12-06 13:49:36.563633,180.0,gr,papas ondas natural riky tok,7.5
prezlet orig.,S/ 7.1 und,Oxxo,2024-12-06 13:49:36.563633,166.0,gr,prezlet orig,7.1
crickets chifles sabor a chorizo parrillero,S/ 9.0 und,Oxxo,2024-12-06 13:49:36.563633,150.0,gr,crickets chifles sabor a chorizo parrillero,9.0
villa natura snack piqueo mix,S/ 8.9 und,Oxxo,2024-12-06 13:49:36.563633,150.0,gr,villa natura snack piqueo mix,8.9
nachos horneados sanissimo,S/ 12.9 und,Oxxo,2024-12-06 13:49:36.563633,160.0,gr,nachos horneados sanissimo,12.9
kryzpo papa sam picante,S/ 7.5 und,Oxxo,2024-12-06 13:49:36.563633,130.0,gr,kryzpo papa sam picante,7.5
kryzpo papas original,S/ 5.5 und,Oxxo,2024-12-06 13:49:36.563633,37.0,gr,kryzpo papas original,5.5
morochas galleta sabor vainilla con chocolate,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,75.0,gr,morochas galleta sabor vainilla con chocolate,2.0
chips ahoy galleta con chips sabor a chocolate,S/ 2.4 und,Oxxo,2024-12-06 13:49:36.579278,37.0,gr,chips ahoy galleta con chips sabor a chocolate,2.4
pirucream barquillos rellenos de chocolate y avellanas,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,24.0,gr,pirucream barquillos rellenos de chocolate y avellanas,3.0
nik galleta wafer con relleno sabor a fresa,S/ 2.4 und,Oxxo,2024-12-06 13:49:36.579278,72.0,gr,nik galleta wafer con relleno sabor a fresa,2.4
victoria galleta casino lúcuma,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,victoria galleta casino lúcuma,1.5
oreo galleta fudge white,S/ 7.0 und,Oxxo,2024-12-06 13:49:36.579278,131.0,gr,oreo galleta fudge white,7.0
oreo galetta sabor coca-cola,S/ 3.6 und,Oxxo,2024-12-06 13:49:36.579278,108.0,gr,oreo galetta sabor coca cola,3.6
coronita galleta rollo,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,96.0,gr,coronita galleta rollo,3.0
costa nik galletas wafer sabor a vainilla,S/ 2.4 und,Oxxo,2024-12-06 13:49:36.579278,77.0,gr,costa nik galletas wafer sabor a vainilla,2.4
chaplin galleta sabor tradicional  ,S/ 4.1 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,chaplin galleta sabor tradicional,4.1
morochas galletas snack sabor vainilla con chocolate,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,42.0,gr,morochas galletas snack sabor vainilla con chocolate,1.8
salmas galletas de maíz horneadas,S/ 10.5 und,Oxxo,2024-12-06 13:49:36.579278,144.0,gr,salmas galletas de maíz horneadas,10.5
costa galleta wafer sabor a fresa,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,105.0,gr,costa galleta wafer sabor a fresa,3.0
picaras galleta mini clásica con chocolate,S/ 2.3 und,Oxxo,2024-12-06 13:49:36.579278,46.0,gr,picaras galleta mini clásica con chocolate,2.3
chocosoda galleta de soda con sabor a chocolate,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,chocosoda galleta de soda con sabor a chocolate,2.0
costa galleta wafer sabor a vainilla,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,105.0,gr,costa galleta wafer sabor a vainilla,3.0
pepero palitos de galleta choco cookie,S/ 6.0 und,Oxxo,2024-12-06 13:49:36.579278,47.0,gr,pepero palitos de galleta choco cookie,6.0
costa galleta gretel chocolate,S/ 1.4 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,costa galleta gretel chocolate,1.4
rellenitas galletas sándwich sabor a coco,S/ 0.8 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,rellenitas galletas sándwich sabor a coco,0.8
san jorge galletas con sabor a coco,S/ 1.3 und,Oxxo,2024-12-06 13:49:36.579278,55.0,gr,san jorge galletas con sabor a coco,1.3
glacitas galletas sabor a toffee,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,glacitas galletas sabor a toffee,2.0
sb aven y chis 100 g,S/ 5.0 und,Oxxo,2024-12-06 13:49:36.579278,100.0,gr,sweet bites avena y chispas,5.0
picaras galleta extrema,S/ 1.0 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,picaras galleta extrema,1.0
san jorge munición galletas sabor vainilla ,S/ 1.3 und,Oxxo,2024-12-06 13:49:36.579278,55.0,gr,san jorge munición galletas sabor vainilla,1.3
picaras galleta menta,S/ 1.0 und,Oxxo,2024-12-06 13:49:36.579278,40.0,gr,picaras galleta menta,1.0
san jorge galletas dulces animalitos los originales,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,150.0,gr,san jorge galletas dulces animalitos los originales,2.0
doña pepa galleta con cobertura sabor a chocolate,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,30.0,gr,doña pepa galleta con cobertura sabor a chocolate,1.9
ritz galletas saladas mini sabor original,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,50.0,gr,ritz galletas saladas mini sabor original,2.5
san jorge galletas de soda,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,75.0,lb,san jorge galletas de soda,1.9
golpe oblea rellena de caramelo y cubierta de chocolate,S/ 1.2 und,Oxxo,2024-12-06 13:49:36.579278,22.0,gr,golpe oblea rellena de caramelo y cubierta de chocolate,1.2
rellenitas galletas sabor a chocolate y coco,S/ 2.2 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,rellenitas galletas sabor a chocolate y coco,2.2
oreo galleta rollo sabor chocolate,S/ 3.5 und,Oxxo,2024-12-06 13:49:36.579278,108.0,gr,oreo galleta rollo sabor chocolate,3.5
casino galleta sabor menta,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,casino galleta sabor menta,1.5
san jorge galletas fruta mixta con pasas y fruta confitada,S/ 1.3 und,Oxxo,2024-12-06 13:49:36.579278,55.0,gr,san jorge galletas fruta mixta con pasas y fruta confitada,1.3
san jorge galletas vainilla familiar,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,120.0,gr,san jorge galletas vainilla familiar,2.5
costa galletas wafer sabor lúcuma,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,105.0,gr,costa galletas wafer sabor lúcuma,3.0
field galletas dulces sabor a vainilla,S/ 3.5 und,Oxxo,2024-12-06 13:49:36.579278,148.0,gr,field galletas dulces sabor a vainilla,3.5
nik galleta wafer sabor chocolate,S/ 2.4 und,Oxxo,2024-12-06 13:49:36.579278,72.0,gr,nik galleta wafer sabor chocolate,2.4
galleta casino menta 64.5 g,S/ 2.2 und,Oxxo,2024-12-06 13:49:36.579278,64.5,gr,galleta casino menta,2.2
galletas rellenas nestlé choco trio cookies and cream,S/ 12.5 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,galletas rellenas nestlé choco trio cookies and cream,12.5
crackelet galletas saladas snack jamón ahumado,S/ 5.3 und,Oxxo,2024-12-06 13:49:36.579278,47.0,gr,crackelet galletas saladas snack jamón ahumado,5.3
victoria galletas integrales sabor a miel,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,30.0,gr,victoria galletas integrales sabor a miel,1.5
delisha galleta choco chips minis 60 g,S/ 3.7 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,delisha galleta choco chips minis,3.7
black out galleta sabor a chocolate con crema de vainilla ,S/ 1.7 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,black out galleta sabor a chocolate con crema de vainilla,1.7
victoria galletas vainilla marquesitas,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,42.0,gr,victoria galletas vainilla marquesitas,1.9
delisha galleta choco chips minis 120 g,S/ 6.8 und,Oxxo,2024-12-06 13:49:36.579278,120.0,gr,delisha galleta choco chips minis,6.8
doré galletas saladas,S/ 7.4 und,Oxxo,2024-12-06 13:49:36.579278,230.0,gr,doré galletas saladas,7.4
dore galletas saladas,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,24.0,gr,dore galletas saladas,1.8
moments galletas de mantequilla,S/ 9.0 und,Oxxo,2024-12-06 13:49:36.579278,280.0,gr,moments galletas de mantequilla,9.0
chomp galleta sabor a naranja,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,chomp galleta sabor a naranja,1.8
victoria galletas con sabor a chocolate ,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,victoria galletas con sabor a chocolate,1.8
galletas fresa glacitas 32 g,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,galletas fresa glacitas,2.0
casino galletas sabor a vainilla,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,casino galletas sabor a vainilla,1.5
delisha galleta choco chips,S/ 3.0 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,delisha galleta choco chips,3.0
rellenitas galletas sándwich sabor a fresa,S/ 2.2 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,rellenitas galletas sándwich sabor a fresa,2.2
gn galletas menta,S/ 0.9 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,gn galletas menta,0.9
galletas con crema oreo original,S/ 3.5 und,Oxxo,2024-12-06 13:49:36.579278,135.0,gr,galletas con crema oreo original,3.5
galleta rellena chocman 40gr,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,40.0,gr,galleta rellena chocman,1.5
casino fresa,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,casino fresa,1.5
club social galleta original,S/ 6.6 und,Oxxo,2024-12-06 13:49:36.579278,144.0,gr,club social galleta original,6.6
gn galletas sabor a vainilla,S/ 0.5 und,Oxxo,2024-12-06 13:49:36.579278,28.0,gr,gn galletas sabor a vainilla,0.5
rellenitas galletas sándwich sabor a fresa,S/ 0.8 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,rellenitas galletas sándwich sabor a fresa,0.8
san jorge galletas de soda gourmet,S/ 2.6 und,Oxxo,2024-12-06 13:49:36.579278,250.0,gr,san jorge galletas de soda gourmet,2.6
galletas mantequilla club social 24 g,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,24.0,gr,galletas mantequilla club social,1.5
club social galleta,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,24.0,gr,club social galleta,1.5
trento barq dark 32g,S/ 2.4 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,trento barq dark,2.4
sayon galleta margarita,S/ 1.0 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,sayon galleta margarita,1.0
san jorge  galletas black out coco,S/ 1.0 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,san jorge galletas black out coco,1.0
san jorge galletas blackout de chocolate con crema de menta,S/ 1.7 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,san jorge galletas blackout de chocolate con crema de menta,1.7
oreo galletas sabor original,S/ 1.6 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,oreo galletas sabor original,1.6
field galleta waffer con cobertura de chocolate cua cua,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,18.0,gr,field galleta waffer con cobertura de chocolate cua cua,1.9
oreo galleta regular,S/ 2.1 und,Oxxo,2024-12-06 13:49:36.579278,54.0,gr,oreo galleta regular,2.1
san jorge galleta cracker crocantes y doraditas,S/ 6.3 und,Oxxo,2024-12-06 13:49:36.579278,280.0,gr,san jorge galleta cracker crocantes y doraditas,6.3
glacitas galletas dulce sabor a chocolate,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,glacitas galletas dulce sabor a chocolate,2.0
soda v galletas saladas,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,35.0,gr,soda v galletas saladas,1.5
victoria galleta tentación chocolate,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,victoria galleta tentación chocolate,1.8
nutri co galleta quinua,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,30.0,gr,nutrico galleta quinua,2.5
casino galletas con crema sabor chocolate,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,casino galletas con crema sabor chocolate,1.5
oreo galleta de chocolate con relleno sabor cookies & cream,S/ 1.6 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,oreo galleta de chocolate con relleno sabor cookies cream,1.6
morochas barquillostick,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,22.0,gr,morochas barquillostick,1.9
san jorge galletas con pasas fruta mixta,S/ 5.5 und,Oxxo,2024-12-06 13:49:36.579278,450.0,gr,san jorge galletas con pasas fruta mixta,5.5
galletas rellenas nestlé choco trio chocolate,S/ 12.9 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,galletas rellenas nestlé choco trio chocolate,12.9
rellenitas galletas sabor chocolate con crema de vainilla,S/ 0.8 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,rellenitas galletas sabor chocolate con crema de vainilla,0.8
san jorge galletas de soda,S/ 1.0 und,Oxxo,2024-12-06 13:49:36.579278,40.0,gr,san jorge galletas de soda,1.0
marquesitas galletas con sabor a naranja,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,42.0,gr,marquesitas galletas con sabor a naranja,1.9
field galletas dulces sabor a vainilla,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,37.0,gr,field galletas dulces sabor a vainilla,1.8
field galletas dulces sabor a vainilla,S/ 10.0 und,Oxxo,2024-12-06 13:49:36.579278,6.0,und,field galletas dulces sabor a vainilla,10.0
field galletas con crema sabor a chocolate,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,38.0,gr,field galletas con crema sabor a chocolate,1.5
marquesitas galletas coco 42 g,S/ 1.9 und,Oxxo,2024-12-06 13:49:36.579278,42.0,gr,marquesitas galletas coco,1.9
galletas mini chaplyn,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,galletas mini chaplyn,2.5
costa galletas agua line,S/ 1.1 und,Oxxo,2024-12-06 13:49:36.579278,42.0,gr,costa galletas agua line,1.1
rellenitas galletas sabor a chocolate relleno de coco,S/ 2.2 und,Oxxo,2024-12-06 13:49:36.579278,90.0,gr,rellenitas galletas sabor a chocolate relleno de coco,2.2
diversión galletas surtiditas,S/ 11.6 und,Oxxo,2024-12-06 13:49:36.579278,400.0,gr,diversión galletas surtiditas,11.6
field soda galleta de soda original,S/ 1.4 und,Oxxo,2024-12-06 13:49:36.579278,32.0,gr,field soda galleta de soda original,1.4
victoria galleta tentación naranja,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,43.0,gr,victoria galleta tentación naranja,1.8
biscolata galletas duomax milky wafer,S/ 4.2 und,Oxxo,2024-12-06 13:49:36.579278,44.0,gr,biscolata galletas duomax milky wafer,4.2
costa galleta soda line ,S/ 1.1 und,Oxxo,2024-12-06 13:49:36.579278,40.0,gr,costa galleta soda line,1.1
san jorge galletas mini rondelas,S/ 1.3 und,Oxxo,2024-12-06 13:49:36.579278,55.0,gr,san jorge galletas mini rondelas,1.3
bon o bon galleta cobertura de chocolate,S/ 8.5 und,Oxxo,2024-12-06 13:49:36.579278,95.0,gr,bon o bon galleta cobertura de chocolate,8.5
galletas vainilla mana taco 136 g,S/ 4.2 und,Oxxo,2024-12-06 13:49:36.579278,136.0,gr,galletas vainilla mana taco,4.2
moments galletas sabor a chocolate,S/ 6.9 und,Oxxo,2024-12-06 13:49:36.579278,135.0,gr,moments galletas sabor a chocolate,6.9
victoria chocobum galletas con cobertura sabor a chocolate,S/ 1.7 und,Oxxo,2024-12-06 13:49:36.579278,33.5,gr,victoria chocobum galletas con cobertura sabor a chocolate,1.7
galleta clasica gran cereal clasica,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,36.0,gr,galleta clasica gran cereal clasica,1.5
galletas ritz family sharing,S/ 5.7 und,Oxxo,2024-12-06 13:49:36.579278,157.5,gr,galletas ritz family sharing,5.7
galletas ajo y cebolla nutri co 30 g,S/ 2.6 und,Oxxo,2024-12-06 13:49:36.579278,30.0,gr,galletas ajo y cebolla nutrico,2.6
galleta club social integral 24g,S/ 1.7 und,Oxxo,2024-12-06 13:49:36.579278,24.0,gr,galleta club social integral,1.7
san jorge galleta coconut,S/ 5.5 und,Oxxo,2024-12-06 13:49:36.579278,450.0,gr,san jorge galleta coconut,5.5
costa galleta wenazas,S/ 0.9 und,Oxxo,2024-12-06 13:49:36.579278,23.0,gr,costa galleta wenazas,0.9
galletas rellenas nestlé choco cookies crema de avellana,S/ 8.5 und,Oxxo,2024-12-06 13:49:36.579278,120.0,gr,galletas rellenas nestlé choco cookies crema de avellana,8.5
galletas colombina mini arbol navi,S/ 5.0 und,Oxxo,2024-12-06 13:49:36.579278,50.0,gr,galletas colombina mini arbol navi,5.0
colombina galletas navideñas happy holidays surtidas,S/ 7.0 und,Oxxo,2024-12-06 13:49:36.579278,200.0,gr,colombina galletas navideñas happy holidays surtidas,7.0
field choco vainilla leche,S/ 6.0 und,Oxxo,2024-12-06 13:49:36.579278,75.6,gr,field choco vainilla leche,6.0
noel galletas dulces de navidad,S/ 5.0 und,Oxxo,2024-12-06 13:49:36.579278,150.0,gr,noel galletas dulces de navidad,5.0
galleta casino menta torre 129 g,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,129.0,gr,galleta casino menta torre,2.5
galleta casino fresa torre 129 g,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,129.0,gr,galleta casino fresa torre,2.5
barra de frutos secos rojos delisha,S/ 6.2 und,Oxxo,2024-12-06 13:49:36.579278,60.0,gr,barra de frutos secos rojos delisha,6.2
granuts mezcla con arándanos y almendras,S/ 3.6 und,Oxxo,2024-12-06 13:49:36.579278,50.0,gr,granuts mezcla con arándanos y almendras,3.6
maní karinto crocante picante,S/ 4.5 und,Oxxo,2024-12-06 13:49:36.579278,100.0,gr,maní karinto crocante picante,4.5
karinto maní crocante y salado,S/ 4.5 und,Oxxo,2024-12-06 13:49:36.579278,100.0,gr,karinto maní crocante y salado,4.5
villa natura snack de frutos secos cocktail de nueces ,S/ 6.9 und,Oxxo,2024-12-06 13:49:36.579278,80.0,gr,villa natura snack de frutos secos cocktail de nueces,6.9
granuts mezcla de frutos secos party mix,S/ 3.6 und,Oxxo,2024-12-06 13:49:36.579278,50.0,gr,granuts mezcla de frutos secos party mix,3.6
granuts maní cervecero sabor limón y pimienta,S/ 6.9 und,Oxxo,2024-12-06 13:49:36.579278,180.0,gr,granuts maní cervecero sabor limón y pimienta,6.9
karinto maní frito con sal clásico,S/ 1.5 und,Oxxo,2024-12-06 13:49:36.579278,35.0,gr,karinto maní frito con sal clásico,1.5
villa natura cancha chullpi tapper 150 gr,S/ 9.3 und,Oxxo,2024-12-06 13:49:36.579278,1.0,und,villa natura cancha chullpi tapper,9.3
villa natura mixtura sin sal tentación natural,S/ 12.7 und,Oxxo,2024-12-06 13:49:36.579278,150.0,gr,villa natura mixtura sin sal tentación natural,12.7
granuts mezcla de maní con pasas,S/ 2.7 und,Oxxo,2024-12-06 13:49:36.579278,50.0,gr,granuts mezcla de maní con pasas,2.7
granuts kraks limon 45 g,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,1.0,und,granuts kraks limon,2.5
villa natura snack de frutos secos cocktail premium blends,S/ 11.5 und,Oxxo,2024-12-06 13:49:36.579278,150.0,gr,villa natura snack de frutos secos cocktail premium blends,11.5
chocolates helena chocoteja pecana,S/ 5.9 und,Oxxo,2024-12-06 13:49:36.579278,30.0,gr,chocolates helena chocoteja pecana,5.9
villa natura mezcla de frutos secos cocktail con nueces,S/ 12.9 und,Oxxo,2024-12-06 13:49:36.579278,250.0,gr,villa natura mezcla de frutos secos cocktail con nueces,12.9
granuts kraks oriental 50 g,S/ 2.5 und,Oxxo,2024-12-06 13:49:36.579278,1.0,und,granuts kraks oriental,2.5
granuts habas mix miel mostaza,S/ 8.9 und,Oxxo,2024-12-06 13:49:36.579278,150.0,gr,granuts habas mix miel mostaza,8.9
granuts mez yogurt 40 gr ,S/ 3.6 und,Oxxo,2024-12-06 13:49:36.579278,40.0,gr,granuts mez yogurt,3.6
natures heart mix de frutos secos con frutas y chocolate,S/ 4.5 und,Oxxo,2024-12-06 13:49:36.579278,35.0,gr,natures heart mix de frutos secos con frutas y chocolate,4.5
nutty berry terrafertil bolsa,S/ 4.5 und,Oxxo,2024-12-06 13:49:36.579278,35.0,gr,nutty berry terrafertil,4.5
cielo agua natural sin gas,S/ 8.5 und,Oxxo,2024-12-06 13:49:36.579278,7.0,l,cielo agua natural sin gas,8.5
socosani agua saborizada de citrus limón,S/ 2.0 und,Oxxo,2024-12-06 13:49:36.579278,500.0,ml,socosani agua saborizada de citrus limón,2.0
san luis agua sabor limón 1.5 l,S/ 4.5 und,Oxxo,2024-12-06 13:49:36.579278,1.5,l,san luis agua sabor limón,4.5
cielo agua sin gas,S/ 1.6 und,Oxxo,2024-12-06 13:49:36.579278,625.0,ml,cielo agua sin gas,1.6
san carlos agua sin gas,S/ 1.8 und,Oxxo,2024-12-06 13:49:36.579278,750.0,ml,san carlos agua sin gas,1.8
