description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Lima Metro x kg,S/ 9.99 x kg,metro,LIZA,2024-12-05 15:38:33.131968,1.0,kg,Lima Metro,9.99
Ligas para Cabello Goody 10un,S/ 6.10,metro,LIZA,2024-12-05 15:38:33.131968,10.0,un,Ligas para Cabello Goody,6.1
Lima Deshidratada Go Barman 25g,S/ 19.90,metro,LIZA,2024-12-05 15:38:33.131968,25.0,g,Lima Deshidratada Go Barman,19.9
Lavavajillas Lima Limón Sapolio Frasco 1250 ml,S/ 13.90,metro,LIZA,2024-12-05 15:38:33.131968,1250.0,ml,Lavavajillas Lima Limón Sapolio Frasco,13.9
Gaseosa Sprite Lima Limón Botella 3L,S/ 6.90,metro,LIZA,2024-12-05 15:38:33.131968,3.0,l,Gaseosa Sprite Lima Limón Botella,6.9
Smartphone ZTE Blade A54 Lila,S/ 339.00,metro,LIZA,2024-12-05 15:38:33.131968,54.0,l,Smartphone ZTE Blade Aila,339.0
Pisco Quebranta La Botija Alianza Lima Botella 700ml,S/ 34.90,metro,LIZA,2024-12-05 15:38:33.131968,700.0,ml,Pisco Quebranta La Botija Alianza Lima Botella,34.9
Lavavajillas Ayudín Lima Limón 1.2L,S/ 18.50,metro,LIZA,2024-12-05 15:38:33.131968,1.2,l,Lavavajillas Ayudín Lima Limón,18.5
Gaseosa Sprite Lima Limón Botella 2.25L,S/ 6.40,metro,LIZA,2024-12-05 15:38:33.131968,2.25,l,Gaseosa Sprite Lima Limón Botella,6.4
Sabana Krea Lisa 1.5 Plazas Microfibra 75Gsm Surtido,S/ 39.90,metro,LIZA,2024-12-05 15:38:33.131968,75.0,g,Sabana Krea Lisa 1.5 Plazas Microfibra sm Surtido,39.9
Lavavajillas Líquido Ayudín Lima Limón 640ml,S/ 12.90,metro,LIZA,2024-12-05 15:38:33.131968,640.0,ml,Lavavajillas Líquido Ayudín Lima Limón,12.9
Papa en Hojuelas Inka Chips Finas Hierbas y Lima 115g,S/ 8.10,metro,LIZA,2024-12-05 15:38:33.131968,115.0,g,Papa en Hojuelas Inka Chips Finas Hierbas y Lima,8.1
Sabana Krea Lisa 2 Plazas Microfibra 75Gsm Surtido,S/ 49.90,metro,LIZA,2024-12-05 15:38:33.131968,75.0,g,Sabana Krea Lisa 2 Plazas Microfibra sm Surtido,49.9
Sixpack Gaseosa Sprite Lima Limón Botella 500ml,S/ 13.50,metro,LIZA,2024-12-05 15:38:33.131968,500.0,ml,Sixpack Gaseosa Sprite Lima Limón Botella,13.5
Gaseosa Sprite Lima Limón Botella 500ml,S/ 2.70,metro,LIZA,2024-12-05 15:38:33.131968,500.0,ml,Gaseosa Sprite Lima Limón Botella,2.7
Krea Vasos Alto Líneas Lisas 480 ml 6 unid,S/ 16.99,metro,LIZA,2024-12-05 15:38:33.131968,480.0,ml,Krea Vasos Alto Líneas Lisas,16.99
Sabana Krea Lisa Queen Plaza Microfibra 75Gsm Surtido,S/ 59.90,metro,LIZA,2024-12-05 15:38:33.131968,75.0,g,Sabana Krea Lisa Queen Plaza Microfibra sm Surtido,59.9
Sixpack Cerveza Cristal Alianza Lima Lata 355ml,S/ 22.90,metro,LIZA,2024-12-05 15:38:33.131968,355.0,ml,Sixpack Cerveza Cristal Alianza Lima Lata,22.9
Fourpack Cerveza Artesanal Barbarían Lima Botella 330ml,S/ 29.90,metro,LIZA,2024-12-05 15:38:33.131968,330.0,ml,Fourpack Cerveza Artesanal Barbarían Lima Botella,29.9
First Essentials Biberón Ortodóntico Flujo M Lila 240ml,S/ 5.97,metro,LIZA,2024-12-05 15:38:33.131968,240.0,ml,First Essentials Biberón Ortodóntico Flujo M Lila,5.97
Mundo Velas Krea Mundo 1 Lila,S/ 11.89,metro,LIZA,2024-12-05 15:38:33.131968,1.0,l,Mundo Velas Krea Mundo ila,11.89
Tomatodo Sippy Panditas Baby Lila 340ml,S/ 19.90,metro,LIZA,2024-12-05 15:38:33.131968,340.0,ml,Tomatodo Sippy Panditas Baby Lila,19.9
Botella Thermos Deportiva Verde Lima 950ml,S/ 26.59,metro,LIZA,2024-12-05 15:38:33.131968,950.0,ml,Botella Thermos Deportiva Verde Lima,26.59
Bebedero Pet's Fun Portátil Lila 380ml,S/ 21.90,metro,LIZA,2024-12-05 15:38:33.131968,380.0,ml,Bebedero Pet's Fun Portátil Lila,21.9
Jabón Líquido Ballerina Antibacterial Coco y Lima 750ml,S/ 11.50,metro,LIZA,2024-12-05 15:38:33.131968,750.0,ml,Jabón Líquido Ballerina Antibacterial Coco y Lima,11.5
Velas Lisas Rayas Dorado Plata Rosa 8 Unidades,S/ 4.50,metro,LIZA,2024-12-05 15:38:33.131968,8.0,un,Velas Lisas Rayas Dorado Plata Rosa ades,4.5
Cerveza Artesanal Barbarian Lima Botella 330ml,S/ 7.90,metro,LIZA,2024-12-05 15:38:33.131968,330.0,ml,Cerveza Artesanal Barbarian Lima Botella,7.9
