description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Galletas Dulces Chaplin 90g,S/ 3.70,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,90.0,g,Galletas Dulces Chaplin,3.7
Galletas de Avena con Castaña Nancy Natur 110g,S/ 8.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,110.0,g,Galletas de Avena con Castaña Nancy Natur,8.9
"Galletas de Avena, Castaña y Naranja Nancy Natur 135g",S/ 10.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,135.0,g,"Galletas de Avena, Castaña y Naranja Nancy Natur",10.9
Galletas Dulces Surtidas Costa 237.5g,S/ 10.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,237.5,g,Galletas Dulces Surtidas Costa,10.9
Galletas de Vainilla con Choco Chips Cuisine & Co 8un,S/ 14.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,8.0,un,Galletas de Vainilla con Choco Chips Cuisine & Co,14.9
Galletas Dolce María IIditas 100g,S/ 9.50,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,100.0,g,Galletas Dolce María IIditas,9.5
Galletas de Chocolate con Naranja Cuisine & Co 8un,S/ 14.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,8.0,un,Galletas de Chocolate con Naranja Cuisine & Co,14.9
Galletas de Agua con Finas Hierbas 220g,S/ 7.50,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,220.0,g,Galletas de Agua con Finas Hierbas,7.5
Galletas Choco Fiesta Giardino Paquete 24 Unid,S/ 41.00,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,24.0,un,Galletas Choco Fiesta Giardino Paquete,41.0
Galletas Dulce María Cachitos de Castañas Bolsa 100 g,S/ 9.50,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,100.0,g,Galletas Dulce María Cachitos de Castañas Bolsa,9.5
Galletas Dolce María Canestrellis 100g,S/ 9.50,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,100.0,g,Galletas Dolce María Canestrellis,9.5
Galletas de Avena Dulce Detalle 3un,S/ 15.90,metro,GALLETAS DULCES,2024-12-05 15:13:55.407302,3.0,un,Galletas de Avena Dulce Detalle,15.9
