description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Zanahoria Especial x kg,S/ 1.49 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Zanahoria Especial,1.49
Zanahoria x kg,S/ 3.59 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Zanahoria,3.59
Zanahoria Baby Hidropónica Ecologic 250g,S/ 6.20,metro,ZANAHORIA,2024-12-05 16:16:46.543868,250.0,g,Zanahoria Baby Hidropónica Ecologic,6.2
Zanahoria Rallada Ecologic 300g,S/ 6.30,metro,ZANAHORIA,2024-12-05 16:16:46.543868,300.0,g,Zanahoria Rallada Ecologic,6.3
Vainita Metro x kg,S/ 11.99 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Vainita Metro,11.99
Arveja x kg,S/ 10.79 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Arveja,10.79
Arveja x kg,S/ 10.99 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Arveja,10.99
Habas Metro x kg,S/ 7.79 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Habas Metro,7.79
Habas x kg,S/ 7.99 x kg,metro,ZANAHORIA,2024-12-05 16:16:46.543868,1.0,kg,Habas,7.99
Yogurt Griego Danlac Aguaymanto con Zanahoria 900g,S/ 16.90,metro,ZANAHORIA,2024-12-05 16:16:46.543868,900.0,g,Yogurt Griego Danlac Aguaymanto con Zanahoria,16.9
Mix Col Zanahoria Ecologic 250g,S/ 8.60,metro,ZANAHORIA,2024-12-05 16:16:46.543868,250.0,g,Mix Col Zanahoria Ecologic,8.6
Yogurt Griego Danlac Aguaymanto con Zanahoria 420g,S/ 11.90,metro,ZANAHORIA,2024-12-05 16:16:46.543868,420.0,g,Yogurt Griego Danlac Aguaymanto con Zanahoria,11.9
Ensalada de Zanahoria y Beterraga La Buena Pepa 450g,S/ 15.50,metro,ZANAHORIA,2024-12-05 16:16:46.543868,450.0,g,Ensalada de Zanahoria y Beterraga La Buena Pepa,15.5
Maní Tostado Molido El Guaranguito 180g,S/ 4.19,metro,ZANAHORIA,2024-12-05 16:16:46.543868,180.0,g,Maní Tostado Molido El Guaranguito,4.19
Arveja Desvainada 150g,S/ 8.30,metro,ZANAHORIA,2024-12-05 16:16:46.543868,150.0,g,Arveja Desvainada,8.3
Loción de Zanahoria Hawaiian Tropic Carrot FPS10 240ml,S/ 51.90,metro,ZANAHORIA,2024-12-05 16:16:46.543868,240.0,ml,Loción de Zanahoria Hawaiian Tropic Carrot FPS10,51.9
Pack Hawaiian Tropic: Gel After Sun 240ml + Loción de Zanahoria 240ml,S/ 86.80,metro,ZANAHORIA,2024-12-05 16:16:46.543868,240.0,ml,Pack Hawaiian Tropic: Gel After Sun  + Loción de Zanahoria,86.8
Bronceador con Zanahoría Hawaiian Tropic Carrot SPF 30 Frasco 240 ml,S/ 52.90,metro,ZANAHORIA,2024-12-05 16:16:46.543868,240.0,ml,Bronceador con Zanahoría Hawaiian Tropic Carrot SPF 30 Frasco,52.9
