description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pollo Entero Fresco Metro x kg,S/ 9.40 x kg,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,kg,Pollo Entero Fresco Metro,9.4
Pollo Fresco con Menudencia San Fernando x Kg,S/ 10.45 x kg,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,kg,Pollo Fresco con Menudencia San Fernando,10.45
Pollo con Menudencia Redondos x kg,S/ 10.25 x kg,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,kg,Pollo con Menudencia Redondos,10.25
Pollo Rostizado + Papas Fritas + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 33.90,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.5,l,Pollo Rostizado + Papas Fritas + Gaseosa Inca Kola Sin Azúcar,33.9
Pollo Enrollado Cordon Bleu Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,un,Pollo Enrollado Cordon Bleu Redondos,34.9
Pollo Entero Marinado Sazón Brasa San Fernando 1.4kg,S/ 21.90,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.4,kg,Pollo Entero Marinado Sazón Brasa San Fernando,21.9
Pollo Rostizado + Papas Fritas + Chicha Morada Naturale 1L,S/ 32.90,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,l,Pollo Rostizado + Papas Fritas + Chicha Morada Naturale,32.9
Pollo al Horno San Fernando Bolsa 800 g / Medio pollo en 4 Piezas,S/ 14.60,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,800.0,g,Pollo al Horno San Fernando Bolsa  / Medio pollo en 4 Piezas,14.6
Pollo Enrollado con Frutas Redondos x un,S/ 34.90,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.0,un,Pollo Enrollado con Frutas Redondos,34.9
Pollo Rostizado Sin Papas + Gaseosa Inca Kola Sin Azúcar 1.5L,S/ 26.50,metro,POLLO EVISCERADO,2024-12-05 15:30:18.488062,1.5,l,Pollo Rostizado Sin Papas + Gaseosa Inca Kola Sin Azúcar,26.5
