description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Pop Corn Chicken Avinka 350g,S/ 15.30,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,350.0,g,Pop Corn Chicken Avinka,15.3
Pop Corn Natural Act II Bolsa 80 g,S/ 4.60,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,80.0,g,Pop Corn Natural Act II Bolsa,4.6
Pop Corn para Microondas Act II Sabor Mantequilla 91g,S/ 4.60,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,91.0,g,Pop Corn para Microondas Act II Sabor Mantequilla,4.6
Pop Corn Butter Extra Act II 91g,S/ 4.60,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,91.0,g,Pop Corn Butter Extra Act II,4.6
Pop Corn Natural Act II Pack 3 Unid,S/ 14.70,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,3.0,un,Pop Corn Natural Act II Pack,14.7
Pop Corn Butter Act II Pack 3 Unid,S/ 10.90,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,3.0,un,Pop Corn Butter Act II Pack,10.9
Pop Corn Butter Light Act II Pack 3 Unid,S/ 10.90,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,3.0,un,Pop Corn Butter Light Act II Pack,10.9
Chupete Globo Pop Surtido 24un,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupete Globo Pop Surtido,8.0
Maíz Gigante Original Inka Corn Doypack 500 g,S/ 24.50,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,500.0,g,Maíz Gigante Original Inka Corn Doypack,24.5
Chupete Globo Pop Neon Renovado Bolsa 24 Unidades,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupete Globo Pop Neon Renovado Bolsa ades,8.0
Chupetín Globo Pop Sabor Maracuyá 24un,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupetín Globo Pop Sabor Maracuyá,8.0
Maíz Gigante Inka Corn Original 100g,S/ 5.99,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,100.0,g,Maíz Gigante Inka Corn Original,5.99
Chupete Globo Pop Fresa Bolsa 24 Undiades,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupete Globo Pop Fresa Bolsa diades,8.0
Chupete Globo Pop Leche y Chocolate Bolsa 24 Unidades,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupete Globo Pop Leche y Chocolate Bolsa ades,8.0
Chupete Globo Pop Yogurt Surtido Bolsa 24 Unidades,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupete Globo Pop Yogurt Surtido Bolsa ades,8.0
Chupetes Globo Pop Cereza Acida Bolsa 24 Unidades,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,24.0,un,Chupetes Globo Pop Cereza Acida Bolsa ades,8.0
Chupete Globo Pop Maracuyá 25un,S/ 8.00,metro,POP CORN (BOCADITOS),2024-12-05 16:49:28.725458,25.0,un,Chupete Globo Pop Maracuyá,8.0
