description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Azúcar Rubia Metro 5kg,S/ 20.80,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,5.0,kg,Azúcar Rubia Metro,20.8
Azúcar Rubia Máxima Bolsa 5 kg,S/ 20.30,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,5.0,kg,Azúcar Rubia Máxima Bolsa,20.3
Azúcar Rubia Metro Bolsa 2 Kg,S/ 8.60,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,2.0,kg,Azúcar Rubia Metro Bolsa,8.6
Azúcar Rubia Paramonga Bolsa 5 kg,S/ 23.50,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,5.0,kg,Azúcar Rubia Paramonga Bolsa,23.5
Azúcar Rubia Máxima 1kg,S/ 4.40,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Azúcar Rubia Máxima,4.4
Azúcar Rubia Dulfina Bolsa 5 kg,S/ 22.80,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,5.0,kg,Azúcar Rubia Dulfina Bolsa,22.8
Azúcar Rubia Metro 1kg,S/ 4.60,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Azúcar Rubia Metro,4.6
Azúcar Rubia Dulfina Bolsa 2 kg,S/ 9.50,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,2.0,kg,Azúcar Rubia Dulfina Bolsa,9.5
Azúcar Rubia Paramonga 1kg,S/ 5.20,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Azúcar Rubia Paramonga,5.2
Azúcar Rubia Dulfina Bolsa 1 kg,S/ 5.10,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Azúcar Rubia Dulfina Bolsa,5.1
Azúcar Rubia Cuisine & Co 5kg,S/ 21.50,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,5.0,kg,Azúcar Rubia Cuisine & Co,21.5
Azúcar Rubia Cuisine & Co 1kg,S/ 4.80,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Azúcar Rubia Cuisine & Co,4.8
Azúcar Rubia Onza 60un,S/ 8.20,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,60.0,un,Azúcar Rubia Onza,8.2
Azucar Rubia Paramonga Bolsa 25 kg,S/ 107.90,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,25.0,kg,Azucar Rubia Paramonga Bolsa,107.9
Azúcar de Coco Cuisine & Co 450g,S/ 26.70,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,450.0,g,Azúcar de Coco Cuisine & Co,26.7
Azúcar Rubia Con Stevia Cuisine&Co Doypack 500 g,S/ 6.90,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,500.0,g,Azúcar Rubia Con Stevia Cuisine&Co Doypack,6.9
Panela Orgánica Cuisine & Co 1kg,S/ 13.60,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Panela Orgánica Cuisine & Co,13.6
Panela Granulada Ecopanela 1kg,S/ 13.90,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,1.0,kg,Panela Granulada Ecopanela,13.9
Panela Granulada Chuncho Superfoods 500g,S/ 8.00,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,500.0,g,Panela Granulada Chuncho Superfoods,8.0
Panela Paramonga 500g,S/ 7.99,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,500.0,g,Panela Paramonga,7.99
Panela Orgánica de Piura Cuisine & Co Doypack 350 g,S/ 7.90,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,350.0,g,Panela Orgánica de Piura Cuisine & Co Doypack,7.9
Panela Orgánica Onza 500g,S/ 10.00,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,500.0,g,Panela Orgánica Onza,10.0
Panela Orgánica Onza 50un,S/ 10.90,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,50.0,un,Panela Orgánica Onza,10.9
Panela Orgánica Panela de Piura Caja 400 g,S/ 10.80,metro,AZÚCAR RUBIA,2024-12-05 16:25:15.869413,400.0,g,Panela Orgánica Panela de Piura Caja,10.8
