description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Bebida de Mango y Sandía Frumas Botella 400 ml,S/ 5.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,400.0,ml,Bebida de Mango y Sandía Frumas Botella,5.9
Bebida de Mango y Durazno Frumas Botella 400 ml,S/ 5.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,400.0,ml,Bebida de Mango y Durazno Frumas Botella,5.9
Bebida de Mango y Maracuyá Frumas Botella 400 ml,S/ 5.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,400.0,ml,Bebida de Mango y Maracuyá Frumas Botella,5.9
Bebida de Piña y Maracuyá Frumas Botella 400 ml,S/ 5.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,400.0,ml,Bebida de Piña y Maracuyá Frumas Botella,5.9
Bebida de Piña y Granadilla Golden Botella 485ml,S/ 4.79,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Piña y Granadilla Golden Botella,4.79
Bebida Frutaris Sabor Frutas Cítricas Botella 3L,S/ 4.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,3.0,l,Bebida Frutaris Sabor Frutas Cítricas Botella,4.9
Bebida Energizante Volt Gamer Ponche de Frutas Lata 473ml,S/ 4.99,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,473.0,ml,Bebida Energizante Volt Gamer Ponche de Frutas Lata,4.99
Bebida Frutaris Sabor Frutas Cítricas Botella 500ml,S/ 1.20,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,500.0,ml,Bebida Frutaris Sabor Frutas Cítricas Botella,1.2
Bebida de Manzana y Piña Golden Botella 485ml,S/ 5.79,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Manzana y Piña Golden Botella,5.79
Bebida Piña Colada Light Golden 485ml,S/ 6.79,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida Piña Colada Light Golden,6.79
Bebida de Chicha Morada Golden Botella 485ml,S/ 6.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Chicha Morada Golden Botella,6.5
Bebida de Camu Camu Golden Botella 485ml,S/ 6.19,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Camu Camu Golden Botella,6.19
Bebida de Chicha Morada Light Golden Botella 485ml,S/ 6.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Chicha Morada Light Golden Botella,6.5
Bebida de Membrillo y Piña Golden Botella 485ml,S/ 4.79,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Membrillo y Piña Golden Botella,4.79
Bebida de Emoliente Golden Botella 485ml,S/ 4.99,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,485.0,ml,Bebida de Emoliente Golden Botella,4.99
Bebida Chocolatada La Preferida 800ml,S/ 3.60,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,800.0,ml,Bebida Chocolatada La Preferida,3.6
Bebida de Almendra Laive Vio Sin Endulzar Caja 946ml,S/ 11.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Almendra Laive Vio Sin Endulzar Caja,11.9
Bebida de Durazno Frugos del Valle Caja 1.5L,S/ 5.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.5,l,Bebida de Durazno Frugos del Valle Caja,5.5
Bebida de Coco Laive Vio Sin Endulzar Caja 946ml,S/ 11.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Coco Laive Vio Sin Endulzar Caja,11.9
Bebida De Almendra Sin Gluten y Sin Azúcar Cuisine & Co Caja 1 Litro,S/ 8.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida De Almendra Sin Gluten y Sin Azúcar Cuisine & Co Caja itro,8.9
Bebida de Coco Laive Vio Caja 946ml,S/ 11.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Coco Laive Vio Caja,11.9
Bebida Instantánea Nescafé Gold Capuccino 10un,S/ 19.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,10.0,un,Bebida Instantánea Nescafé Gold Capuccino,19.5
Bebida Rehidratante Gatorade Pack 6 Unid x 500ml,S/ 12.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,6.0,un,Bebida Rehidratante Gatorade Pack  x,12.9
Bebida de Naranja Gloria Caja 1.5L,S/ 4.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.5,l,Bebida de Naranja Gloria Caja,4.9
Bebida de Maracuyá Gloria Caja 1L,S/ 3.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Maracuyá Gloria Caja,3.9
Bebida de Soya UHT Soy Vida Caja 1L,S/ 6.20,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Soya UHT Soy Vida Caja,6.2
Bebida Rehidratante Sporade Pack Surtido 6un x 500ml,S/ 9.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,6.0,un,Bebida Rehidratante Sporade Pack Surtido  x,9.9
Bebida de Piña Gloria Caja 1L,S/ 3.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Piña Gloria Caja,3.9
Bebida de Naranja Gloria Caja 1L,S/ 3.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Naranja Gloria Caja,3.9
Bebida de Naranja Frugos del Valle Caja 1.5L,S/ 5.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.5,l,Bebida de Naranja Frugos del Valle Caja,5.5
Bebida de Almendra Vainilla Nature's Heart Sin Azúcar Caja 946ml,S/ 10.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Almendra Vainilla Nature's Heart Sin Azúcar Caja,10.9
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3.78 lt",S/ 10.63,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,3.78,l,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella",10.63
Bebida con Avena Gloria Acti Avena Caja 1L,S/ 6.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida con Avena Gloria Acti Avena Caja,6.5
Bebida Rehidratante Gatorade Monosabor Pack 6 Unid x 500ml,S/ 12.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,6.0,un,Bebida Rehidratante Gatorade Monosabor Pack  x,12.9
Bebida de Coco Nature's Heart Sin Azúcar Caja 946ml,S/ 10.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Coco Nature's Heart Sin Azúcar Caja,10.9
Bebida de Almendra Nature's Heart Sin Azúcar Caja 946ml,S/ 10.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Almendra Nature's Heart Sin Azúcar Caja,10.9
Bebida de Manzana Frugos del Valle Caja 1.5L,S/ 5.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.5,l,Bebida de Manzana Frugos del Valle Caja,5.5
Bebida Con Gas San Luis Manzana Botella 625ml,S/ 2.20,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,625.0,ml,Bebida Con Gas San Luis Manzana Botella,2.2
Bebida de Durazno Frugos del Valle Caja 970ml,S/ 3.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,970.0,ml,Bebida de Durazno Frugos del Valle Caja,3.9
Bebida con Soya Laive Vio Caja 946ml,S/ 7.60,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida con Soya Laive Vio Caja,7.6
Bebida de Almendra Original Cuisine & Co Caja 1 lt,S/ 8.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Almendra Original Cuisine & Co Caja,8.9
Bebida Frugos Fresh Citrus Botella 3L,S/ 5.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,3.0,l,Bebida Frugos Fresh Citrus Botella,5.9
Bebida de Avena Nature's Heart Sin Azúcar Caja 946ml,S/ 10.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,946.0,ml,Bebida de Avena Nature's Heart Sin Azúcar Caja,10.9
Bebida en Polvo Clight Sin Calorías Sabor Piña 14g,S/ 2.30,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Piña,2.3
Bebida de Coco Cuisine & Co Sin Azúcar Añadida Caja 1L,S/ 8.90,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,1.0,l,Bebida de Coco Cuisine & Co Sin Azúcar Añadida Caja,8.9
"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella 3L",S/ 7.10,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,3.0,l,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella",7.1
Bebida Energizante Red Bull Sugar Free Pack de 4 unid Lata 250 ml,S/ 28.50,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,4.0,un,Bebida Energizante Red Bull Sugar Free Pack de  Lata,28.5
Bebida en Polvo Clight Sin Calorías Sabor Naranja 14g,S/ 2.30,metro,BEBIDA DE FRUTA ENVASADA,2024-12-05 16:57:57.789427,14.0,g,Bebida en Polvo Clight Sin Calorías Sabor Naranja,2.3
