description,brand,price,website,search_term,scrape_timestamp
Carne Molida Light EL BUEN CORTE x kg,EL BUEN CORTE,S/ 36.50,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Carne Molida EL BUEN CORTE x kg,EL BUEN CORTE,S/ 24.99,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Carne para Lomo Saltado EL BUEN CORTE x kg,EL BUEN CORTE,S/ 45.00,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Carne Molida de Pavita x 500g,VIVANDA,S/ 15.90,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Carne Molida de Pollo AVINKA,AVINKA,S/ 24.70,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Carne Molida de Cerdo SAN FERNANDO Paquete 500g,SAN FERNANDO,S/ 15.50,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Empanada de Carne LA FLORENCIA Paquete 4un,LA FLORENCIA,S/ 13.20,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Salsa de Carne DON ITALO Pote 250g,DON ITALO,S/ 19.70,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Hamburguesa de Carne La Casera SAN FERNANDO Bolsa 910g,SAN FERNANDO,S/ 12.60,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Caldo en cubitos MAGGI Sabor carne Caja 75.2Gr,MAGGI,S/ 4.50,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Caldo de Carne DOÑA GUSTA Concentrado en Polvo Caja 42g,DOÑA GUSTA,S/ 2.30,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Empanada de Carne LA FLORENCIA 1un,LA FLORENCIA,S/ 3.70,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Sopa Instántanea AJINOMEN Sabor a Carne Bolsa 80g,AJINOMEN,S/ 1.90,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Caldo MAGGI Cubito Sabor Carne 100g Paquete 25un,MAGGI,S/ 5.50,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
Comida para Perros DOG CHOW Adultos razas Pequeñas Carne y Pollo Bolsa 8kg,DOG CHOW,S/ 120.10,vivanda,CARNE DE CARNERO,2024-12-07 13:57:11.761062
