description,brand,price,website,search_term,scrape_timestamp
Margarina Light DORINA Pote 450g,DORINA,S/ 11.50,vivanda,CORVINA,2024-12-07 14:07:07.510347
Margarina Clásica DORINA Pote 220g,DORINA,S/ 8.10,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cerveza CORONA Cero sin Alcohol Botella 355ml Paquete 6un,CORONA,S/ 29.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Margarina Clásica DORINA Pote 450g,DORINA,S/ 11.50,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cerveza CORONA Extra Botella 330ml 6 Pack,CORONA,S/ 32.50,vivanda,CORVINA,2024-12-07 14:07:07.510347
Margarina Light DORINA Pote 220g,DORINA,S/ 6.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina Empotrable INDURAMA 4 Quemadores EGASI-604CGNE Negro,INDURAMA,"S/ 1,459.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas MABE 4 Quemadores CMP6030FX0,MABE,"S/ 1,249.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina Eléctrica IMACO 2 Quemadores HP1400 Negro,IMACO,S/ 99.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cerveza CORONA Extra 6 Pack Lata 355ml,CORONA,S/ 24.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina Empotrable INDURAMA 5 Quemadores EGASI-905CGNE Negro,INDURAMA,"S/ 1,659.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas Empotrada INDURAMA EGI-604VDEG 4 Hornillas Negro,INDURAMA,S/ 999.00,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas MABE 4 Quemadores CMP6012AG0 Grafito,MABE,S/ 999.00,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas Empotrada INDURAMA EGI-905VDEG 5 Hornillas Negro,INDURAMA,"S/ 1,149.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas INDURAMA 4 Quemadores GRANADA ZAF Croma,INDURAMA,"S/ 1,499.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas INDURAMA 6 Quemadores PARMA ZAF Croma,INDURAMA,"S/ 1,749.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina Basica MKB 29 Piezas 889-197 Verde,MKB,S/ 49.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas INDURAMA 4 Quemadores Vercelli Zafiro Croma,INDURAMA,"S/ 1,799.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas INDURAMA 5 Quemadores Roma Zafiro Croma,INDURAMA,"S/ 2,099.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas INDURAMA 4 Quemadores FONTANA Gris,INDURAMA,S/ 659.00,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas SOLE 4 Quemadores SOLCO034 Negro,SOLE,"S/ 1,050.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas SOLE 5 Quemadores 3120SOLCO041 Negro,SOLE,"S/ 1,975.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Tendido CORONA Re Act 23cm,CORONA,S/ 7.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Redondo CORONA 16cm,CORONA,S/ 7.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Hondo CORONA Hon 540cc,CORONA,S/ 16.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Tendido CORONA 27cm,CORONA,S/ 14.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Tendido CORONA 24cm,CORONA,S/ 11.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Tendido CORONA 20cm,CORONA,S/ 8.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Rectangular CORONA 25cm,CORONA,S/ 14.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato Hondo CORONA 450cc,CORONA,S/ 9.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina a Gas BLACKLINE 1 Hornilla 1-01SRB Plateado,BLACKLINE,S/ 109.00,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cocina Empotrable a Gas SOLE 5 Quemadores Vidrio templado,SOLE,"S/ 1,490.00",vivanda,CORVINA,2024-12-07 14:07:07.510347
Plato para Pan CORONA Actualite Blanco 18cm,CORONA,S/ 5.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Sal Marina EMSAL Cocina Bolsa 1Kg,EMSAL,S/ 2.40,vivanda,CORVINA,2024-12-07 14:07:07.510347
Pulidor de Cocina SAPOLIO Limón Frasco 450g,SAPOLIO,S/ 7.30,vivanda,CORVINA,2024-12-07 14:07:07.510347
Antigrasa MR MÚSCULO Cocina Naranja Repuesto Doypack 500cm3,MR MUSCULO,S/ 7.70,vivanda,CORVINA,2024-12-07 14:07:07.510347
Guante de Cocina VIRUTEX Talla SM Paquete 1un,VIRUTEX,S/ 11.10,vivanda,CORVINA,2024-12-07 14:07:07.510347
Sal de Cocina BELL'S Bolsa 1Kg,BELL'S,S/ 2.00,vivanda,CORVINA,2024-12-07 14:07:07.510347
Limpiador FROSCH Accesorios de Cocina Botella 300ml,FROSCH,S/ 22.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Desinfectante de Cocina FROSCH Ecoamigable Frasco 500ml,FROSCH,S/ 24.70,vivanda,CORVINA,2024-12-07 14:07:07.510347
Café Molido JUAN VALDEZ Colina Bolsa 250g,JUAN VALDEZ,S/ 37.20,vivanda,CORVINA,2024-12-07 14:07:07.510347
Pinza de Cocina VIVA HOME Negro,VIVA HOME,S/ 7.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Guante SCOTCH-BRITE Cocina talla 7,SCOTCH-BRITE,S/ 12.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Guante SCOTCH-BRITE Cocina talla 6,SCOTCH-BRITE,S/ 12.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Set de Cocina PLAY DOH E7253 Surtido,PLAY DOH,S/ 39.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Set de Juego de Cocina BEI DI YUAN TOYS 29 Piezas,BEI DI YUAN TOYS,S/ 49.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cuchillos de Cocina FACUSA MP7,FACUSA,S/ 13.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
"Cuchillo para Cocina TRAMONTINA 8""",TRAMONTINA,S/ 17.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cuchillo FACUSA Cocina 5 M,FACUSA,S/ 13.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
Cuchillo de Cocina Fp5 FACUSA,FACUSA,S/ 10.90,vivanda,CORVINA,2024-12-07 14:07:07.510347
