description,brand,price,website,search_term,scrape_timestamp
Refresco TAMPICO Citrus Punch Botella 3L,TAMPICO,S/ 7.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco TAMPICO Citrus Punch Botella 500ml,TAMPICO,S/ 1.70,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco TAMPICO Citrus Punch Botella 1.87L,TAMPICO,S/ 7.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco TAMPICO Citrus Punch Botella 3.78L,TAMPICO,S/ 11.50,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco CLIGHT Toronja con Splenda Sobre 14g,CLIGHT,S/ 2.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,UMSHA,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Frutisimos Chicha Morada Bolsa 20g,UMSHA,S/ 1.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Maracuyá Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Chicha Morada Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Piña Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco TAMPICO Citrus Punch Botella 600ml,TAMPICO,S/ 3.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,CIFRUT,S/ 3.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco GLORIA Chicha morada Botella 400Ml,GLORIA,S/ 1.70,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco GLORIA Chicha Morada Casera Botella 3L,GLORIA,S/ 7.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco CIFRUT Citrus Punch Botella 1.5L,CIFRUT,S/ 3.30,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Fresa Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Refresco UMSHA Naranja Bolsa 13g,UMSHA,S/ 1.00,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Fluido con Color NIVEA Luminous Anti-Manchas FPS30 Frasco 40ml,NIVEA,S/ 64.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Fluido Día SPF50 Antimanchas NIVEA Cellular Luminous Frasco 40ml,NIVEA,S/ 90.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Plátano LA FLORENCIA 1un + Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke Marmoleado LA FLORENCIA 1un + Refresco CIFRUT Citrus Punch Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Cuchara para Refresco TRAMONTINA Service,TRAMONTINA,S/ 9.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Cuchara de Refresco FACUSA Paquete 3un,FACUSA,S/ 12.90,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Plátano LA FLORENCIA 1un + Refresco CIFRUT Citrus Punch Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Naranja LA FLORENCIA 1un + Refresco CIFRUT Citrus Punch Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Naranja LA FLORENCIA 1un + Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Chocolate LA FLORENCIA 1un + Refresco CIFRUT Citrus Punch Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Chocolate LA FLORENCIA 1un + Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Vainilla LA FLORENCIA 1un + Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke Marmoleado LA FLORENCIA 1un + Refresco CIFRUT Fruit Punch Citrus Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pack Keke de Vainilla LA FLORENCIA 1un + Refresco CIFRUT Citrus Punch Botella 1.5L,LA FLORENCIA,S/ 14.40,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Espinaca Baby BELL'S FRESCOS Bolsa 150g,BELL'S FRESCOS,S/ 4.39,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Champiñón Entero BELL'S FRESCOS Bandeja 200g,BELL'S FRESCOS,S/ 5.19,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
Pepino Holandés BELL'S FRESCOS x un,BELL'S FRESCOS,S/ 3.39,vivanda,REFRESCO ENVASADO (FLUIDO),2024-12-07 14:56:11.177982
