description,brand,price,website,search_term,scrape_timestamp
Gelatina UNIVERSAL Sabor a Fresa Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Piña Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Fresa con Stevia Bolsa 19g,UNIVERSAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Naranja sin Azúcar Caja 19g,UNIVERSAL,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Fresa Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Cereza Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina ROYAL Sabor a Fresa Bolsa 160g,ROYAL,S/ 5.00,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Naranja Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina ROYAL Sabor Naranja Bolsa 160g,ROYAL,S/ 5.20,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UNIVERSAL Sabor a Uva Bolsa 130g,UNIVERSAL,S/ 3.99,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UMSHA de Uva Bolsa 120g,UMSHA,S/ 3.50,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
Gelatina UMSHA Sabor a Limón Bolsa 120g,UMSHA,S/ 3.70,vivanda,GELATINA (PARA PREPARAR),2024-12-07 14:49:25.238267
