description,brand,price,website,search_term,scrape_timestamp
Leche UHT sin Lactosa GLORIA Zero Caja 1L Paquete 3un,GLORIA,S/ 15.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche UHT GLORIA Light Pack 3un x 1L,GLORIA,S/ 17.40,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Light GLORIA Lata 390g Paquete 6un,GLORIA,S/ 24.80,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche UHT GLORIA Entera Pack 3un x 1L,GLORIA,S/ 16.60,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Descremada GLORIA Slim UHT Triple Zero Caja 1L Paquete 3un,GLORIA,S/ 17.40,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Reconstituida Entera GLORIA Lata 390g Paquete 6un,GLORIA,S/ 23.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche SBELT UHT Descremada Caja 946ml Paquete 4un,SBELT,S/ 23.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Evaporada Entera GLORIA Lata 390g Paquete 6un,GLORIA,S/ 22.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Reconstituida Entera GLORIA Lata 390g,GLORIA,S/ 4.20,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Condensada NESTLÉ Lata 393g,NESTLÉ,S/ 6.30,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE UHT Light Caja 946ml Paquete 4un,LAIVE,S/ 22.90,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE Botella 390g Paquete 6un,LAIVE,S/ 23.29,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Descremada SBELT UHT Tetrapack 946ml,SBELT,S/ 5.89,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Fresca DANLAC Botella 900ml,DANLAC,S/ 7.60,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche UHT sin Lactosa GLORIA Zero Caja 1L,GLORIA,S/ 6.20,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE UHT Caja 946ml Paquete 4un,LAIVE,S/ 24.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Evaporada BELL'S Entera Lata 410g,BELL'S,S/ 4.10,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche GLORIA Zero Lacto Lata 390g Paquete 6un,ZERO LACTO,S/ 24.80,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE UHT Light Tetrapack 946ml,LAIVE,S/ 5.99,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Pasteurizada VAKIMU Botella 900ml,VAKIMU,S/ 5.99,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE Botella 390g,LAIVE,S/ 4.40,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche GLORIA UHT Light Caja 1L,GLORIA,S/ 6.10,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche sin Lactosa LAIVE Light Botella 390g Paquete 6un,LAIVE,S/ 23.29,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche LAIVE UHT Entera Tetrapack 946ml,LAIVE,S/ 5.70,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Deslactosada Light DANLAC Botella 900ml,DANLAC,S/ 8.00,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche LAIVE Practi Tarro Botella 390g Paquete 6un,LAIVE,S/ 21.29,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche GLORIA UHT Entera Caja 1L,GLORIA,S/ 6.00,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche en Polvo GLORIA Bolsa 96g,GLORIA,S/ 5.70,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Pasteurizada VAKIMU Chocolatada Botella 900ml,VAKIMU,S/ 6.99,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Parcialmente Descremada LAIVE Deli Avena Botella 250ml,LAIVE,S/ 3.10,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
Leche Entera LAIVE UHT Caja 946ml Paquete 4un,LAIVE,S/ 22.50,vivanda,YOGUR DE LECHE ENTERA,2024-12-07 14:13:30.319960
