brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
TOTTUS,Vinagre de Manzana 500 mL,S/ 8.30,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,500.0,ml,Vinagre de Manzana,8.3
TOTTUS,Vinagre de Manzana 1 Lt,S/ 14.80,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,1.0,l,Vinagre de Manzana t,14.8
TOTTUS,Compota de Manzana frasco de 113 g,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,113.0,g,Compota de Manzana frasco de,2.5
TOTTUS,Colado Orgánico Manzana Bebé 90g,S/ 2.90,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,90.0,g,Colado Orgánico Manzana Bebé,2.9
TOTTUS,COMPOTA DE MANZANA X 90G,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,90.0,g,COMPOTA DE MANZANA X,2.5
TOTTUS,Compota Pera Y Manzana - ENVASE 90 GR,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,90.0,g,Compota Pera Y Manzana - ENVASE R,2.5
TOTTUS,Mini Croissant Chips de Manzana y Canela 320 g,S/ 9.90,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,320.0,g,Mini Croissant Chips de Manzana y Canela,9.9
TOTTUS,COMPOTA DURAZNO Y MANZANA X 90G,S/ 2.50,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,90.0,g,COMPOTA DURAZNO Y MANZANA X,2.5
TOTTUS,Absorbente de Humedad Cojín Manzana Canela 2 x 50 gr,S/ 19.50,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,50.0,g,Absorbente de Humedad Cojín Manzana Canela 2 x r,19.5
,Vinagre de Manzana Pack 2 Unidades,S/ 24.10,tottus,MANZANA ISRAEL,2024-12-06 13:21:02.029039,2.0,un,Vinagre de Manzana Pack ades,24.1
