brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
SAN FERNANDO,La Casera 910 g 14 Un,S/ 13.50,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,910.0,g,La Casera,13.5
SAN FERNANDO,La Super 850 g 14 Un,S/ 14.90,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,850.0,g,La Super,14.9
REDONDOS,HAMB. LA REDONDITA X 14 UND.,S/ 11.50,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,14.0,un,HAMB. LA REDONDITA X D.,11.5
LOS HIERROS,Hamburguesa Parrillera 680 g,S/ 21.38,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,680.0,g,Hamburguesa Parrillera,21.38
OTTO KUNZ,HAMBURGUESA PREMIUM PARRILLERA OK X 4UN,S/ 26.90,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,4.0,un,HAMBURGUESA PREMIUM PARRILLERA OK X,26.9
TOTTUS,HAMBURGUESA CASERA DE CARNE X 14 UNID,S/ 13.50,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,14.0,un,HAMBURGUESA CASERA DE CARNE X,13.5
SAN FERNANDO,La Casera Con Pollo 910 g 14Un,S/ 13.90,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,910.0,g,La Casera Con Pollo,13.9
TOTTUS,Nugget De Pollo Con Brocoli Y Queso 12 Un,S/ 12.50,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,12.0,un,Nugget De Pollo Con Brocoli Y Queso,12.5
SAN FERNANDO,Nuggets De Pollo (10 unidades),S/ 4.90,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,10.0,un,Nuggets De Pollo (ades),4.9
OTTO KUNZ,HAMB. RES PREMIUM X 8 UNIDADES,S/ 24.90,tottus,HAMBURGUESA,2024-12-06 13:01:25.671946,8.0,un,HAMB. RES PREMIUM X ADES,24.9
