brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
TOTTUS,Duraznos en Mitades 820 g,S/ 6.50,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,820.0,g,Duraznos en Mitades,6.5
ARICA,Duraznos en Almíbar 820 g,S/ 8.50,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,820.0,g,Duraznos en Almíbar,8.5
COMPASS,Duraznos En Mitades x 820 g,S/ 8.50,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,820.0,g,Duraznos En Mitades x,8.5
TOTTUS,Caja Duraznos Mitades 12 Unidades x 820 gr,S/ 78,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,12.0,un,Caja Duraznos Mitades ades x r,78.0
TOTTUS,Duraznos en Mitades 415g,S/ 5.90,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,415.0,g,Duraznos en Mitades,5.9
PULP,Conservas De Durazno x 820 g,S/ 11,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,820.0,g,Conservas De Durazno x,11.0
ACONCAGUA,Duraznos en Almíbar 822 g,S/ 10.90,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,822.0,g,Duraznos en Almíbar,10.9
TOTTUS,Caja Durazno En Mitades 415 g x 24 Unidades,S/ 141.60,tottus,DURAZNO EN CONSERVA,2024-12-06 13:30:21.084974,415.0,g,Caja Durazno En Mitades  x ades,141.6
