brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
CAFETAL,Café tostado y molido Selecto 900 gr,S/ 34.50,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,900.0,g,Café tostado y molido Selecto r,34.5
SELLO ROJO,Café tostado y molido 425 gr,S/ 23.90,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,425.0,g,Café tostado y molido r,23.9
TOTTUS,Café tostado y molido 500 gr,S/ 19.90,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,500.0,g,Café tostado y molido r,19.9
TOTTUS,Café tostado y molido 200 gr,S/ 11.70,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,200.0,g,Café tostado y molido r,11.7
CAFETAL,Café tostado y molido Selecto de 454 g,S/ 20.50,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,454.0,g,Café tostado y molido Selecto de,20.5
CAFFE,Café Molido y Tostado Selecto Gourmet 250g,S/ 36.50,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,250.0,g,Café Molido y Tostado Selecto Gourmet,36.5
,Café tostado y molido premium Expreso Caffé de 250 g,S/ 27.40,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,250.0,g,Café tostado y molido premium Expreso Caffé de,27.4
,Café Tostado Y Molido Tipo Espresso x 215 g,S/ 29.50,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,215.0,g,Café Tostado Y Molido Tipo Espresso x,29.5
CAFFE,Café Tostado Y Molido Selecto Notas Frutos Rojos 250 g,S/ 36.50,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,250.0,g,Café Tostado Y Molido Selecto Notas Frutos Rojos,36.5
TOTTUS,Comino molido 60 gr,S/ 6.70,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,60.0,g,Comino molido r,6.7
SIBARITA,Ajo molido Siba de 250 g,S/ 15,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,250.0,g,Ajo molido Siba de,15.0
PIKI,Ajo Molido 350 g,S/ 12.10,tottus,CARNE MOLIDA DE VACUNO,2024-12-06 12:52:21.843249,350.0,g,Ajo Molido,12.1
