brand,description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
SPLENDA,Stevia Edulcorante - 160 unidades,S/ 74.50,tottus,EDULCORANTE,2024-12-06 13:49:19.058319,160.0,un,Stevia Edulcorante - ades,74.5
