description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Maíz Morado x kg,S/ 9.99 x kg,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,1.0,kg,Maíz Morado,9.99
Maíz Pop Corn Costeño 500g,S/ 4.00,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,500.0,g,Maíz Pop Corn Costeño,4.0
Maíz Pop Corn Cuisine & Co 500g,S/ 4.70,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,500.0,g,Maíz Pop Corn Cuisine & Co,4.7
Maíz Pop Corn Tesoro Del Campo Bolsa 500 g,S/ 5.00,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,500.0,g,Maíz Pop Corn Tesoro Del Campo Bolsa,5.0
Maíz Gigante Inka Corn Original 100g,S/ 6.20,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,100.0,g,Maíz Gigante Inka Corn Original,6.2
Maíz Gigante Original Inka Corn Doypack 500 g,S/ 24.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,500.0,g,Maíz Gigante Original Inka Corn Doypack,24.9
Cancha Chulpi Villa Natura 250g,S/ 12.30,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,250.0,g,Cancha Chulpi Villa Natura,12.3
Maíz Gigante Inka Corn Chile Picante 100g,S/ 6.20,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,100.0,g,Maíz Gigante Inka Corn Chile Picante,6.2
Maíz Pop Corn Valle Norte Bolsa 500 g,S/ 6.40,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,500.0,g,Maíz Pop Corn Valle Norte Bolsa,6.4
Maíz con Miel Vita Pluss Bolsa 140 g,S/ 3.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,140.0,g,Maíz con Miel Vita Pluss Bolsa,3.9
Maíz Dulce en Granos Fruto de Oro 425g,S/ 6.99,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,425.0,g,Maíz Dulce en Granos Fruto de Oro,6.99
Maíz Mote Sierra Exportadora Desgranado Bolsa 425 g,S/ 14.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,425.0,g,Maíz Mote Sierra Exportadora Desgranado Bolsa,14.9
Maíz Chulpi Desgranado Kuski Bolsa 425 g,S/ 16.30,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,425.0,g,Maíz Chulpi Desgranado Kuski Bolsa,16.3
Cancha Chulpi Salada Cuisine & Co Bolsa 100 g,S/ 3.12,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,100.0,g,Cancha Chulpi Salada Cuisine & Co Bolsa,3.12
Maíz Morado Deshidratado Guva 1kg,S/ 18.50,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,1.0,kg,Maíz Morado Deshidratado Guva,18.5
Maíz Morado Justo al Día 700g,S/ 13.40,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,700.0,g,Maíz Morado Justo al Día,13.4
Maíz Morado en Polvo Ecoandino Orgánico 200g,S/ 14.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,200.0,g,Maíz Morado en Polvo Ecoandino Orgánico,14.9
Maíz Desgranado Orgánico The Fresh Market 425g,S/ 13.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,425.0,g,Maíz Desgranado Orgánico The Fresh Market,13.9
Seco de Pollo x kg,S/ 37.90 x kg,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,1.0,kg,Seco de Pollo,37.9
Maíz Cancha Sierra Exportadora Desgranado Bolsa 425 g,S/ 11.30,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,425.0,g,Maíz Cancha Sierra Exportadora Desgranado Bolsa,11.3
Seco de Res con Frejoles Nadú Criollo Bandeja 390 gr,S/ 15.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,390.0,g,Seco de Res con Frejoles Nadú Criollo Bandeja r,15.9
Seco de Pollo con Arroz Blanco Cuisine & Co 400g,S/ 13.20,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,400.0,g,Seco de Pollo con Arroz Blanco Cuisine & Co,13.2
Maíz Gigante Original Inka Corn 42g,S/ 2.80,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,42.0,g,Maíz Gigante Original Inka Corn,2.8
Seco de Res con Arroz Blanco Cuisine & Co 400g,S/ 14.50,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,400.0,g,Seco de Res con Arroz Blanco Cuisine & Co,14.5
Maiz Cuzco Frito y Salado Cuisine&Co Bolsa 100 g,S/ 3.68,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,100.0,g,Maiz Cuzco Frito y Salado Cuisine&Co Bolsa,3.68
Galletas de Maíz Horneadas Salmas 144g,S/ 10.50,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,144.0,g,Galletas de Maíz Horneadas Salmas,10.5
Pecanas Peladas Cuisine&Co Pote 100 g,S/ 13.80,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,100.0,g,Pecanas Peladas Cuisine&Co Pote,13.8
Frutos de Secos Cocktail Premium Villa Natura 250g,S/ 14.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,250.0,g,Frutos de Secos Cocktail Premium Villa Natura,14.9
Twelvepack Galletas de Maíz Salmas Horneadas 18g,S/ 14.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,18.0,g,Twelvepack Galletas de Maíz Salmas Horneadas,14.9
Hojuelas de Maíz Kellogg's Corn Flakes 410g,S/ 16.80,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,410.0,g,Hojuelas de Maíz Kellogg's Corn Flakes,16.8
Aceite de Canola Cuisine & Co Botella 1 lt,S/ 11.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,1.0,l,Aceite de Canola Cuisine & Co Botella,11.9
Duraznos En Almíbar Wong Lata 820 g,S/ 7.50,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,820.0,g,Duraznos En Almíbar Wong Lata,7.5
Galletas de Maíz Horneadas Sin Gluten Salmas Sanissimo Caja 360 g,S/ 17.90,wong,MAÍZ SECO CANCHA,2024-12-05 17:32:03.263789,360.0,g,Galletas de Maíz Horneadas Sin Gluten Salmas Sanissimo Caja,17.9
