description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Arándanos Extra Wong 500g,S/ 19.50,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,500.0,g,Arándanos Extra Wong,19.5
Arándano Hortifrut 300g,S/ 10.99,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,300.0,g,Arándano Hortifrut,10.99
Arándanos Wong 200g,S/ 7.99,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,200.0,g,Arándanos Wong,7.99
Arándano Blueberry 500 g,S/ 15.99,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,500.0,g,Arándano Blueberry,15.99
Arándano Entero Congelado El Frutero 1kg,S/ 20.99,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,1.0,kg,Arándano Entero Congelado El Frutero,20.99
"Arándanos, Zarzamoras y Frambuesas Congeladas Berries Del Perú Bolsa 350 g",S/ 13.03,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,350.0,g,"Arándanos, Zarzamoras y Frambuesas Congeladas Berries Del Perú Bolsa",13.03
"Arándanos, Fresas, Zarzamoras, Cerezas y Frambuesas Congeladas Berries Del Perú Bolsa 350 g",S/ 13.52,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,350.0,g,"Arándanos, Fresas, Zarzamoras, Cerezas y Frambuesas Congeladas Berries Del Perú Bolsa",13.52
Arándanos Congelados Berries del Perú 1kg,S/ 19.68,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,1.0,kg,Arándanos Congelados Berries del Perú,19.68
"Arándanos, Fresas, Zarzamoras y Cerezas Congeladas Berries Del Perú Bolsa 350 g",S/ 12.72,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,350.0,g,"Arándanos, Fresas, Zarzamoras y Cerezas Congeladas Berries Del Perú Bolsa",12.72
Arándanos Congelados Berries Del Perú Bolsa 350g,S/ 11.11,wong,ARÁNDANOS,2024-12-05 18:38:10.611265,350.0,g,Arándanos Congelados Berries Del Perú Bolsa,11.11
