description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Mantequilla con Sal Gloria 390g,S/ 17.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,390.0,g,Mantequilla con Sal Gloria,17.9
Mantequilla con Sal Laive 180g,S/ 10.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla con Sal Laive,10.9
Mantequilla con Sal Gloria 180g,S/ 9.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla con Sal Gloria,9.9
Mantequilla Plusa Con Sal Barra 200 g,S/ 11.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla Plusa Con Sal Barra,11.9
Mantequilla Gloria Sin Sal 180g,S/ 9.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla Gloria Sin Sal,9.9
Mantequilla con Sal Laive 180g,S/ 13.99,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla con Sal Laive,13.99
Mantequilla de Maní Untable Pote 410 g,S/ 25.00,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,410.0,g,Mantequilla de Maní Untable Pote,25.0
Mantequilla con Sal Danlac Frasco 180g,S/ 16.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla con Sal Danlac Frasco,16.9
Mantequilla Sin Sal Laive 180g,S/ 10.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla Sin Sal Laive,10.9
Mantequilla de Maní Cuisine&Co Frasco 410 g,S/ 21.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,410.0,g,Mantequilla de Maní Cuisine&Co Frasco,21.9
Mantequilla con Sal Gloria 180g,S/ 10.50,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Mantequilla con Sal Gloria,10.5
Mantequilla con Sal Gloria 90g,S/ 6.40,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,90.0,g,Mantequilla con Sal Gloria,6.4
Mantequilla con Sal Président Barra 200 gr,S/ 20.70,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla con Sal Président Barra r,20.7
Mantequilla con Sal Laive 100g,S/ 7.60,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,100.0,g,Mantequilla con Sal Laive,7.6
Mantequilla de Maní Sin Azúcar Santa Manía Frasco 230 g,S/ 20.50,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,230.0,g,Mantequilla de Maní Sin Azúcar Santa Manía Frasco,20.5
Mantequilla sin Sal Président Barra 200 gr,S/ 20.70,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla sin Sal Président Barra r,20.7
Mantequilla de Maní Spread 410g,S/ 21.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,410.0,g,Mantequilla de Maní Spread,21.9
Mantequilla de Frutos Secos Almendras The Butter Factory Frasco 200 g,S/ 31.00,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla de Frutos Secos Almendras The Butter Factory Frasco,31.0
Mantequilla con Sal Piamonte 250g,S/ 16.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,250.0,g,Mantequilla con Sal Piamonte,16.9
Mantequilla de Maní Orgánica Wasi Frasco 240 g,S/ 23.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,240.0,g,Mantequilla de Maní Orgánica Wasi Frasco,23.9
Mantequilla de Maní Peter Pan Crunchy Frasco 16.3 Onzas,S/ 30.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,16.3,oz,Mantequilla de Maní Peter Pan Crunchy Frasco,30.9
Mantequilla Con Sal Paysan Breton Barra 200 g,S/ 26.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla Con Sal Paysan Breton Barra,26.9
Mantequilla con Sal La Abuela 150g,S/ 12.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,150.0,g,Mantequilla con Sal La Abuela,12.9
Mantequilla de Maní Peter Pan Creamy Frasco 16.3 Onzas,S/ 30.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,16.3,oz,Mantequilla de Maní Peter Pan Creamy Frasco,30.9
Mantequilla La Chuguranita Barra 150 g,S/ 16.20,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,150.0,g,Mantequilla La Chuguranita Barra,16.2
Mantequilla de Maní Pote 454 g,S/ 28.20,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,454.0,g,Mantequilla de Maní Pote,28.2
Mantequilla de Almendras Sin Azúcar Santa Manía Frasco 185 g,S/ 35.70,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,185.0,g,Mantequilla de Almendras Sin Azúcar Santa Manía Frasco,35.7
Mantequilla de Frutos Secos Choco Almendras The Butter Factory Frasco 200 g,S/ 32.00,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla de Frutos Secos Choco Almendras The Butter Factory Frasco,32.0
Mantequilla de Frutos Secos Almendras Crunchy The Butter Factory Frasco 200 g,S/ 31.00,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla de Frutos Secos Almendras Crunchy The Butter Factory Frasco,31.0
Mantequilla Latteria Soresina Barra 125 g,S/ 17.50,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,125.0,g,Mantequilla Latteria Soresina Barra,17.5
Mantequilla de Maní Crujiente Essential Everyday 454g,S/ 28.20,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,454.0,g,Mantequilla de Maní Crujiente Essential Everyday,28.2
Mantequilla Sin Sal Paysan Breton Barra 200 g,S/ 26.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla Sin Sal Paysan Breton Barra,26.9
Mantequilla de Maní con Cacao Spread Chocomaní 410g,S/ 21.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,410.0,g,Mantequilla de Maní con Cacao Spread Chocomaní,21.9
Mantequilla con Sal Arias 235g,S/ 32.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,235.0,g,Mantequilla con Sal Arias,32.9
Mantequilla Sin Sal Piamonte 250g,S/ 16.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,250.0,g,Mantequilla Sin Sal Piamonte,16.9
Mantequilla Vegana Sabor Finas Hierbas Las Tres Gunas 120g,S/ 18.40,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,120.0,g,Mantequilla Vegana Sabor Finas Hierbas Las Tres Gunas,18.4
Mantequilla Vegana Dyfferent 150g,S/ 19.10,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,150.0,g,Mantequilla Vegana Dyfferent,19.1
Mantequilla Vegana Las Tres Gunas 120g,S/ 17.20,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,120.0,g,Mantequilla Vegana Las Tres Gunas,17.2
Mantequilla Con Sal Crystal Farms x 226 g,S/ 15.50,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,226.0,g,Mantequilla Con Sal Crystal Farms x,15.5
Mantequilla Sin Sal Arias 235g,S/ 32.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,235.0,g,Mantequilla Sin Sal Arias,32.9
Mantequilla Sin Sal Zanetti 125g,S/ 16.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,125.0,g,Mantequilla Sin Sal Zanetti,16.9
Mantequilla de Ajo Italian Rose 198g,S/ 20.20,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,198.0,g,Mantequilla de Ajo Italian Rose,20.2
Mantequilla Asturiana 125g,S/ 16.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,125.0,g,Mantequilla Asturiana,16.9
Mantequilla de Maní Unión 1Kg,S/ 49.80,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,1.0,kg,Mantequilla de Maní Unión,49.8
Mantequilla de Maní 200g,S/ 9.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Mantequilla de Maní,9.9
Cachito De Mantequilla Don Mamino Bolsa 6 Unidades,S/ 9.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,6.0,un,Cachito De Mantequilla Don Mamino Bolsa ades,9.9
Cachito de Mantequilla 5un,S/ 3.25,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,5.0,un,Cachito de Mantequilla,3.25
Margarina Sello de Oro Barra 200g,S/ 4.50,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,200.0,g,Margarina Sello de Oro Barra,4.5
Crema de Avellanas Nutella 350g,S/ 38.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,350.0,g,Crema de Avellanas Nutella,38.9
Crema a Base de Mantequilla Laive 350g,S/ 13.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,350.0,g,Crema a Base de Mantequilla Laive,13.9
Crema de Mantequilla Light Laive 180g,S/ 15.49,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,180.0,g,Crema de Mantequilla Light Laive,15.49
Crema de Avellanas Nutella 650g,S/ 69.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,650.0,g,Crema de Avellanas Nutella,69.9
Margarina Sello de Oro Barra 90g,S/ 3.30,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,90.0,g,Margarina Sello de Oro Barra,3.3
Crema Avellanas con Cacao Cuisine & Co 350g,S/ 11.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,350.0,g,Crema Avellanas con Cacao Cuisine & Co,11.9
Margarina Dorina Clásica 220g,S/ 6.90,wong,MANTEQUILLA ENVASADA,2024-12-05 18:25:04.559173,220.0,g,Margarina Dorina Clásica,6.9
