description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Leche Condensada Nestlé Lata 393g,S/ 6.20,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,393.0,g,Leche Condensada Nestlé Lata,6.2
Leche Condensada Gloria 393g,S/ 6.50,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,393.0,g,Leche Condensada Gloria,6.5
Leche Condensada Gloria Doy Pack 200 g,S/ 5.30,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,200.0,g,Leche Condensada Gloria Doy Pack,5.3
Leche Condensada Cuisine & Co Lata 397g,S/ 5.90,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,397.0,g,Leche Condensada Cuisine & Co Lata,5.9
Leche Condensada Sin Lactosa Nestlé 387g,S/ 7.40,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,387.0,g,Leche Condensada Sin Lactosa Nestlé,7.4
Leche Condensada Nestlé Lata 100g,S/ 3.80,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,100.0,g,Leche Condensada Nestlé Lata,3.8
Condensada Nestlé Topping 397g,S/ 5.50,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,397.0,g,Condensada Nestlé Topping,5.5
Leche Condesada de Coco Orgánica Lata 210 g,S/ 20.50,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,210.0,g,Leche Condesada de Coco Orgánica Lata,20.5
Condensada Topping Nestle 100g,S/ 3.00,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,100.0,g,Condensada Topping Nestle,3.0
Leche Condensada Gloria Doypack 90 g,S/ 3.60,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,90.0,g,Leche Condensada Gloria Doypack,3.6
Alimento Azucarado Bonlé 397g,S/ 5.50,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,397.0,g,Alimento Azucarado Bonlé,5.5
Bebida a Base de Coco Condensada Lata 320 g,S/ 12.90,wong,LECHE CONDENSADA,2024-12-05 18:18:59.450238,320.0,g,Bebida a Base de Coco Condensada Lata,12.9
