description,brand,price,website,search_term,scrape_timestamp
Ajo Entero,VIVANDA,S/ 14.99,vivanda,AJO ENTERO,2024-12-04 17:56:54.726178
Ajo Entero Pelado BELL'S FRESCOS Bandeja 250g,BELL'S FRESCOS,S/ 14.99,vivanda,AJO ENTERO,2024-12-04 17:56:54.726178
