description,brand,price,website,search_term,scrape_timestamp
Jugo de Fruta NATURALE Maracuyá Botella 500ml,NATURALE,S/ 4.80,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Agua Gasificada LACROIX Maracuyá Lata 355ml,LACROIX,S/ 4.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Tarta de Maracuyá LA FLORENCIA,LA FLORENCIA,S/ 36.60,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Helado FRIO RICO Maracuyá Pote 900ml,FRIO RICO,S/ 24.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Pulpa de Maracuyá Congelada EL FRUTERO Bolsa 500g,EL FRUTERO,S/ 12.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Pisco Sour TABERNERO Maracuyá Botella 700ml,TABERNERO,S/ 19.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Chupetín GLOBO POP Maracuyá Bolsa 432g,GLOBO POP,S/ 7.80,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Pisco Sour PISCANO Maracuyá Botella 700ml,PISCANO,S/ 17.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Chupetes BOM BOM BUM con Chicle sabor Maracuyá Bolsa 456g,BON BON,S/ 8.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Jugo de Fruta KERO Mango y Maracuyá Botella 475ml,KERO,S/ 5.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Refresco UMSHA Frutísimos Maracuyá Bolsa 20g,UMSHA,S/ 1.30,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Chilcano TABERNERO Maracuyá Botella 275ml,TABERNERO,S/ 6.50,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Refresco UMSHA Maracuyá Bolsa 13g,UMSHA,S/ 1.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Chilcano de Maracuyá PORTÓN Lata 355ml,PORTON,S/ 8.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Chilcano PISCANO Maracuyá Botella 275ml,PISCANO,S/ 5.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt Griego Parcialmente Descremado TIGO Sabor Mango - Maracuyá Pote 1Kg,TIGO,S/ 17.80,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt Batido GLORIA Griego Sabor Maracuyá Vaso 120g,GLORIA,S/ 2.20,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Bebida PULP Maracuyá Caja 1L,PULP,S/ 4.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Bebida Rehidratante POWERADE Maracuyá Botella 600ml,POWERADE,S/ 2.40,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Bebida GLORIA Maracuyá Caja 1L,GLORIA,S/ 4.40,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Bebida FRU + Piña Maracuyá Botella 400ml,FRU +,S/ 5.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Bebida FRU + Mango Maracuyá Botella 400ml,FRU +,S/ 5.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt Griego LAIVE Mango y Maracuyá Botella 800g,LAIVE,S/ 10.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Sour WASSKA Maracuyá Caja 125g,WASSKA,S/ 8.90,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt GLORIA Slim Sabor a Maracuyá Vaso 120g,GLORIA,S/ 2.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt GLORIA Slim Triple Zero Sabor a Maracuyá Botella 1Kg,GLORIA,S/ 7.00,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt GLORIA Slim Triple Zero Sabor a Maracuyá Botella 1.7Kg,GLORIA,S/ 11.60,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Agua con Gas SAN LUIS Sabor a Maracuyá Botella 625ml,SAN LUIS,S/ 2.20,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Frio Rico D'ONOFRIO Paleta Mini Sabor Maracuyá Caja 5un,D'ONOFRIO,S/ 24.50,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Yogurt Batido GLORIA Griego Sabor Maracuyá Bolsa 800g,GLORIA,S/ 7.70,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
Maracuya,VIVANDA,S/ 7.79,vivanda,MARACUYÁ,2024-12-04 17:42:56.984328
