description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Carne Molida Especial Nacional x kg,S/ 24.99 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne Molida Especial Nacional,24.99
Carne para Guiso Nacional x kg,S/ 33.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Guiso Nacional,33.9
Carne Molida de Bisteck Nacional x kg,S/ 35.80 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne Molida de Bisteck Nacional,35.8
Carne Molida de Pavita San Fernando Bolsa 500 g,S/ 16.40,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,500.0,g,Carne Molida de Pavita San Fernando Bolsa,16.4
Carne de Pollo Molida San Fernando 500g,S/ 12.70,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,500.0,g,Carne de Pollo Molida San Fernando,12.7
Carne para Saltado de Res Nacional Metro x Kg,S/ 43.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Saltado de Res Nacional Metro,43.9
Carne Molida Económica Congelada Los Hierros x 500 g,S/ 13.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,500.0,g,Carne Molida Económica Congelada Los Hierros x,13.9
Carne Molida Porcionada Los Hierros 800g,S/ 19.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,800.0,g,Carne Molida Porcionada Los Hierros,19.9
Carne Picada de Res Metro x kg,S/ 38.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne Picada de Res Metro,38.9
Carne Molida Especial Congelada Los Hierros x 500 g,S/ 18.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,500.0,g,Carne Molida Especial Congelada Los Hierros x,18.9
Carne para Guiso Nacional x kg,S/ 33.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Guiso Nacional,33.9
Carne Molida Económica Congelada Los Hierros x 1 Kg,S/ 24.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne Molida Económica Congelada Los Hierros x,24.9
Carne para Guiso Especial Nacional x kg,S/ 41.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Guiso Especial Nacional,41.9
Carne para Guiso de Ternero Wong x kg,S/ 37.60 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Guiso de Ternero Wong,37.6
Carne para Guiso Especial Wong Premium x kg,S/ 61.50 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Carne para Guiso Especial Wong Premium,61.5
Huevos Pardos Metro 30un,S/ 20.99,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,30.0,un,Huevos Pardos Metro,20.99
Pollo Entero Fresco Metro x kg,S/ 8.40 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pollo Entero Fresco Metro,8.4
Huevos Clásicos Pardos La Calera 30un,S/ 20.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,30.0,un,Huevos Clásicos Pardos La Calera,20.9
Huevos Pardos Metro 15un,S/ 10.99,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,15.0,un,Huevos Pardos Metro,10.99
Bisteck Bola de Lomo Nacional x kg,S/ 39.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Bisteck Bola de Lomo Nacional,39.9
Pollo Fresco con Menudencia San Fernando x Kg,S/ 8.70 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pollo Fresco con Menudencia San Fernando,8.7
Filete de Pechuga Importado x kg,S/ 16.50 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Filete de Pechuga Importado,16.5
Filete de Pechuga Pollo Redondos x kg,S/ 25.40 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Filete de Pechuga Pollo Redondos,25.4
Huevos Pardos Metro Bandeja 90 Unid,S/ 40.00,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,90.0,un,Huevos Pardos Metro Bandeja,40.0
Pechuga Especial de Pollo Redondos x kg,S/ 17.50 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pechuga Especial de Pollo Redondos,17.5
Pechuga Entera de Pollo Redondos x kg,S/ 15.50 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pechuga Entera de Pollo Redondos,15.5
Bisteck de Tapa Nacional x kg,S/ 36.00 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Bisteck de Tapa Nacional,36.0
Pollo con Menudencia Redondos x kg,S/ 10.25 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pollo con Menudencia Redondos,10.25
Pierna de Pollo Importada x kg,S/ 8.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pierna de Pollo Importada,8.9
Filete de Tilapia Umi Foods 1kg,S/ 20.50,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Filete de Tilapia Umi Foods,20.5
Muslo de de Pollo Redondos x kg,S/ 16.49 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Muslo de de Pollo Redondos,16.49
Huevos Pardos Artisan 15un,S/ 14.90,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,15.0,un,Huevos Pardos Artisan,14.9
Pechuga de Pavita en Trozos San Fernando x Kg,S/ 18.99 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Pechuga de Pavita en Trozos San Fernando,18.99
Filete de Pechuga de Pollo Congelada San Fernando x kg,S/ 22.50 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Filete de Pechuga de Pollo Congelada San Fernando,22.5
Churrasco Largo Nacional Porcionado x kg,S/ 36.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Churrasco Largo Nacional Porcionado,36.9
Hígado de Res Importado Trozado x kg,S/ 13.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Hígado de Res Importado Trozado,13.9
Nuggets de Pechuga de Pollo Redondos 36un,S/ 16.60,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,36.0,un,Nuggets de Pechuga de Pollo Redondos,16.6
Chuleta Punta de Lomo x kg,S/ 16.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Chuleta Punta de Lomo,16.9
Huevo de Corral La Calera 12un.,S/ 14.50,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,12.0,un,Huevo de Corral La Calera .,14.5
Guiso de Cerdo x kg,S/ 24.90 x kg,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,1.0,kg,Guiso de Cerdo,24.9
Nuggets de Pechuga de Pollo San Fernando 24un,S/ 13.70,metro,CARNE DE CARNERO,2024-12-06 17:49:19.112097,24.0,un,Nuggets de Pechuga de Pollo San Fernando,13.7
