description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Tocino cocido Ahumado Casa Europa paquete 200 g,S/ 15.68,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino cocido Ahumado Casa Europa paquete,15.68
Tocino Ahumado La Segoviana Paquete 100 g,S/ 8.20,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,100.0,g,Tocino Ahumado La Segoviana Paquete,8.2
Tocino Ahumado Suiza 200g,S/ 15.50,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Ahumado Suiza,15.5
Tocino Natural Ahumado Cuisine & Co 200g,S/ 10.90,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Natural Ahumado Cuisine & Co,10.9
Tocino Ahumado Otto Kunz 150g,S/ 11.22,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,150.0,g,Tocino Ahumado Otto Kunz,11.22
Tocino Natural Ahumado Salchichería Alemana 200g,S/ 14.90,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Natural Ahumado Salchichería Alemana,14.9
Tocino Ahumado Braedt Paquete 200 g,S/ 18.30,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Ahumado Braedt Paquete,18.3
Tocino Ahumado Zimmermann Paquete 200 g,S/ 17.50,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Ahumado Zimmermann Paquete,17.5
Tocino Ahumado Clásico Rico 100g,S/ 4.20,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,100.0,g,Tocino Ahumado Clásico Rico,4.2
Tocino Ahumado Oregon Foods 200g,S/ 17.90,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,200.0,g,Tocino Ahumado Oregon Foods,17.9
Tocino Ahumado Premium Rico 100g,S/ 7.30,metro,TOCINO AHUMADO,2024-12-06 18:04:44.229837,100.0,g,Tocino Ahumado Premium Rico,7.3
