description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Queso Edam Laive en Tajadas 440g,S/ 21.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,440.0,g,Queso Edam Laive en Tajadas,21.9
Queso Philadelphia Kraft Original Caja 180 g,S/ 12.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Philadelphia Kraft Original Caja,12.0
Queso Mozzarella Bonlé bola 250 g,S/ 13.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,250.0,g,Queso Mozzarella Bonlé bola,13.0
Queso Fresco Bonlé x kg,S/ 29.20 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Bonlé,29.2
Queso Edam Laive + Jamón Americano Suiza 300g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,300.0,g,Queso Edam Laive + Jamón Americano Suiza,11.9
Queso Edam en Tajadas Braedt 180g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Edam en Tajadas Braedt,10.9
Queso Fresco Light Cuisine & Co x kg,S/ 29.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Light Cuisine & Co,29.6
Maíz Pop Corn Costeño 500g,S/ 4.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,500.0,g,Maíz Pop Corn Costeño,4.0
Queso Fresco Cuisine & Co x kg,S/ 29.60 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Cuisine & Co,29.6
Maíz Morado Metro x kg,S/ 9.79 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Maíz Morado Metro,9.79
Queso Edam Bonlé en Tajadas 500g,S/ 25.00,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,500.0,g,Queso Edam Bonlé en Tajadas,25.0
Queso Fresco Sin Lactosa Laive x kg,S/ 32.64 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Sin Lactosa Laive,32.64
Queso Edam Braedt 440g,S/ 22.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,440.0,g,Queso Edam Braedt,22.5
Queso Parmesano Bonlé Sobre 35 g,S/ 4.70,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,35.0,g,Queso Parmesano Bonlé Sobre,4.7
Queso Edam Laive Sin Lactosa 180g,S/ 13.10,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Edam Laive Sin Lactosa,13.1
Queso Gouda en Tajadas Braedt 180g,S/ 10.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Gouda en Tajadas Braedt,10.9
Queso Crema Cuisine & Co Caja 227g,S/ 9.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,227.0,g,Queso Crema Cuisine & Co Caja,9.5
Queso Fresco Laive x kg,S/ 31.84 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Laive,31.84
Maíz Pop Corn Cuisine & Co 500g,S/ 3.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,500.0,g,Maíz Pop Corn Cuisine & Co,3.5
Queso Edam Gloria en Tajadas 500g,S/ 19.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,500.0,g,Queso Edam Gloria en Tajadas,19.9
Queso Fresco Laive Sbelt Laive x kg,S/ 32.32 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Fresco Laive Sbelt Laive,32.32
Queso Fundido Sabor Cheddar Bonlé En Tajadas 136g,S/ 6.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,136.0,g,Queso Fundido Sabor Cheddar Bonlé En Tajadas,6.5
Queso Parmesano Rallado Laive 35g,S/ 4.99,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,35.0,g,Queso Parmesano Rallado Laive,4.99
Queso Edam Laive 180g,S/ 11.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Edam Laive,11.9
Queso Mozzarella Laive Light 250g,S/ 12.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,250.0,g,Queso Mozzarella Laive Light,12.5
Queso Fresco Oquendo 250g,S/ 7.12,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,250.0,g,Queso Fresco Oquendo,7.12
Queso Fundido Bonlé En Tajadas 136g,S/ 6.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,136.0,g,Queso Fundido Bonlé En Tajadas,6.5
Queso Mozzarella en Tajadas Braedt 180g,S/ 12.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,180.0,g,Queso Mozzarella en Tajadas Braedt,12.5
Queso Edam en Tajadas Bonlé Paquete 1 Kg,S/ 47.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,1.0,kg,Queso Edam en Tajadas Bonlé Paquete,47.5
Queso Crema Sabor Natural Laive 227g,S/ 8.90,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,227.0,g,Queso Crema Sabor Natural Laive,8.9
Queso Cottage Plusa pote 225 g,S/ 11.30,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,225.0,g,Queso Cottage Plusa pote,11.3
Queso Mozzarella Laive 250g,S/ 12.50,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,250.0,g,Queso Mozzarella Laive,12.5
Queso Fresco Gloria Molde 400 g,S/ 30.32 x kg,metro,BOCADITOS DE MAÍZ Y QUESO,2024-12-06 19:30:02.435499,400.0,g,Queso Fresco Gloria Molde,30.32
