description,price,website,search_term,scrape_timestamp,cantidad,unidad,description_no_unit,price_numeric
Piña Golden Metro x kg,S/ 4.99 x kg,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,kg,Piña Golden Metro,4.99
Piña para Jugo x kg,S/ 2.42 x kg,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,kg,Piña para Jugo,2.42
Piña en Trozos Golden 500g,S/ 13.49,metro,PIÑA,2024-12-06 18:40:09.411371,500.0,g,Piña en Trozos Golden,13.49
Agua de Piña Light Golden 1L,S/ 9.39,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,l,Agua de Piña Light Golden,9.39
Bebida de Piña y Granadilla Golden Botella 485ml,S/ 4.79,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Bebida de Piña y Granadilla Golden Botella,4.79
Agua de Piña Golden 1L,S/ 9.39,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,l,Agua de Piña Golden,9.39
Piña en Trozos Golden 350g,S/ 8.49,metro,PIÑA,2024-12-06 18:40:09.411371,350.0,g,Piña en Trozos Golden,8.49
Agua de Piña Golden 485ml,S/ 5.29,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Agua de Piña Golden,5.29
Agua de Piña con Arándanos Light Golden 1L,S/ 11.99,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,l,Agua de Piña con Arándanos Light Golden,11.99
Agua de Piña Light Golden 485ml,S/ 45.90,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Agua de Piña Light Golden,45.9
Agua de Piña con Arándanos Light Golden 485ml,S/ 6.49,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Agua de Piña con Arándanos Light Golden,6.49
Tripack Agua de Piña Light con Arándanos Golden Botella 485ml,S/ 13.00,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Tripack Agua de Piña Light con Arándanos Golden Botella,13.0
"Ensalada de Frutas Piña, Sandía y Papaya Natifrut 340g",S/ 9.49,metro,PIÑA,2024-12-06 18:40:09.411371,340.0,g,"Ensalada de Frutas Piña, Sandía y Papaya Natifrut",9.49
Pack x3 Agua de Piña Light Golden Botella 485ml,S/ 11.89,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Pack x3 Agua de Piña Light Golden Botella,11.89
Bebida de Manzana y Piña Golden Botella 485ml,S/ 5.79,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Bebida de Manzana y Piña Golden Botella,5.79
Bebida Piña Colada Light Golden 485ml,S/ 6.79,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Bebida Piña Colada Light Golden,6.79
Pulpa de Piña Golden Agroselva Doypack 250g,S/ 12.99,metro,PIÑA,2024-12-06 18:40:09.411371,250.0,g,Pulpa de Piña Golden Agroselva Doypack,12.99
Piña Deshidratada en Trozos Golden x kg,S/ 118.00 x kg,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,kg,Piña Deshidratada en Trozos Golden,118.0
Pack x3 Agua de Piña Golden Botella 485ml,S/ 11.89,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Pack x3 Agua de Piña Golden Botella,11.89
Bebida de Membrillo y Piña Golden Botella 485ml,S/ 4.79,metro,PIÑA,2024-12-06 18:40:09.411371,485.0,ml,Bebida de Membrillo y Piña Golden Botella,4.79
Yogurt Sin Lactosa Danlac Line Piña Pitahaya 900g,S/ 10.50,metro,PIÑA,2024-12-06 18:40:09.411371,900.0,g,Yogurt Sin Lactosa Danlac Line Piña Pitahaya,10.5
Yogurt Bebible Ecologic Sabor Piña 1L,S/ 10.70,metro,PIÑA,2024-12-06 18:40:09.411371,1.0,l,Yogurt Bebible Ecologic Sabor Piña,10.7
Caja Krea Plástica 6L Infantil Piñas,S/ 12.00,metro,PIÑA,2024-12-06 18:40:09.411371,6.0,l,Caja Krea Plástica  Infantil Piñas,12.0
Luces Krea F8 Led Piñas Colores 50un,S/ 16.50,metro,PIÑA,2024-12-06 18:40:09.411371,8.0,l,Luces Krea Fed Piñas Colores,16.5
